Training for 378151 steps ...
    149/378151: episode: 1, duration: 0.668s, episode steps: 149, steps per second: 223, episode reward: 26.741, mean reward:  0.179 [-0.005,  0.304], mean action: 15.960 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   3852/378151: episode: 25, duration: 0.391s, episode steps:  38, steps per second:  97, episode reward:  5.916, mean reward:  0.156 [-0.005,  0.306], mean action: 16.921 [1.000, 31.000],  loss: 0.255620, mae: 14.225083, mean_q: 15.570411
   3894/378151: episode: 26, duration: 0.434s, episode steps:  42, steps per second:  97, episode reward: 14.874, mean reward:  0.354 [ 0.133,  0.423], mean action: 13.905 [0.000, 31.000],  loss: 0.430323, mae: 14.467623, mean_q: 15.809429
   3938/378151: episode: 27, duration: 0.443s, episode steps:  44, steps per second:  99, episode reward: 10.392, mean reward:  0.236 [ 0.116,  0.312], mean action: 12.955 [0.000, 31.000],  loss: 0.302680, mae: 14.794955, mean_q: 16.089329
   4205/378151: episode: 28, duration: 2.681s, episode steps: 267, steps per second: 100, episode reward: 136.409, mean reward:  0.511 [ 0.017,  0.653], mean action: 15.390 [0.000, 31.000],  loss: 0.518955, mae: 15.703864, mean_q: 17.104597
   4375/378151: episode: 29, duration: 1.671s, episode steps: 170, steps per second: 102, episode reward: 48.259, mean reward:  0.284 [-0.005,  0.482], mean action: 14.553 [0.000, 31.000],  loss: 0.577701, mae: 17.016386, mean_q: 18.503510
   4515/378151: episode: 30, duration: 1.454s, episode steps: 140, steps per second:  96, episode reward: 63.927, mean reward:  0.457 [ 0.017,  0.663], mean action: 14.657 [0.000, 31.000],  loss: 0.674602, mae: 17.912117, mean_q: 19.494381
   4782/378151: episode: 31, duration: 2.872s, episode steps: 267, steps per second:  93, episode reward: 60.294, mean reward:  0.226 [-0.005,  0.308], mean action: 14.963 [0.000, 31.000],  loss: 0.833402, mae: 19.288715, mean_q: 21.028065
   5051/378151: episode: 32, duration: 2.698s, episode steps: 269, steps per second: 100, episode reward: 121.269, mean reward:  0.451 [ 0.087,  0.636], mean action: 15.435 [0.000, 31.000],  loss: 0.875611, mae: 21.286865, mean_q: 23.130068
   5318/378151: episode: 33, duration: 2.888s, episode steps: 267, steps per second:  92, episode reward: 110.404, mean reward:  0.413 [-0.005,  0.490], mean action: 14.955 [0.000, 31.000],  loss: 0.841689, mae: 23.226088, mean_q: 25.158018
   5349/378151: episode: 34, duration: 0.365s, episode steps:  31, steps per second:  85, episode reward:  8.151, mean reward:  0.263 [ 0.087,  0.341], mean action: 15.355 [0.000, 30.000],  loss: 1.010144, mae: 24.211611, mean_q: 26.109657
   5616/378151: episode: 35, duration: 2.885s, episode steps: 267, steps per second:  93, episode reward: 101.383, mean reward:  0.380 [-0.005,  0.471], mean action: 15.367 [0.000, 31.000],  loss: 1.328311, mae: 25.152145, mean_q: 27.236715
   5883/378151: episode: 36, duration: 3.274s, episode steps: 267, steps per second:  82, episode reward: 94.755, mean reward:  0.355 [ 0.087,  0.464], mean action: 15.708 [0.000, 31.000],  loss: 1.451841, mae: 26.878281, mean_q: 29.020607
   6150/378151: episode: 37, duration: 2.665s, episode steps: 267, steps per second: 100, episode reward: 101.868, mean reward:  0.382 [-0.005,  0.639], mean action: 15.464 [0.000, 31.000],  loss: 1.579419, mae: 28.685280, mean_q: 30.987385
   6417/378151: episode: 38, duration: 3.054s, episode steps: 267, steps per second:  87, episode reward: 104.264, mean reward:  0.391 [ 0.133,  0.460], mean action: 15.401 [0.000, 31.000],  loss: 1.494591, mae: 30.704742, mean_q: 33.210293
   6613/378151: episode: 39, duration: 1.997s, episode steps: 196, steps per second:  98, episode reward: 50.880, mean reward:  0.260 [-0.005,  0.478], mean action: 13.153 [0.000, 31.000],  loss: 2.162730, mae: 32.435207, mean_q: 35.019836
   6773/378151: episode: 40, duration: 1.593s, episode steps: 160, steps per second: 100, episode reward: 72.771, mean reward:  0.455 [-0.005,  0.643], mean action: 15.081 [0.000, 31.000],  loss: 1.991969, mae: 33.823650, mean_q: 36.548779
   7040/378151: episode: 41, duration: 2.733s, episode steps: 267, steps per second:  98, episode reward: 137.184, mean reward:  0.514 [-0.005,  0.652], mean action: 15.640 [0.000, 31.000],  loss: 2.446450, mae: 35.505562, mean_q: 38.388649
   7279/378151: episode: 42, duration: 2.420s, episode steps: 239, steps per second:  99, episode reward: 93.520, mean reward:  0.391 [-0.005,  0.468], mean action: 13.397 [0.000, 31.000],  loss: 2.892082, mae: 37.385380, mean_q: 40.331894
   7424/378151: episode: 43, duration: 1.478s, episode steps: 145, steps per second:  98, episode reward: 56.460, mean reward:  0.389 [ 0.019,  0.478], mean action: 14.014 [0.000, 31.000],  loss: 2.828576, mae: 38.881042, mean_q: 41.953716
   7457/378151: episode: 44, duration: 0.349s, episode steps:  33, steps per second:  95, episode reward:  7.433, mean reward:  0.225 [ 0.133,  0.307], mean action: 16.000 [2.000, 30.000],  loss: 1.943716, mae: 39.479519, mean_q: 42.574081
   7545/378151: episode: 45, duration: 0.893s, episode steps:  88, steps per second:  99, episode reward: 22.446, mean reward:  0.255 [ 0.133,  0.330], mean action: 14.125 [0.000, 31.000],  loss: 2.714414, mae: 39.975830, mean_q: 43.092468
   7815/378151: episode: 46, duration: 2.722s, episode steps: 270, steps per second:  99, episode reward: 145.591, mean reward:  0.539 [ 0.133,  0.650], mean action: 14.667 [0.000, 31.000],  loss: 2.801426, mae: 41.093525, mean_q: 44.150017
   8082/378151: episode: 47, duration: 2.662s, episode steps: 267, steps per second: 100, episode reward: 134.769, mean reward:  0.505 [ 0.087,  0.648], mean action: 15.783 [0.000, 31.000],  loss: 3.799010, mae: 42.895454, mean_q: 46.150490
   8349/378151: episode: 48, duration: 2.690s, episode steps: 267, steps per second:  99, episode reward: 114.696, mean reward:  0.430 [ 0.133,  0.643], mean action: 15.019 [0.000, 31.000],  loss: 2.537488, mae: 44.826004, mean_q: 48.136391
   8616/378151: episode: 49, duration: 2.651s, episode steps: 267, steps per second: 101, episode reward: 147.215, mean reward:  0.551 [ 0.087,  0.646], mean action: 13.678 [0.000, 31.000],  loss: 4.729402, mae: 46.478573, mean_q: 49.961151
   8647/378151: episode: 50, duration: 0.320s, episode steps:  31, steps per second:  97, episode reward:  6.629, mean reward:  0.214 [-0.005,  0.305], mean action: 14.226 [3.000, 31.000],  loss: 4.921394, mae: 47.382347, mean_q: 51.301788
   8818/378151: episode: 51, duration: 1.760s, episode steps: 171, steps per second:  97, episode reward: 66.944, mean reward:  0.391 [-0.005,  0.477], mean action: 13.333 [0.000, 31.000],  loss: 4.032944, mae: 48.217335, mean_q: 51.690548
   8949/378151: episode: 52, duration: 1.370s, episode steps: 131, steps per second:  96, episode reward: 32.977, mean reward:  0.252 [-0.005,  0.325], mean action: 16.008 [1.000, 31.000],  loss: 3.150814, mae: 49.155380, mean_q: 52.765877
   8970/378151: episode: 53, duration: 0.214s, episode steps:  21, steps per second:  98, episode reward:  4.088, mean reward:  0.195 [ 0.017,  0.348], mean action: 10.619 [0.000, 27.000],  loss: 6.833629, mae: 49.803658, mean_q: 53.678879
   9098/378151: episode: 54, duration: 1.277s, episode steps: 128, steps per second: 100, episode reward: 56.982, mean reward:  0.445 [ 0.087,  0.641], mean action: 15.859 [0.000, 31.000],  loss: 6.164279, mae: 50.254421, mean_q: 54.068008
   9365/378151: episode: 55, duration: 2.694s, episode steps: 267, steps per second:  99, episode reward: 89.607, mean reward:  0.336 [ 0.116,  0.582], mean action: 14.895 [0.000, 31.000],  loss: 4.582192, mae: 51.608234, mean_q: 55.562191
   9536/378151: episode: 56, duration: 1.729s, episode steps: 171, steps per second:  99, episode reward: 65.495, mean reward:  0.383 [ 0.087,  0.488], mean action: 14.632 [0.000, 31.000],  loss: 5.059301, mae: 53.108685, mean_q: 57.019150
   9765/378151: episode: 57, duration: 2.338s, episode steps: 229, steps per second:  98, episode reward: 87.828, mean reward:  0.384 [ 0.087,  0.496], mean action: 15.135 [0.000, 31.000],  loss: 5.747054, mae: 54.451969, mean_q: 58.538605
   9832/378151: episode: 58, duration: 0.703s, episode steps:  67, steps per second:  95, episode reward: 14.454, mean reward:  0.216 [-0.005,  0.362], mean action: 14.627 [0.000, 31.000],  loss: 4.624043, mae: 55.501514, mean_q: 59.433468
  10099/378151: episode: 59, duration: 2.811s, episode steps: 267, steps per second:  95, episode reward: 143.938, mean reward:  0.539 [-0.005,  0.655], mean action: 15.749 [0.000, 31.000],  loss: 5.673976, mae: 56.307129, mean_q: 60.469124
  10366/378151: episode: 60, duration: 2.783s, episode steps: 267, steps per second:  96, episode reward: 89.056, mean reward:  0.334 [-0.005,  0.441], mean action: 13.667 [0.000, 31.000],  loss: 5.493071, mae: 58.115841, mean_q: 62.387836
  10633/378151: episode: 61, duration: 2.663s, episode steps: 267, steps per second: 100, episode reward: 92.284, mean reward:  0.346 [ 0.087,  0.396], mean action: 15.120 [0.000, 31.000],  loss: 7.885890, mae: 59.500759, mean_q: 63.930031
  10663/378151: episode: 62, duration: 0.303s, episode steps:  30, steps per second:  99, episode reward: 10.202, mean reward:  0.340 [ 0.133,  0.429], mean action: 15.300 [0.000, 30.000],  loss: 8.111614, mae: 60.820438, mean_q: 65.393295
  10930/378151: episode: 63, duration: 2.685s, episode steps: 267, steps per second:  99, episode reward: 99.025, mean reward:  0.371 [-0.005,  0.456], mean action: 14.704 [0.000, 31.000],  loss: 9.742154, mae: 61.451588, mean_q: 66.041611
  10960/378151: episode: 64, duration: 0.306s, episode steps:  30, steps per second:  98, episode reward:  6.772, mean reward:  0.226 [-0.005,  0.303], mean action: 14.267 [0.000, 30.000],  loss: 2.187685, mae: 62.761013, mean_q: 67.360802
  11229/378151: episode: 65, duration: 2.746s, episode steps: 269, steps per second:  98, episode reward: 154.587, mean reward:  0.575 [ 0.133,  0.653], mean action: 15.810 [0.000, 31.000],  loss: 7.621367, mae: 63.547733, mean_q: 68.156441
  11496/378151: episode: 66, duration: 2.657s, episode steps: 267, steps per second: 100, episode reward: 133.341, mean reward:  0.499 [ 0.137,  0.640], mean action: 14.536 [0.000, 31.000],  loss: 5.922752, mae: 65.172928, mean_q: 69.898872
  11714/378151: episode: 67, duration: 2.225s, episode steps: 218, steps per second:  98, episode reward: 107.347, mean reward:  0.492 [ 0.087,  0.640], mean action: 15.963 [0.000, 31.000],  loss: 8.238796, mae: 66.765091, mean_q: 71.607460
  11981/378151: episode: 68, duration: 2.706s, episode steps: 267, steps per second:  99, episode reward: 116.759, mean reward:  0.437 [-0.005,  0.650], mean action: 14.685 [0.000, 31.000],  loss: 6.462995, mae: 68.263268, mean_q: 73.083084
  12248/378151: episode: 69, duration: 2.707s, episode steps: 267, steps per second:  99, episode reward: 142.451, mean reward:  0.534 [ 0.137,  0.650], mean action: 14.895 [0.000, 31.000],  loss: 10.082109, mae: 69.636253, mean_q: 74.689697
  12515/378151: episode: 70, duration: 2.687s, episode steps: 267, steps per second:  99, episode reward: 114.510, mean reward:  0.429 [ 0.133,  0.532], mean action: 13.625 [0.000, 30.000],  loss: 9.101439, mae: 71.490334, mean_q: 76.578194
  12609/378151: episode: 71, duration: 0.942s, episode steps:  94, steps per second: 100, episode reward: 30.775, mean reward:  0.327 [ 0.137,  0.471], mean action: 16.085 [0.000, 31.000],  loss: 14.244864, mae: 72.263954, mean_q: 77.431984
  12878/378151: episode: 72, duration: 2.740s, episode steps: 269, steps per second:  98, episode reward: 140.554, mean reward:  0.523 [-0.005,  0.650], mean action: 15.197 [0.000, 31.000],  loss: 9.228975, mae: 73.431557, mean_q: 78.639015
  13006/378151: episode: 73, duration: 1.304s, episode steps: 128, steps per second:  98, episode reward: 40.323, mean reward:  0.315 [-0.005,  0.464], mean action: 13.625 [0.000, 31.000],  loss: 10.381623, mae: 74.584579, mean_q: 79.967186
  13273/378151: episode: 74, duration: 2.684s, episode steps: 267, steps per second:  99, episode reward: 134.703, mean reward:  0.505 [-0.005,  0.646], mean action: 14.584 [0.000, 31.000],  loss: 11.486184, mae: 75.773712, mean_q: 81.248817
  13540/378151: episode: 75, duration: 2.746s, episode steps: 267, steps per second:  97, episode reward: 112.642, mean reward:  0.422 [ 0.082,  0.641], mean action: 15.483 [0.000, 31.000],  loss: 11.176074, mae: 77.257492, mean_q: 82.730164
  13807/378151: episode: 76, duration: 2.695s, episode steps: 267, steps per second:  99, episode reward: 146.686, mean reward:  0.549 [ 0.087,  0.651], mean action: 15.963 [0.000, 31.000],  loss: 11.588892, mae: 78.732094, mean_q: 84.406807
  14074/378151: episode: 77, duration: 2.724s, episode steps: 267, steps per second:  98, episode reward: 92.713, mean reward:  0.347 [-0.005,  0.482], mean action: 16.030 [0.000, 31.000],  loss: 10.942522, mae: 80.382759, mean_q: 86.062561
  14341/378151: episode: 78, duration: 2.718s, episode steps: 267, steps per second:  98, episode reward: 95.320, mean reward:  0.357 [-0.005,  0.494], mean action: 14.375 [0.000, 31.000],  loss: 14.496142, mae: 81.959320, mean_q: 87.780449
  14402/378151: episode: 79, duration: 0.661s, episode steps:  61, steps per second:  92, episode reward: 18.824, mean reward:  0.309 [ 0.087,  0.391], mean action: 16.869 [0.000, 30.000],  loss: 9.157411, mae: 82.848869, mean_q: 88.779922
  14669/378151: episode: 80, duration: 2.544s, episode steps: 267, steps per second: 105, episode reward: 137.193, mean reward:  0.514 [-0.005,  0.646], mean action: 16.270 [0.000, 31.000],  loss: 12.813199, mae: 83.733627, mean_q: 89.657822
  14912/378151: episode: 81, duration: 2.377s, episode steps: 243, steps per second: 102, episode reward: 104.490, mean reward:  0.430 [ 0.017,  0.484], mean action: 15.230 [0.000, 31.000],  loss: 15.927305, mae: 84.997627, mean_q: 91.124809
  15182/378151: episode: 82, duration: 2.576s, episode steps: 270, steps per second: 105, episode reward: 121.939, mean reward:  0.452 [ 0.087,  0.608], mean action: 15.526 [0.000, 31.000],  loss: 16.342701, mae: 86.449432, mean_q: 92.727219
  15449/378151: episode: 83, duration: 2.597s, episode steps: 267, steps per second: 103, episode reward: 126.636, mean reward:  0.474 [ 0.125,  0.594], mean action: 16.599 [0.000, 31.000],  loss: 14.074924, mae: 88.130737, mean_q: 94.274315
  15558/378151: episode: 84, duration: 1.013s, episode steps: 109, steps per second: 108, episode reward: 49.625, mean reward:  0.455 [ 0.087,  0.641], mean action: 16.128 [0.000, 31.000],  loss: 12.483670, mae: 89.559769, mean_q: 95.781746
  15825/378151: episode: 85, duration: 2.594s, episode steps: 267, steps per second: 103, episode reward: 147.017, mean reward:  0.551 [-0.005,  0.655], mean action: 14.363 [0.000, 31.000],  loss: 20.125610, mae: 90.206940, mean_q: 96.549980
  16092/378151: episode: 86, duration: 2.639s, episode steps: 267, steps per second: 101, episode reward: 119.261, mean reward:  0.447 [-0.005,  0.632], mean action: 15.652 [0.000, 31.000],  loss: 12.023286, mae: 91.732407, mean_q: 98.140320
  16359/378151: episode: 87, duration: 2.566s, episode steps: 267, steps per second: 104, episode reward: 95.430, mean reward:  0.357 [-0.005,  0.471], mean action: 15.685 [0.000, 31.000],  loss: 20.971256, mae: 93.137390, mean_q: 99.702744
  16550/378151: episode: 88, duration: 1.849s, episode steps: 191, steps per second: 103, episode reward: 60.089, mean reward:  0.315 [-0.005,  0.453], mean action: 14.016 [1.000, 31.000],  loss: 20.800989, mae: 94.563011, mean_q: 101.198624
  16631/378151: episode: 89, duration: 0.819s, episode steps:  81, steps per second:  99, episode reward: 10.024, mean reward:  0.124 [-0.005,  0.310], mean action: 14.346 [1.000, 31.000],  loss: 23.023132, mae: 95.710014, mean_q: 102.727554
  16759/378151: episode: 90, duration: 1.271s, episode steps: 128, steps per second: 101, episode reward: 31.041, mean reward:  0.243 [-0.005,  0.358], mean action: 18.234 [1.000, 31.000],  loss: 21.850620, mae: 96.177818, mean_q: 103.159348
  17026/378151: episode: 91, duration: 2.540s, episode steps: 267, steps per second: 105, episode reward: 90.270, mean reward:  0.338 [-0.005,  0.569], mean action: 15.824 [0.000, 31.000],  loss: 21.515039, mae: 97.428604, mean_q: 104.316414
  17293/378151: episode: 92, duration: 2.597s, episode steps: 267, steps per second: 103, episode reward: 110.749, mean reward:  0.415 [ 0.116,  0.481], mean action: 15.052 [0.000, 31.000],  loss: 14.001781, mae: 99.470833, mean_q: 106.566406
  17475/378151: episode: 93, duration: 1.743s, episode steps: 182, steps per second: 104, episode reward: 94.062, mean reward:  0.517 [ 0.137,  0.640], mean action: 14.571 [0.000, 31.000],  loss: 12.959713, mae: 101.415176, mean_q: 108.363167
  17745/378151: episode: 94, duration: 2.569s, episode steps: 270, steps per second: 105, episode reward: 104.551, mean reward:  0.387 [-0.005,  0.468], mean action: 14.444 [0.000, 31.000],  loss: 22.765911, mae: 102.543083, mean_q: 109.639153
  18012/378151: episode: 95, duration: 2.614s, episode steps: 267, steps per second: 102, episode reward: 146.676, mean reward:  0.549 [ 0.133,  0.651], mean action: 14.622 [0.000, 31.000],  loss: 18.605005, mae: 104.625175, mean_q: 111.977661
  18279/378151: episode: 96, duration: 2.569s, episode steps: 267, steps per second: 104, episode reward: 119.958, mean reward:  0.449 [ 0.087,  0.502], mean action: 12.618 [0.000, 31.000],  loss: 21.339245, mae: 106.238075, mean_q: 113.572479
  18546/378151: episode: 97, duration: 2.618s, episode steps: 267, steps per second: 102, episode reward: 110.527, mean reward:  0.414 [-0.005,  0.646], mean action: 14.970 [0.000, 31.000],  loss: 17.008871, mae: 107.736336, mean_q: 115.044579
  18705/378151: episode: 98, duration: 1.535s, episode steps: 159, steps per second: 104, episode reward: 63.140, mean reward:  0.397 [ 0.116,  0.491], mean action: 16.459 [0.000, 31.000],  loss: 24.428703, mae: 108.659325, mean_q: 116.124718
  18739/378151: episode: 99, duration: 0.329s, episode steps:  34, steps per second: 103, episode reward:  6.596, mean reward:  0.194 [-0.005,  0.303], mean action: 17.176 [1.000, 31.000],  loss: 47.158619, mae: 108.553917, mean_q: 116.042831
  18759/378151: episode: 100, duration: 0.193s, episode steps:  20, steps per second: 104, episode reward:  5.531, mean reward:  0.277 [ 0.137,  0.346], mean action: 16.250 [0.000, 31.000],  loss: 21.078346, mae: 109.827072, mean_q: 117.216293
  19026/378151: episode: 101, duration: 2.627s, episode steps: 267, steps per second: 102, episode reward: 81.038, mean reward:  0.304 [ 0.087,  0.343], mean action: 16.019 [0.000, 31.000],  loss: 28.263382, mae: 109.680710, mean_q: 117.228188
  19069/378151: episode: 102, duration: 0.413s, episode steps:  43, steps per second: 104, episode reward:  6.854, mean reward:  0.159 [-0.005,  0.307], mean action: 15.488 [0.000, 30.000],  loss: 16.385048, mae: 110.326591, mean_q: 118.103256
  19336/378151: episode: 103, duration: 2.603s, episode steps: 267, steps per second: 103, episode reward: 64.046, mean reward:  0.240 [-0.005,  0.295], mean action: 14.472 [0.000, 31.000],  loss: 22.196569, mae: 111.192490, mean_q: 118.729752
  19361/378151: episode: 104, duration: 0.241s, episode steps:  25, steps per second: 104, episode reward:  5.072, mean reward:  0.203 [ 0.087,  0.309], mean action: 14.640 [2.000, 31.000],  loss: 20.815819, mae: 112.444237, mean_q: 120.316116
  19628/378151: episode: 105, duration: 2.532s, episode steps: 267, steps per second: 105, episode reward: 143.486, mean reward:  0.537 [-0.005,  0.653], mean action: 16.446 [0.000, 31.000],  loss: 27.695089, mae: 112.678024, mean_q: 120.438347
  19895/378151: episode: 106, duration: 2.614s, episode steps: 267, steps per second: 102, episode reward: 115.668, mean reward:  0.433 [ 0.133,  0.490], mean action: 15.116 [0.000, 31.000],  loss: 26.973330, mae: 113.971924, mean_q: 121.822433
  20162/378151: episode: 107, duration: 2.541s, episode steps: 267, steps per second: 105, episode reward: 115.911, mean reward:  0.434 [ 0.087,  0.491], mean action: 15.382 [0.000, 31.000],  loss: 24.753485, mae: 115.296425, mean_q: 123.089043
  20429/378151: episode: 108, duration: 2.652s, episode steps: 267, steps per second: 101, episode reward: 109.856, mean reward:  0.411 [-0.005,  0.474], mean action: 10.528 [0.000, 31.000],  loss: 34.691719, mae: 115.893959, mean_q: 124.107750
  20696/378151: episode: 109, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward: 105.023, mean reward:  0.393 [ 0.087,  0.459], mean action: 12.745 [0.000, 31.000],  loss: 27.281868, mae: 117.107536, mean_q: 125.134918
  20963/378151: episode: 110, duration: 2.600s, episode steps: 267, steps per second: 103, episode reward: 95.599, mean reward:  0.358 [-0.005,  0.471], mean action: 15.719 [0.000, 31.000],  loss: 25.974602, mae: 118.443001, mean_q: 126.624680
  21230/378151: episode: 111, duration: 2.625s, episode steps: 267, steps per second: 102, episode reward: 62.929, mean reward:  0.236 [-0.005,  0.320], mean action: 14.251 [0.000, 31.000],  loss: 29.839022, mae: 119.725731, mean_q: 127.955215
  21497/378151: episode: 112, duration: 2.594s, episode steps: 267, steps per second: 103, episode reward: 116.349, mean reward:  0.436 [-0.005,  0.651], mean action: 15.745 [0.000, 31.000],  loss: 25.713757, mae: 121.159599, mean_q: 129.364716
  21530/378151: episode: 113, duration: 0.375s, episode steps:  33, steps per second:  88, episode reward: 10.032, mean reward:  0.304 [ 0.116,  0.357], mean action: 16.273 [3.000, 31.000],  loss: 21.329689, mae: 122.210655, mean_q: 130.371201
  21585/378151: episode: 114, duration: 0.527s, episode steps:  55, steps per second: 104, episode reward:  9.374, mean reward:  0.170 [-0.005,  0.302], mean action: 16.364 [0.000, 31.000],  loss: 26.522024, mae: 121.862579, mean_q: 130.040024
  21852/378151: episode: 115, duration: 2.653s, episode steps: 267, steps per second: 101, episode reward: 133.361, mean reward:  0.499 [ 0.087,  0.651], mean action: 15.715 [0.000, 31.000],  loss: 37.047913, mae: 122.413857, mean_q: 130.766891
  22093/378151: episode: 116, duration: 2.495s, episode steps: 241, steps per second:  97, episode reward: 115.857, mean reward:  0.481 [-0.005,  0.649], mean action: 15.116 [0.000, 31.000],  loss: 33.353668, mae: 123.194443, mean_q: 131.649002
  22360/378151: episode: 117, duration: 2.545s, episode steps: 267, steps per second: 105, episode reward: 86.387, mean reward:  0.324 [ 0.042,  0.415], mean action: 11.408 [0.000, 31.000],  loss: 28.888805, mae: 123.985153, mean_q: 132.373489
