Training for 378151 steps ...
    267/378151: episode: 1, duration: 0.485s, episode steps: 267, steps per second: 551, episode reward: 57.325, mean reward:  0.215 [-0.005,  0.415], mean action: 16.045 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   1962/378151: episode: 15, duration: 0.963s, episode steps:  95, steps per second:  99, episode reward: 14.104, mean reward:  0.148 [-0.005,  0.312], mean action: 15.916 [0.000, 31.000],  loss: 0.027394, mae: 3.485663, mean_q: 3.811205
   2196/378151: episode: 16, duration: 2.247s, episode steps: 234, steps per second: 104, episode reward: 108.891, mean reward:  0.465 [ 0.087,  0.664], mean action: 15.761 [0.000, 31.000],  loss: 0.030633, mae: 3.976452, mean_q: 4.342053
   2463/378151: episode: 17, duration: 2.605s, episode steps: 267, steps per second: 102, episode reward: 96.488, mean reward:  0.361 [-0.005,  0.556], mean action: 14.438 [0.000, 31.000],  loss: 0.037332, mae: 4.768097, mean_q: 5.201653
   2486/378151: episode: 18, duration: 0.232s, episode steps:  23, steps per second:  99, episode reward:  4.570, mean reward:  0.199 [-0.005,  0.308], mean action: 15.261 [1.000, 31.000],  loss: 0.066767, mae: 5.274093, mean_q: 5.753934
   2657/378151: episode: 19, duration: 1.639s, episode steps: 171, steps per second: 104, episode reward: 28.146, mean reward:  0.165 [-0.005,  0.392], mean action: 15.263 [0.000, 31.000],  loss: 0.056920, mae: 5.572780, mean_q: 6.078320
   2846/378151: episode: 20, duration: 1.838s, episode steps: 189, steps per second: 103, episode reward: 47.442, mean reward:  0.251 [-0.005,  0.361], mean action: 15.529 [0.000, 31.000],  loss: 0.079576, mae: 6.230256, mean_q: 6.798142
   2859/378151: episode: 21, duration: 0.132s, episode steps:  13, steps per second:  98, episode reward:  2.753, mean reward:  0.212 [-0.005,  0.333], mean action: 17.538 [7.000, 30.000],  loss: 0.040553, mae: 6.596634, mean_q: 7.231654
   3004/378151: episode: 22, duration: 1.422s, episode steps: 145, steps per second: 102, episode reward: 54.954, mean reward:  0.379 [-0.005,  0.502], mean action: 15.062 [0.000, 31.000],  loss: 0.063654, mae: 6.864864, mean_q: 7.479992
   3045/378151: episode: 23, duration: 0.392s, episode steps:  41, steps per second: 105, episode reward: 10.367, mean reward:  0.253 [ 0.087,  0.318], mean action: 13.951 [0.000, 31.000],  loss: 0.085965, mae: 7.191234, mean_q: 7.803661
   3312/378151: episode: 24, duration: 2.593s, episode steps: 267, steps per second: 103, episode reward: 81.963, mean reward:  0.307 [-0.005,  0.562], mean action: 16.476 [0.000, 31.000],  loss: 0.099989, mae: 7.755810, mean_q: 8.401036
   3439/378151: episode: 25, duration: 1.190s, episode steps: 127, steps per second: 107, episode reward: 38.238, mean reward:  0.301 [-0.005,  0.436], mean action: 14.953 [0.000, 31.000],  loss: 0.153501, mae: 8.389971, mean_q: 9.105172
   3681/378151: episode: 26, duration: 2.388s, episode steps: 242, steps per second: 101, episode reward: 116.837, mean reward:  0.483 [-0.005,  0.666], mean action: 15.525 [0.000, 31.000],  loss: 0.155588, mae: 9.093973, mean_q: 9.888790
   3789/378151: episode: 27, duration: 1.031s, episode steps: 108, steps per second: 105, episode reward: 41.894, mean reward:  0.388 [ 0.087,  0.478], mean action: 15.843 [0.000, 31.000],  loss: 0.191576, mae: 9.789989, mean_q: 10.682196
   3881/378151: episode: 28, duration: 0.924s, episode steps:  92, steps per second: 100, episode reward: 33.898, mean reward:  0.368 [-0.005,  0.465], mean action: 14.120 [0.000, 30.000],  loss: 0.279839, mae: 10.245926, mean_q: 11.180799
   4109/378151: episode: 29, duration: 2.220s, episode steps: 228, steps per second: 103, episode reward: 55.915, mean reward:  0.245 [-0.005,  0.423], mean action: 16.386 [0.000, 31.000],  loss: 0.309521, mae: 10.875036, mean_q: 11.885402
   4376/378151: episode: 30, duration: 2.611s, episode steps: 267, steps per second: 102, episode reward: 93.142, mean reward:  0.349 [-0.005,  0.450], mean action: 14.648 [0.000, 31.000],  loss: 0.406900, mae: 11.975284, mean_q: 13.191105
   4643/378151: episode: 31, duration: 2.572s, episode steps: 267, steps per second: 104, episode reward: 102.046, mean reward:  0.382 [-0.005,  0.489], mean action: 15.625 [0.000, 31.000],  loss: 0.366495, mae: 13.604827, mean_q: 14.868958
   4697/378151: episode: 32, duration: 0.560s, episode steps:  54, steps per second:  96, episode reward: 14.105, mean reward:  0.261 [-0.005,  0.499], mean action: 14.259 [0.000, 31.000],  loss: 0.408821, mae: 14.943114, mean_q: 16.345156
   4731/378151: episode: 33, duration: 0.315s, episode steps:  34, steps per second: 108, episode reward:  6.774, mean reward:  0.199 [ 0.116,  0.303], mean action: 13.706 [0.000, 31.000],  loss: 0.560224, mae: 15.098802, mean_q: 16.579865
   4837/378151: episode: 34, duration: 1.065s, episode steps: 106, steps per second: 100, episode reward: 47.924, mean reward:  0.452 [-0.005,  0.623], mean action: 15.642 [0.000, 31.000],  loss: 0.696582, mae: 15.512069, mean_q: 17.003714
   4895/378151: episode: 35, duration: 0.554s, episode steps:  58, steps per second: 105, episode reward: 19.936, mean reward:  0.344 [-0.005,  0.499], mean action: 16.034 [0.000, 31.000],  loss: 0.448670, mae: 15.961090, mean_q: 17.449535
   5146/378151: episode: 36, duration: 2.428s, episode steps: 251, steps per second: 103, episode reward: 109.236, mean reward:  0.435 [ 0.087,  0.659], mean action: 14.562 [0.000, 31.000],  loss: 0.587874, mae: 16.870399, mean_q: 18.377422
   5195/378151: episode: 37, duration: 0.534s, episode steps:  49, steps per second:  92, episode reward: 16.135, mean reward:  0.329 [-0.005,  0.496], mean action: 18.898 [0.000, 31.000],  loss: 0.512218, mae: 17.737019, mean_q: 19.297890
   5442/378151: episode: 38, duration: 2.367s, episode steps: 247, steps per second: 104, episode reward: 87.177, mean reward:  0.353 [-0.005,  0.490], mean action: 16.158 [0.000, 31.000],  loss: 0.780252, mae: 18.667238, mean_q: 20.322336
   5709/378151: episode: 39, duration: 2.618s, episode steps: 267, steps per second: 102, episode reward: 102.434, mean reward:  0.384 [-0.005,  0.615], mean action: 16.569 [0.000, 31.000],  loss: 0.779100, mae: 20.135689, mean_q: 21.860502
   5792/378151: episode: 40, duration: 0.766s, episode steps:  83, steps per second: 108, episode reward: 25.026, mean reward:  0.302 [-0.005,  0.445], mean action: 13.181 [0.000, 30.000],  loss: 0.865246, mae: 21.262146, mean_q: 23.061556
   5930/378151: episode: 41, duration: 1.346s, episode steps: 138, steps per second: 103, episode reward: 31.267, mean reward:  0.227 [-0.005,  0.381], mean action: 15.732 [0.000, 31.000],  loss: 1.182858, mae: 21.749893, mean_q: 23.592848
   6072/378151: episode: 42, duration: 1.397s, episode steps: 142, steps per second: 102, episode reward: 29.620, mean reward:  0.209 [-0.005,  0.375], mean action: 15.979 [0.000, 31.000],  loss: 0.665041, mae: 22.601284, mean_q: 24.513985
   6230/378151: episode: 43, duration: 1.544s, episode steps: 158, steps per second: 102, episode reward: 70.344, mean reward:  0.445 [ 0.137,  0.644], mean action: 17.253 [0.000, 31.000],  loss: 0.995603, mae: 23.657841, mean_q: 25.602373
   6406/378151: episode: 44, duration: 1.689s, episode steps: 176, steps per second: 104, episode reward: 52.266, mean reward:  0.297 [-0.005,  0.466], mean action: 15.301 [0.000, 31.000],  loss: 1.281935, mae: 24.322029, mean_q: 26.256664
   6452/378151: episode: 45, duration: 0.430s, episode steps:  46, steps per second: 107, episode reward:  7.363, mean reward:  0.160 [-0.005,  0.310], mean action: 15.043 [0.000, 30.000],  loss: 1.340698, mae: 24.933098, mean_q: 26.876640
   6511/378151: episode: 46, duration: 0.556s, episode steps:  59, steps per second: 106, episode reward: 12.556, mean reward:  0.213 [-0.005,  0.306], mean action: 17.559 [1.000, 31.000],  loss: 0.872600, mae: 25.391485, mean_q: 27.399094
   6551/378151: episode: 47, duration: 0.437s, episode steps:  40, steps per second:  92, episode reward:  7.963, mean reward:  0.199 [-0.005,  0.325], mean action: 18.025 [0.000, 30.000],  loss: 1.695194, mae: 25.492075, mean_q: 27.453018
   6763/378151: episode: 48, duration: 2.022s, episode steps: 212, steps per second: 105, episode reward: 105.020, mean reward:  0.495 [ 0.087,  0.642], mean action: 15.307 [0.000, 31.000],  loss: 1.301439, mae: 26.178112, mean_q: 28.254892
   6922/378151: episode: 49, duration: 1.554s, episode steps: 159, steps per second: 102, episode reward: 28.234, mean reward:  0.178 [-0.005,  0.344], mean action: 16.535 [0.000, 31.000],  loss: 1.378938, mae: 27.284039, mean_q: 29.389891
   7084/378151: episode: 50, duration: 1.574s, episode steps: 162, steps per second: 103, episode reward: 48.850, mean reward:  0.302 [-0.005,  0.441], mean action: 15.673 [0.000, 31.000],  loss: 1.529516, mae: 28.280985, mean_q: 30.468184
   7163/378151: episode: 51, duration: 0.741s, episode steps:  79, steps per second: 107, episode reward: 18.356, mean reward:  0.232 [-0.005,  0.340], mean action: 15.595 [0.000, 31.000],  loss: 1.803064, mae: 29.078857, mean_q: 31.381538
   7220/378151: episode: 52, duration: 0.600s, episode steps:  57, steps per second:  95, episode reward: 11.307, mean reward:  0.198 [-0.005,  0.312], mean action: 16.474 [0.000, 31.000],  loss: 1.617702, mae: 29.520922, mean_q: 31.741385
   7487/378151: episode: 53, duration: 2.539s, episode steps: 267, steps per second: 105, episode reward: 97.287, mean reward:  0.364 [-0.005,  0.652], mean action: 15.479 [0.000, 31.000],  loss: 1.924269, mae: 30.532049, mean_q: 32.936657
   7754/378151: episode: 54, duration: 2.629s, episode steps: 267, steps per second: 102, episode reward: 102.263, mean reward:  0.383 [-0.005,  0.455], mean action: 14.243 [0.000, 31.000],  loss: 1.820135, mae: 32.523594, mean_q: 35.123260
   7857/378151: episode: 55, duration: 0.967s, episode steps: 103, steps per second: 106, episode reward: 18.880, mean reward:  0.183 [-0.005,  0.342], mean action: 14.738 [0.000, 31.000],  loss: 2.984142, mae: 33.720882, mean_q: 36.572071
   7922/378151: episode: 56, duration: 0.665s, episode steps:  65, steps per second:  98, episode reward: 19.047, mean reward:  0.293 [ 0.137,  0.428], mean action: 16.723 [1.000, 31.000],  loss: 2.058150, mae: 34.148983, mean_q: 36.998989
   8080/378151: episode: 57, duration: 1.574s, episode steps: 158, steps per second: 100, episode reward: 56.825, mean reward:  0.360 [ 0.099,  0.476], mean action: 14.570 [0.000, 31.000],  loss: 2.562417, mae: 34.972462, mean_q: 37.773605
   8131/378151: episode: 58, duration: 0.500s, episode steps:  51, steps per second: 102, episode reward:  8.320, mean reward:  0.163 [-0.005,  0.308], mean action: 14.745 [1.000, 31.000],  loss: 2.466574, mae: 35.488453, mean_q: 38.295490
   8296/378151: episode: 59, duration: 1.596s, episode steps: 165, steps per second: 103, episode reward: 60.343, mean reward:  0.366 [-0.005,  0.470], mean action: 14.836 [0.000, 31.000],  loss: 2.114168, mae: 36.465992, mean_q: 39.288773
   8563/378151: episode: 60, duration: 2.580s, episode steps: 267, steps per second: 103, episode reward: 82.091, mean reward:  0.307 [-0.005,  0.504], mean action: 16.401 [0.000, 31.000],  loss: 2.808437, mae: 37.442478, mean_q: 40.280895
   8830/378151: episode: 61, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward: 147.415, mean reward:  0.552 [-0.005,  0.643], mean action: 14.993 [0.000, 31.000],  loss: 3.216297, mae: 38.784302, mean_q: 41.754547
   9097/378151: episode: 62, duration: 2.625s, episode steps: 267, steps per second: 102, episode reward: 126.661, mean reward:  0.474 [ 0.137,  0.646], mean action: 15.041 [0.000, 31.000],  loss: 3.328444, mae: 40.144928, mean_q: 43.204479
   9364/378151: episode: 63, duration: 2.571s, episode steps: 267, steps per second: 104, episode reward: 102.978, mean reward:  0.386 [-0.005,  0.441], mean action: 14.899 [0.000, 31.000],  loss: 3.204886, mae: 42.225414, mean_q: 45.367840
   9631/378151: episode: 64, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward: 63.650, mean reward:  0.238 [-0.005,  0.360], mean action: 15.880 [0.000, 31.000],  loss: 5.006665, mae: 43.556114, mean_q: 46.883560
   9898/378151: episode: 65, duration: 2.549s, episode steps: 267, steps per second: 105, episode reward: 99.514, mean reward:  0.373 [ 0.087,  0.433], mean action: 16.981 [1.000, 31.000],  loss: 4.297215, mae: 45.591923, mean_q: 49.033791
   9932/378151: episode: 66, duration: 0.381s, episode steps:  34, steps per second:  89, episode reward:  5.849, mean reward:  0.172 [-0.005,  0.308], mean action: 16.471 [2.000, 31.000],  loss: 6.235606, mae: 47.113155, mean_q: 50.886604
  10090/378151: episode: 67, duration: 1.562s, episode steps: 158, steps per second: 101, episode reward: 33.762, mean reward:  0.214 [-0.005,  0.396], mean action: 16.152 [0.000, 31.000],  loss: 4.319888, mae: 47.493000, mean_q: 51.150570
  10359/378151: episode: 68, duration: 2.589s, episode steps: 269, steps per second: 104, episode reward: 108.611, mean reward:  0.404 [ 0.087,  0.460], mean action: 13.688 [0.000, 31.000],  loss: 4.489011, mae: 49.060787, mean_q: 52.872334
  10626/378151: episode: 69, duration: 2.642s, episode steps: 267, steps per second: 101, episode reward: 86.231, mean reward:  0.323 [-0.005,  0.476], mean action: 15.921 [0.000, 31.000],  loss: 5.467012, mae: 51.113480, mean_q: 54.921696
  10893/378151: episode: 70, duration: 2.575s, episode steps: 267, steps per second: 104, episode reward: 79.394, mean reward:  0.297 [ 0.087,  0.460], mean action: 14.348 [0.000, 31.000],  loss: 7.397367, mae: 52.788624, mean_q: 56.836960
  11160/378151: episode: 71, duration: 2.658s, episode steps: 267, steps per second: 100, episode reward: 86.568, mean reward:  0.324 [-0.005,  0.430], mean action: 13.989 [0.000, 31.000],  loss: 6.101511, mae: 54.620239, mean_q: 58.784996
  11231/378151: episode: 72, duration: 0.699s, episode steps:  71, steps per second: 102, episode reward: 18.054, mean reward:  0.254 [-0.005,  0.351], mean action: 15.803 [0.000, 31.000],  loss: 7.162108, mae: 55.105068, mean_q: 59.437748
  11498/378151: episode: 73, duration: 2.611s, episode steps: 267, steps per second: 102, episode reward: 103.126, mean reward:  0.386 [-0.005,  0.545], mean action: 15.727 [0.000, 31.000],  loss: 7.590959, mae: 56.650215, mean_q: 61.004765
  11767/378151: episode: 74, duration: 2.611s, episode steps: 269, steps per second: 103, episode reward: 113.160, mean reward:  0.421 [ 0.087,  0.465], mean action: 15.881 [0.000, 31.000],  loss: 7.701336, mae: 58.727894, mean_q: 63.118435
  12034/378151: episode: 75, duration: 2.624s, episode steps: 267, steps per second: 102, episode reward: 112.621, mean reward:  0.422 [-0.005,  0.463], mean action: 20.551 [0.000, 31.000],  loss: 8.955296, mae: 60.303909, mean_q: 64.867554
  12301/378151: episode: 76, duration: 2.629s, episode steps: 267, steps per second: 102, episode reward: 92.028, mean reward:  0.345 [-0.005,  0.481], mean action: 15.734 [0.000, 31.000],  loss: 7.502439, mae: 61.852966, mean_q: 66.518196
  12568/378151: episode: 77, duration: 2.544s, episode steps: 267, steps per second: 105, episode reward: 107.967, mean reward:  0.404 [-0.005,  0.454], mean action: 15.629 [0.000, 31.000],  loss: 8.281563, mae: 63.712738, mean_q: 68.468063
  12748/378151: episode: 78, duration: 1.762s, episode steps: 180, steps per second: 102, episode reward: 75.772, mean reward:  0.421 [-0.005,  0.482], mean action: 14.233 [0.000, 31.000],  loss: 9.151218, mae: 65.265930, mean_q: 70.054825
  12893/378151: episode: 79, duration: 1.411s, episode steps: 145, steps per second: 103, episode reward: 26.856, mean reward:  0.185 [-0.005,  0.303], mean action: 16.110 [0.000, 30.000],  loss: 12.338896, mae: 65.348305, mean_q: 70.333740
  13163/378151: episode: 80, duration: 2.633s, episode steps: 270, steps per second: 103, episode reward: 102.001, mean reward:  0.378 [ 0.133,  0.452], mean action: 13.707 [0.000, 31.000],  loss: 9.109611, mae: 67.184044, mean_q: 72.164116
  13186/378151: episode: 81, duration: 0.227s, episode steps:  23, steps per second: 101, episode reward:  5.286, mean reward:  0.230 [ 0.087,  0.304], mean action: 11.696 [0.000, 26.000],  loss: 20.646643, mae: 67.998123, mean_q: 73.415009
  13453/378151: episode: 82, duration: 2.585s, episode steps: 267, steps per second: 103, episode reward: 90.133, mean reward:  0.338 [-0.005,  0.569], mean action: 15.056 [0.000, 31.000],  loss: 10.730566, mae: 68.359108, mean_q: 73.473564
  13720/378151: episode: 83, duration: 2.614s, episode steps: 267, steps per second: 102, episode reward: 130.158, mean reward:  0.487 [-0.005,  0.645], mean action: 16.569 [0.000, 31.000],  loss: 8.930987, mae: 69.864761, mean_q: 75.051674
  13987/378151: episode: 84, duration: 2.537s, episode steps: 267, steps per second: 105, episode reward: 114.971, mean reward:  0.431 [ 0.116,  0.478], mean action: 16.663 [0.000, 31.000],  loss: 11.016883, mae: 71.346207, mean_q: 76.568207
  14254/378151: episode: 85, duration: 2.633s, episode steps: 267, steps per second: 101, episode reward: 116.771, mean reward:  0.437 [-0.005,  0.644], mean action: 17.169 [0.000, 31.000],  loss: 11.742102, mae: 72.709656, mean_q: 78.177567
  14523/378151: episode: 86, duration: 2.655s, episode steps: 269, steps per second: 101, episode reward: 87.474, mean reward:  0.325 [-0.005,  0.373], mean action: 15.572 [0.000, 31.000],  loss: 9.641307, mae: 74.557327, mean_q: 79.994217
  14642/378151: episode: 87, duration: 1.139s, episode steps: 119, steps per second: 104, episode reward: 46.355, mean reward:  0.390 [-0.005,  0.478], mean action: 14.588 [0.000, 31.000],  loss: 9.602103, mae: 75.751770, mean_q: 81.148682
  14911/378151: episode: 88, duration: 2.673s, episode steps: 269, steps per second: 101, episode reward: 79.940, mean reward:  0.297 [-0.005,  0.559], mean action: 14.933 [0.000, 31.000],  loss: 13.017371, mae: 76.339729, mean_q: 81.831802
  15178/378151: episode: 89, duration: 2.579s, episode steps: 267, steps per second: 104, episode reward: 102.705, mean reward:  0.385 [-0.005,  0.455], mean action: 15.640 [0.000, 31.000],  loss: 11.719068, mae: 77.586578, mean_q: 83.193748
  15445/378151: episode: 90, duration: 2.662s, episode steps: 267, steps per second: 100, episode reward: 101.693, mean reward:  0.381 [ 0.087,  0.444], mean action: 14.738 [0.000, 31.000],  loss: 9.722758, mae: 79.425682, mean_q: 85.008430
  15715/378151: episode: 91, duration: 2.670s, episode steps: 270, steps per second: 101, episode reward: 108.105, mean reward:  0.400 [ 0.133,  0.445], mean action: 15.026 [0.000, 31.000],  loss: 9.430027, mae: 80.684158, mean_q: 86.449051
  15982/378151: episode: 92, duration: 2.567s, episode steps: 267, steps per second: 104, episode reward: 122.593, mean reward:  0.459 [ 0.087,  0.644], mean action: 15.464 [0.000, 31.000],  loss: 14.742303, mae: 81.663300, mean_q: 87.531082
  16249/378151: episode: 93, duration: 2.635s, episode steps: 267, steps per second: 101, episode reward: 85.721, mean reward:  0.321 [-0.005,  0.529], mean action: 14.240 [0.000, 31.000],  loss: 12.450548, mae: 83.013069, mean_q: 88.939125
  16516/378151: episode: 94, duration: 2.581s, episode steps: 267, steps per second: 103, episode reward: 105.507, mean reward:  0.395 [ 0.087,  0.488], mean action: 13.978 [0.000, 31.000],  loss: 14.470356, mae: 83.861366, mean_q: 89.899887
  16783/378151: episode: 95, duration: 2.633s, episode steps: 267, steps per second: 101, episode reward: 107.802, mean reward:  0.404 [ 0.133,  0.479], mean action: 14.491 [0.000, 31.000],  loss: 15.155524, mae: 85.160454, mean_q: 91.269218
  16911/378151: episode: 96, duration: 1.275s, episode steps: 128, steps per second: 100, episode reward: 46.961, mean reward:  0.367 [-0.005,  0.470], mean action: 16.031 [0.000, 31.000],  loss: 16.456621, mae: 86.057449, mean_q: 92.402397
  17178/378151: episode: 97, duration: 2.590s, episode steps: 267, steps per second: 103, episode reward: 139.022, mean reward:  0.521 [ 0.087,  0.635], mean action: 15.247 [0.000, 31.000],  loss: 15.479101, mae: 86.864418, mean_q: 92.999924
  17445/378151: episode: 98, duration: 2.656s, episode steps: 267, steps per second: 101, episode reward: 105.647, mean reward:  0.396 [-0.005,  0.474], mean action: 14.944 [0.000, 31.000],  loss: 13.150744, mae: 88.033295, mean_q: 94.229683
  17712/378151: episode: 99, duration: 2.580s, episode steps: 267, steps per second: 103, episode reward: 108.815, mean reward:  0.408 [-0.005,  0.646], mean action: 14.775 [0.000, 31.000],  loss: 13.515011, mae: 89.159439, mean_q: 95.376816
  17979/378151: episode: 100, duration: 2.640s, episode steps: 267, steps per second: 101, episode reward: 87.984, mean reward:  0.330 [-0.005,  0.447], mean action: 15.154 [0.000, 31.000],  loss: 15.468172, mae: 90.406181, mean_q: 96.776649
  18229/378151: episode: 101, duration: 2.441s, episode steps: 250, steps per second: 102, episode reward: 63.804, mean reward:  0.255 [-0.005,  0.389], mean action: 15.180 [0.000, 31.000],  loss: 18.315180, mae: 91.305496, mean_q: 97.794640
  18498/378151: episode: 102, duration: 2.664s, episode steps: 269, steps per second: 101, episode reward: 107.902, mean reward:  0.401 [ 0.087,  0.447], mean action: 15.922 [0.000, 31.000],  loss: 15.304201, mae: 92.501831, mean_q: 98.945122
  18765/378151: episode: 103, duration: 2.645s, episode steps: 267, steps per second: 101, episode reward: 70.908, mean reward:  0.266 [-0.005,  0.471], mean action: 16.101 [0.000, 31.000],  loss: 17.196249, mae: 94.032860, mean_q: 100.508194
  19032/378151: episode: 104, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward: 75.172, mean reward:  0.282 [-0.005,  0.462], mean action: 15.468 [0.000, 31.000],  loss: 21.196077, mae: 94.276085, mean_q: 100.821396
  19299/378151: episode: 105, duration: 2.629s, episode steps: 267, steps per second: 102, episode reward: 111.672, mean reward:  0.418 [ 0.087,  0.470], mean action: 15.858 [0.000, 31.000],  loss: 16.877316, mae: 95.460770, mean_q: 102.223022
  19412/378151: episode: 106, duration: 1.105s, episode steps: 113, steps per second: 102, episode reward: 33.826, mean reward:  0.299 [-0.005,  0.471], mean action: 16.124 [1.000, 29.000],  loss: 18.094109, mae: 96.469269, mean_q: 103.143867
  19679/378151: episode: 107, duration: 2.619s, episode steps: 267, steps per second: 102, episode reward: 60.821, mean reward:  0.228 [-0.005,  0.490], mean action: 15.820 [0.000, 31.000],  loss: 15.183712, mae: 97.323776, mean_q: 103.994987
  19764/378151: episode: 108, duration: 0.833s, episode steps:  85, steps per second: 102, episode reward: 24.917, mean reward:  0.293 [-0.005,  0.394], mean action: 16.682 [0.000, 31.000],  loss: 15.644369, mae: 98.172127, mean_q: 104.985672
  20031/378151: episode: 109, duration: 2.632s, episode steps: 267, steps per second: 101, episode reward: 106.891, mean reward:  0.400 [ 0.017,  0.445], mean action: 15.015 [0.000, 31.000],  loss: 20.982248, mae: 98.453636, mean_q: 105.249733
  20094/378151: episode: 110, duration: 0.601s, episode steps:  63, steps per second: 105, episode reward: 19.433, mean reward:  0.308 [ 0.116,  0.355], mean action: 16.571 [1.000, 30.000],  loss: 19.261742, mae: 99.674431, mean_q: 106.583992
  20361/378151: episode: 111, duration: 2.624s, episode steps: 267, steps per second: 102, episode reward: 75.192, mean reward:  0.282 [-0.005,  0.444], mean action: 15.603 [0.000, 31.000],  loss: 17.871675, mae: 100.051308, mean_q: 106.917625
  20466/378151: episode: 112, duration: 1.059s, episode steps: 105, steps per second:  99, episode reward: 25.567, mean reward:  0.243 [-0.005,  0.305], mean action: 13.857 [0.000, 31.000],  loss: 11.561260, mae: 100.610603, mean_q: 107.450493
  20733/378151: episode: 113, duration: 2.595s, episode steps: 267, steps per second: 103, episode reward: 55.454, mean reward:  0.208 [-0.005,  0.319], mean action: 16.876 [0.000, 31.000],  loss: 19.533358, mae: 101.230339, mean_q: 108.164482
  20856/378151: episode: 114, duration: 1.245s, episode steps: 123, steps per second:  99, episode reward: 43.207, mean reward:  0.351 [ 0.087,  0.469], mean action: 15.772 [0.000, 31.000],  loss: 17.550312, mae: 102.022987, mean_q: 109.070824
  20907/378151: episode: 115, duration: 0.506s, episode steps:  51, steps per second: 101, episode reward:  9.901, mean reward:  0.194 [-0.005,  0.304], mean action: 14.255 [0.000, 30.000],  loss: 13.224718, mae: 102.383911, mean_q: 109.434113
  21174/378151: episode: 116, duration: 2.630s, episode steps: 267, steps per second: 102, episode reward: 105.823, mean reward:  0.396 [ 0.087,  0.460], mean action: 15.075 [0.000, 31.000],  loss: 23.140266, mae: 102.256645, mean_q: 109.379860
  21441/378151: episode: 117, duration: 2.626s, episode steps: 267, steps per second: 102, episode reward: 126.018, mean reward:  0.472 [ 0.137,  0.647], mean action: 16.607 [0.000, 31.000],  loss: 17.585426, mae: 103.362267, mean_q: 110.350510
