Training for 50000 steps ...
   213/50000: episode: 1, duration: 14.194s, episode steps: 213, steps per second:  15, episode reward: 36.289, mean reward:  0.170 [-0.005,  0.330], mean action: 14.812 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  9982/50000: episode: 60, duration: 2.719s, episode steps:  34, steps per second:  13, episode reward:  8.293, mean reward:  0.244 [-0.005,  0.309], mean action: 16.529 [0.000, 31.000],  loss: 5.012234, mae: 55.904243, mean_q: 59.972153
 10249/50000: episode: 61, duration: 20.762s, episode steps: 267, steps per second:  13, episode reward: 108.498, mean reward:  0.406 [ 0.087,  0.485], mean action: 16.876 [0.000, 31.000],  loss: 6.665847, mae: 57.316616, mean_q: 61.446804
 10360/50000: episode: 62, duration: 8.678s, episode steps: 111, steps per second:  13, episode reward: 26.495, mean reward:  0.239 [-0.005,  0.496], mean action: 16.775 [0.000, 31.000],  loss: 6.464728, mae: 58.765022, mean_q: 62.933338
 10629/50000: episode: 63, duration: 20.907s, episode steps: 269, steps per second:  13, episode reward: 56.447, mean reward:  0.210 [-0.005,  0.302], mean action: 16.108 [0.000, 31.000],  loss: 6.269862, mae: 60.121834, mean_q: 64.496895
 10896/50000: episode: 64, duration: 20.803s, episode steps: 267, steps per second:  13, episode reward: 130.629, mean reward:  0.489 [ 0.087,  0.592], mean action: 15.899 [0.000, 31.000],  loss: 7.538849, mae: 61.785213, mean_q: 66.232094
 11104/50000: episode: 65, duration: 16.261s, episode steps: 208, steps per second:  13, episode reward: 59.130, mean reward:  0.284 [-0.005,  0.641], mean action: 15.038 [0.000, 31.000],  loss: 5.341831, mae: 63.768883, mean_q: 68.289948
 11128/50000: episode: 66, duration: 1.940s, episode steps:  24, steps per second:  12, episode reward:  6.244, mean reward:  0.260 [ 0.116,  0.336], mean action: 15.000 [2.000, 31.000],  loss: 2.994067, mae: 64.481697, mean_q: 68.886345
 11346/50000: episode: 67, duration: 16.975s, episode steps: 218, steps per second:  13, episode reward: 83.327, mean reward:  0.382 [-0.005,  0.470], mean action: 15.468 [0.000, 31.000],  loss: 6.501271, mae: 65.376892, mean_q: 70.067726
 11470/50000: episode: 68, duration: 9.697s, episode steps: 124, steps per second:  13, episode reward: 30.325, mean reward:  0.245 [-0.005,  0.305], mean action: 14.984 [1.000, 30.000],  loss: 10.407601, mae: 66.357124, mean_q: 71.109116
 11587/50000: episode: 69, duration: 9.143s, episode steps: 117, steps per second:  13, episode reward: 49.860, mean reward:  0.426 [ 0.116,  0.478], mean action: 16.838 [0.000, 31.000],  loss: 6.601846, mae: 66.994690, mean_q: 71.827347
 11826/50000: episode: 70, duration: 18.575s, episode steps: 239, steps per second:  13, episode reward: 73.839, mean reward:  0.309 [-0.005,  0.472], mean action: 15.812 [0.000, 31.000],  loss: 10.652326, mae: 67.896370, mean_q: 72.826767
 12060/50000: episode: 71, duration: 18.177s, episode steps: 234, steps per second:  13, episode reward: 76.854, mean reward:  0.328 [-0.005,  0.422], mean action: 16.222 [0.000, 31.000],  loss: 10.533272, mae: 69.532036, mean_q: 74.655716
 12327/50000: episode: 72, duration: 20.723s, episode steps: 267, steps per second:  13, episode reward: 97.097, mean reward:  0.364 [-0.005,  0.631], mean action: 15.573 [0.000, 31.000],  loss: 12.284497, mae: 71.232170, mean_q: 76.427620
 12597/50000: episode: 73, duration: 21.094s, episode steps: 270, steps per second:  13, episode reward: 100.557, mean reward:  0.372 [-0.005,  0.427], mean action: 14.659 [0.000, 31.000],  loss: 8.389846, mae: 72.743607, mean_q: 77.760750
 12864/50000: episode: 74, duration: 21.373s, episode steps: 267, steps per second:  12, episode reward: 128.209, mean reward:  0.480 [ 0.116,  0.646], mean action: 16.978 [0.000, 31.000],  loss: 9.582205, mae: 75.096939, mean_q: 80.335999
 13131/50000: episode: 75, duration: 20.834s, episode steps: 267, steps per second:  13, episode reward: 95.734, mean reward:  0.359 [-0.005,  0.443], mean action: 15.820 [0.000, 31.000],  loss: 9.594955, mae: 76.854340, mean_q: 82.271858
 13398/50000: episode: 76, duration: 20.836s, episode steps: 267, steps per second:  13, episode reward: 139.840, mean reward:  0.524 [ 0.137,  0.610], mean action: 13.768 [0.000, 31.000],  loss: 14.142331, mae: 78.344391, mean_q: 83.910568
 13665/50000: episode: 77, duration: 20.826s, episode steps: 267, steps per second:  13, episode reward: 86.846, mean reward:  0.325 [ 0.017,  0.483], mean action: 16.067 [0.000, 31.000],  loss: 11.165359, mae: 80.054611, mean_q: 85.606964
 13932/50000: episode: 78, duration: 20.780s, episode steps: 267, steps per second:  13, episode reward: 110.737, mean reward:  0.415 [ 0.133,  0.483], mean action: 15.438 [0.000, 31.000],  loss: 12.087427, mae: 81.282204, mean_q: 86.965736
 14199/50000: episode: 79, duration: 20.813s, episode steps: 267, steps per second:  13, episode reward: 152.191, mean reward:  0.570 [ 0.137,  0.646], mean action: 11.989 [0.000, 29.000],  loss: 14.147271, mae: 83.043976, mean_q: 89.014206
 14466/50000: episode: 80, duration: 20.788s, episode steps: 267, steps per second:  13, episode reward: 96.477, mean reward:  0.361 [ 0.116,  0.485], mean action: 12.925 [0.000, 31.000],  loss: 15.435642, mae: 85.150467, mean_q: 91.255615
 14733/50000: episode: 81, duration: 20.790s, episode steps: 267, steps per second:  13, episode reward: 112.290, mean reward:  0.421 [ 0.116,  0.484], mean action: 14.753 [0.000, 31.000],  loss: 17.215780, mae: 86.237053, mean_q: 92.409935
 14999/50000: episode: 82, duration: 20.704s, episode steps: 266, steps per second:  13, episode reward: 67.564, mean reward:  0.254 [-0.005,  0.382], mean action: 15.767 [0.000, 31.000],  loss: 13.220568, mae: 88.295776, mean_q: 94.558784
 15268/50000: episode: 83, duration: 20.954s, episode steps: 269, steps per second:  13, episode reward: 112.053, mean reward:  0.417 [-0.005,  0.459], mean action: 14.375 [0.000, 31.000],  loss: 12.458242, mae: 89.820229, mean_q: 96.166473
 15535/50000: episode: 84, duration: 20.805s, episode steps: 267, steps per second:  13, episode reward: 91.532, mean reward:  0.343 [-0.005,  0.483], mean action: 15.491 [0.000, 31.000],  loss: 21.474087, mae: 91.114204, mean_q: 97.708244
 15802/50000: episode: 85, duration: 20.831s, episode steps: 267, steps per second:  13, episode reward: 91.871, mean reward:  0.344 [-0.005,  0.462], mean action: 15.124 [0.000, 31.000],  loss: 14.422391, mae: 92.963547, mean_q: 99.497688
 15841/50000: episode: 86, duration: 3.097s, episode steps:  39, steps per second:  13, episode reward:  6.394, mean reward:  0.164 [-0.005,  0.305], mean action: 12.949 [2.000, 29.000],  loss: 19.921778, mae: 93.196266, mean_q: 99.929993
 15918/50000: episode: 87, duration: 6.071s, episode steps:  77, steps per second:  13, episode reward: 27.560, mean reward:  0.358 [ 0.017,  0.469], mean action: 13.727 [0.000, 31.000],  loss: 15.172045, mae: 94.143341, mean_q: 100.785103
 15935/50000: episode: 88, duration: 1.397s, episode steps:  17, steps per second:  12, episode reward:  3.571, mean reward:  0.210 [ 0.087,  0.303], mean action: 14.882 [2.000, 31.000],  loss: 6.268624, mae: 95.158279, mean_q: 101.903580
 16202/50000: episode: 89, duration: 20.821s, episode steps: 267, steps per second:  13, episode reward: 67.065, mean reward:  0.251 [-0.005,  0.309], mean action: 10.000 [0.000, 31.000],  loss: 21.745312, mae: 95.081955, mean_q: 101.893394
 16219/50000: episode: 90, duration: 1.393s, episode steps:  17, steps per second:  12, episode reward:  4.335, mean reward:  0.255 [ 0.087,  0.349], mean action: 16.588 [2.000, 27.000],  loss: 9.560114, mae: 95.247864, mean_q: 102.480545
 16486/50000: episode: 91, duration: 20.823s, episode steps: 267, steps per second:  13, episode reward: 100.575, mean reward:  0.377 [-0.005,  0.470], mean action: 16.199 [0.000, 31.000],  loss: 17.163925, mae: 96.939659, mean_q: 103.744102
 16753/50000: episode: 92, duration: 20.812s, episode steps: 267, steps per second:  13, episode reward: 111.403, mean reward:  0.417 [-0.005,  0.605], mean action: 15.719 [0.000, 31.000],  loss: 21.184227, mae: 98.321495, mean_q: 105.256615
 16977/50000: episode: 93, duration: 17.501s, episode steps: 224, steps per second:  13, episode reward: 103.859, mean reward:  0.464 [-0.005,  0.655], mean action: 16.429 [0.000, 31.000],  loss: 23.394484, mae: 99.264648, mean_q: 106.434738
 17220/50000: episode: 94, duration: 18.965s, episode steps: 243, steps per second:  13, episode reward: 92.584, mean reward:  0.381 [-0.005,  0.479], mean action: 15.358 [0.000, 31.000],  loss: 21.074970, mae: 100.269981, mean_q: 107.415733
 17487/50000: episode: 95, duration: 20.811s, episode steps: 267, steps per second:  13, episode reward: 143.266, mean reward:  0.537 [ 0.133,  0.638], mean action: 15.944 [0.000, 31.000],  loss: 15.578966, mae: 102.040863, mean_q: 109.184227
 17754/50000: episode: 96, duration: 20.827s, episode steps: 267, steps per second:  13, episode reward: 109.518, mean reward:  0.410 [-0.005,  0.464], mean action: 14.749 [0.000, 30.000],  loss: 21.586006, mae: 103.616585, mean_q: 110.924805
 18021/50000: episode: 97, duration: 20.829s, episode steps: 267, steps per second:  13, episode reward: 76.228, mean reward:  0.285 [-0.005,  0.386], mean action: 16.648 [0.000, 31.000],  loss: 20.344786, mae: 105.178101, mean_q: 112.577621
 18288/50000: episode: 98, duration: 20.802s, episode steps: 267, steps per second:  13, episode reward: 111.963, mean reward:  0.419 [-0.005,  0.478], mean action: 22.281 [0.000, 31.000],  loss: 26.172441, mae: 106.859840, mean_q: 114.451324
 18555/50000: episode: 99, duration: 20.861s, episode steps: 267, steps per second:  13, episode reward: 118.274, mean reward:  0.443 [-0.005,  0.603], mean action: 16.075 [0.000, 31.000],  loss: 24.538565, mae: 108.203011, mean_q: 115.795326
 18822/50000: episode: 100, duration: 20.835s, episode steps: 267, steps per second:  13, episode reward: 49.367, mean reward:  0.185 [-0.005,  0.365], mean action: 16.843 [0.000, 31.000],  loss: 29.940329, mae: 108.994659, mean_q: 116.617790
 18843/50000: episode: 101, duration: 1.704s, episode steps:  21, steps per second:  12, episode reward:  5.302, mean reward:  0.252 [ 0.116,  0.305], mean action: 14.000 [0.000, 31.000],  loss: 7.221800, mae: 110.533669, mean_q: 118.189011
 19110/50000: episode: 102, duration: 20.857s, episode steps: 267, steps per second:  13, episode reward: 94.445, mean reward:  0.354 [-0.005,  0.488], mean action: 14.199 [0.000, 31.000],  loss: 21.183737, mae: 109.967812, mean_q: 117.625832
 19379/50000: episode: 103, duration: 20.906s, episode steps: 269, steps per second:  13, episode reward: 151.911, mean reward:  0.565 [ 0.087,  0.648], mean action: 15.848 [0.000, 31.000],  loss: 28.515657, mae: 110.697052, mean_q: 118.476418
 19646/50000: episode: 104, duration: 20.751s, episode steps: 267, steps per second:  13, episode reward: 116.769, mean reward:  0.437 [ 0.116,  0.485], mean action: 16.551 [0.000, 31.000],  loss: 23.840000, mae: 112.215218, mean_q: 119.933662
 19913/50000: episode: 105, duration: 20.743s, episode steps: 267, steps per second:  13, episode reward: 113.902, mean reward:  0.427 [-0.005,  0.478], mean action: 15.633 [0.000, 31.000],  loss: 27.962254, mae: 112.914001, mean_q: 120.940544
 20180/50000: episode: 106, duration: 20.736s, episode steps: 267, steps per second:  13, episode reward: 121.511, mean reward:  0.455 [-0.005,  0.627], mean action: 15.393 [0.000, 31.000],  loss: 25.971668, mae: 114.237434, mean_q: 122.304268
 20447/50000: episode: 107, duration: 20.750s, episode steps: 267, steps per second:  13, episode reward: 63.404, mean reward:  0.237 [-0.005,  0.321], mean action: 15.303 [0.000, 31.000],  loss: 23.763910, mae: 115.381157, mean_q: 123.615723
 20714/50000: episode: 108, duration: 20.774s, episode steps: 267, steps per second:  13, episode reward: 70.854, mean reward:  0.265 [ 0.116,  0.289], mean action: 13.539 [0.000, 31.000],  loss: 32.415161, mae: 116.839233, mean_q: 125.323517
 20901/50000: episode: 109, duration: 14.580s, episode steps: 187, steps per second:  13, episode reward: 82.095, mean reward:  0.439 [ 0.133,  0.557], mean action: 15.631 [0.000, 31.000],  loss: 36.330868, mae: 117.436226, mean_q: 125.916924
 21168/50000: episode: 110, duration: 20.763s, episode steps: 267, steps per second:  13, episode reward: 94.661, mean reward:  0.355 [-0.005,  0.539], mean action: 15.891 [0.000, 31.000],  loss: 25.436071, mae: 118.715660, mean_q: 127.083740
 21435/50000: episode: 111, duration: 20.762s, episode steps: 267, steps per second:  13, episode reward: 71.506, mean reward:  0.268 [ 0.137,  0.296], mean action: 13.363 [0.000, 31.000],  loss: 19.595942, mae: 120.026970, mean_q: 128.460495
 21702/50000: episode: 112, duration: 20.768s, episode steps: 267, steps per second:  13, episode reward: 77.385, mean reward:  0.290 [-0.005,  0.412], mean action: 15.165 [0.000, 31.000],  loss: 30.136251, mae: 121.292572, mean_q: 129.820847
 21772/50000: episode: 113, duration: 5.496s, episode steps:  70, steps per second:  13, episode reward: 20.903, mean reward:  0.299 [ 0.087,  0.466], mean action: 15.414 [0.000, 31.000],  loss: 22.596558, mae: 122.378380, mean_q: 130.844299
 22041/50000: episode: 114, duration: 20.897s, episode steps: 269, steps per second:  13, episode reward: 61.400, mean reward:  0.228 [-0.005,  0.335], mean action: 15.825 [0.000, 31.000],  loss: 26.886324, mae: 122.766151, mean_q: 131.500732
 22308/50000: episode: 115, duration: 20.750s, episode steps: 267, steps per second:  13, episode reward: 113.586, mean reward:  0.425 [ 0.115,  0.478], mean action: 17.199 [0.000, 31.000],  loss: 28.121218, mae: 124.066566, mean_q: 132.786880
 22453/50000: episode: 116, duration: 11.293s, episode steps: 145, steps per second:  13, episode reward: 66.152, mean reward:  0.456 [-0.005,  0.650], mean action: 15.097 [0.000, 31.000],  loss: 25.210796, mae: 125.440193, mean_q: 134.372604
 22720/50000: episode: 117, duration: 20.784s, episode steps: 267, steps per second:  13, episode reward: 88.003, mean reward:  0.330 [-0.005,  0.487], mean action: 15.442 [0.000, 31.000],  loss: 32.452232, mae: 125.899727, mean_q: 134.762665
