Training for 50000 steps ...
   267/50000: episode: 1, duration: 17.642s, episode steps: 267, steps per second:  15, episode reward: 62.027, mean reward:  0.232 [-0.005,  0.371], mean action: 15.727 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  9314/50000: episode: 58, duration: 20.709s, episode steps: 267, steps per second:  13, episode reward: 108.520, mean reward:  0.406 [ 0.087,  0.479], mean action: 16.139 [0.000, 31.000],  loss: 3.173938, mae: 42.332790, mean_q: 45.488243
  9581/50000: episode: 59, duration: 20.698s, episode steps: 267, steps per second:  13, episode reward: 108.127, mean reward:  0.405 [ 0.017,  0.488], mean action: 15.625 [1.000, 31.000],  loss: 3.777991, mae: 43.797337, mean_q: 47.154518
  9756/50000: episode: 60, duration: 13.601s, episode steps: 175, steps per second:  13, episode reward: 85.638, mean reward:  0.489 [ 0.133,  0.639], mean action: 15.000 [0.000, 31.000],  loss: 2.566197, mae: 45.560658, mean_q: 48.836853
  9763/50000: episode: 61, duration: 0.612s, episode steps:   7, steps per second:  11, episode reward:  1.587, mean reward:  0.227 [ 0.116,  0.305], mean action: 10.714 [0.000, 22.000],  loss: 1.532073, mae: 46.593311, mean_q: 50.200310
  9847/50000: episode: 62, duration: 6.553s, episode steps:  84, steps per second:  13, episode reward: 32.217, mean reward:  0.384 [ 0.082,  0.470], mean action: 15.548 [0.000, 31.000],  loss: 2.449662, mae: 46.470112, mean_q: 49.875366
 10114/50000: episode: 63, duration: 20.655s, episode steps: 267, steps per second:  13, episode reward: 123.593, mean reward:  0.463 [-0.005,  0.646], mean action: 15.333 [0.000, 31.000],  loss: 4.184419, mae: 47.493923, mean_q: 50.918800
 10124/50000: episode: 64, duration: 0.849s, episode steps:  10, steps per second:  12, episode reward:  1.679, mean reward:  0.168 [-0.005,  0.314], mean action: 15.600 [2.000, 30.000],  loss: 1.768389, mae: 48.786842, mean_q: 52.317097
 10391/50000: episode: 65, duration: 20.682s, episode steps: 267, steps per second:  13, episode reward: 101.019, mean reward:  0.378 [-0.005,  0.461], mean action: 14.891 [0.000, 31.000],  loss: 4.002614, mae: 49.086983, mean_q: 52.636520
 10561/50000: episode: 66, duration: 13.199s, episode steps: 170, steps per second:  13, episode reward: 67.495, mean reward:  0.397 [ 0.087,  0.578], mean action: 13.641 [0.000, 31.000],  loss: 4.871761, mae: 50.663765, mean_q: 54.268467
 10828/50000: episode: 67, duration: 20.698s, episode steps: 267, steps per second:  13, episode reward: 118.331, mean reward:  0.443 [-0.005,  0.492], mean action: 14.933 [0.000, 31.000],  loss: 5.254642, mae: 51.936832, mean_q: 55.816319
 11095/50000: episode: 68, duration: 20.705s, episode steps: 267, steps per second:  13, episode reward: 136.884, mean reward:  0.513 [ 0.137,  0.814], mean action: 15.607 [0.000, 31.000],  loss: 6.137022, mae: 53.874908, mean_q: 57.935356
 11124/50000: episode: 69, duration: 2.310s, episode steps:  29, steps per second:  13, episode reward:  7.549, mean reward:  0.260 [-0.005,  0.378], mean action: 13.414 [2.000, 29.000],  loss: 1.895265, mae: 55.365261, mean_q: 59.314644
 11288/50000: episode: 70, duration: 12.755s, episode steps: 164, steps per second:  13, episode reward: 85.811, mean reward:  0.523 [ 0.133,  0.641], mean action: 14.970 [0.000, 31.000],  loss: 5.612457, mae: 55.565384, mean_q: 59.575768
 11301/50000: episode: 71, duration: 1.081s, episode steps:  13, steps per second:  12, episode reward:  2.403, mean reward:  0.185 [ 0.071,  0.305], mean action: 14.154 [1.000, 26.000],  loss: 7.870776, mae: 56.506485, mean_q: 60.873875
 11571/50000: episode: 72, duration: 20.917s, episode steps: 270, steps per second:  13, episode reward: 144.207, mean reward:  0.534 [-0.005,  0.653], mean action: 15.844 [0.000, 31.000],  loss: 7.186406, mae: 56.992584, mean_q: 61.128803
 11780/50000: episode: 73, duration: 16.195s, episode steps: 209, steps per second:  13, episode reward: 93.824, mean reward:  0.449 [ 0.087,  0.621], mean action: 15.287 [0.000, 31.000],  loss: 6.507043, mae: 58.307964, mean_q: 62.509663
 12047/50000: episode: 74, duration: 20.682s, episode steps: 267, steps per second:  13, episode reward: 67.607, mean reward:  0.253 [-0.005,  0.296], mean action: 13.614 [0.000, 31.000],  loss: 6.710296, mae: 60.019844, mean_q: 64.320648
 12209/50000: episode: 75, duration: 12.577s, episode steps: 162, steps per second:  13, episode reward: 62.305, mean reward:  0.385 [ 0.137,  0.471], mean action: 15.802 [0.000, 31.000],  loss: 5.951957, mae: 61.471474, mean_q: 65.853500
 12476/50000: episode: 76, duration: 20.704s, episode steps: 267, steps per second:  13, episode reward: 104.169, mean reward:  0.390 [ 0.087,  0.451], mean action: 15.079 [0.000, 31.000],  loss: 7.398377, mae: 62.567707, mean_q: 67.022720
 12743/50000: episode: 77, duration: 20.683s, episode steps: 267, steps per second:  13, episode reward: 55.031, mean reward:  0.206 [-0.005,  0.289], mean action: 14.157 [0.000, 31.000],  loss: 9.384877, mae: 63.656338, mean_q: 68.298676
 12762/50000: episode: 78, duration: 1.547s, episode steps:  19, steps per second:  12, episode reward:  4.218, mean reward:  0.222 [ 0.087,  0.315], mean action: 12.947 [0.000, 27.000],  loss: 6.052999, mae: 64.796387, mean_q: 69.492622
 13029/50000: episode: 79, duration: 20.719s, episode steps: 267, steps per second:  13, episode reward: 109.543, mean reward:  0.410 [-0.005,  0.478], mean action: 14.543 [0.000, 31.000],  loss: 8.391128, mae: 65.458511, mean_q: 70.191673
 13296/50000: episode: 80, duration: 20.719s, episode steps: 267, steps per second:  13, episode reward: 110.754, mean reward:  0.415 [-0.005,  0.588], mean action: 16.296 [0.000, 31.000],  loss: 7.419533, mae: 67.003433, mean_q: 71.625977
 13566/50000: episode: 81, duration: 20.894s, episode steps: 270, steps per second:  13, episode reward: 127.817, mean reward:  0.473 [ 0.087,  0.644], mean action: 14.670 [0.000, 31.000],  loss: 9.401569, mae: 67.946182, mean_q: 72.810539
 13833/50000: episode: 82, duration: 20.657s, episode steps: 267, steps per second:  13, episode reward: 146.364, mean reward:  0.548 [ 0.109,  0.646], mean action: 16.142 [0.000, 31.000],  loss: 8.176108, mae: 69.963310, mean_q: 74.784088
 14100/50000: episode: 83, duration: 20.695s, episode steps: 267, steps per second:  13, episode reward: 143.019, mean reward:  0.536 [-0.005,  0.649], mean action: 14.648 [0.000, 31.000],  loss: 10.168116, mae: 71.624008, mean_q: 76.485634
 14367/50000: episode: 84, duration: 20.663s, episode steps: 267, steps per second:  13, episode reward: 92.046, mean reward:  0.345 [-0.005,  0.463], mean action: 15.154 [0.000, 31.000],  loss: 11.006794, mae: 72.643906, mean_q: 77.588013
 14634/50000: episode: 85, duration: 20.671s, episode steps: 267, steps per second:  13, episode reward: 82.994, mean reward:  0.311 [-0.005,  0.468], mean action: 14.951 [0.000, 31.000],  loss: 11.409657, mae: 73.762741, mean_q: 78.927071
 14759/50000: episode: 86, duration: 9.730s, episode steps: 125, steps per second:  13, episode reward: 47.659, mean reward:  0.381 [-0.005,  0.495], mean action: 14.968 [0.000, 31.000],  loss: 11.309951, mae: 74.782166, mean_q: 79.708984
 15026/50000: episode: 87, duration: 20.719s, episode steps: 267, steps per second:  13, episode reward: 108.112, mean reward:  0.405 [-0.005,  0.457], mean action: 14.704 [0.000, 31.000],  loss: 8.819552, mae: 75.812294, mean_q: 80.931320
 15111/50000: episode: 88, duration: 6.652s, episode steps:  85, steps per second:  13, episode reward: 30.204, mean reward:  0.355 [ 0.087,  0.439], mean action: 16.788 [0.000, 31.000],  loss: 9.864291, mae: 76.735115, mean_q: 81.877144
 15164/50000: episode: 89, duration: 4.169s, episode steps:  53, steps per second:  13, episode reward:  9.059, mean reward:  0.171 [-0.005,  0.308], mean action: 13.774 [2.000, 30.000],  loss: 7.921950, mae: 77.210548, mean_q: 82.299988
 15431/50000: episode: 90, duration: 20.687s, episode steps: 267, steps per second:  13, episode reward: 99.181, mean reward:  0.371 [ 0.045,  0.442], mean action: 14.176 [0.000, 31.000],  loss: 12.171006, mae: 77.805550, mean_q: 83.093033
 15698/50000: episode: 91, duration: 20.728s, episode steps: 267, steps per second:  13, episode reward: 63.172, mean reward:  0.237 [-0.005,  0.456], mean action: 13.109 [0.000, 31.000],  loss: 14.493029, mae: 78.913918, mean_q: 84.324730
 15965/50000: episode: 92, duration: 20.740s, episode steps: 267, steps per second:  13, episode reward: 102.718, mean reward:  0.385 [-0.005,  0.426], mean action: 14.779 [0.000, 31.000],  loss: 13.777999, mae: 79.723297, mean_q: 85.270699
 16232/50000: episode: 93, duration: 20.712s, episode steps: 267, steps per second:  13, episode reward: 102.353, mean reward:  0.383 [-0.005,  0.479], mean action: 12.727 [0.000, 31.000],  loss: 14.100198, mae: 81.096588, mean_q: 86.668701
 16499/50000: episode: 94, duration: 20.740s, episode steps: 267, steps per second:  13, episode reward: 56.223, mean reward:  0.211 [-0.005,  0.293], mean action: 15.427 [0.000, 31.000],  loss: 19.505152, mae: 82.368340, mean_q: 88.080719
 16766/50000: episode: 95, duration: 20.697s, episode steps: 267, steps per second:  13, episode reward: 63.062, mean reward:  0.236 [-0.005,  0.313], mean action: 14.322 [0.000, 31.000],  loss: 14.700726, mae: 83.413101, mean_q: 89.182556
 17033/50000: episode: 96, duration: 20.728s, episode steps: 267, steps per second:  13, episode reward: 102.686, mean reward:  0.385 [-0.005,  0.451], mean action: 15.618 [0.000, 31.000],  loss: 9.329050, mae: 84.998482, mean_q: 90.985825
 17074/50000: episode: 97, duration: 3.236s, episode steps:  41, steps per second:  13, episode reward:  8.809, mean reward:  0.215 [ 0.116,  0.309], mean action: 13.000 [1.000, 28.000],  loss: 8.751784, mae: 86.279221, mean_q: 92.173943
 17341/50000: episode: 98, duration: 20.754s, episode steps: 267, steps per second:  13, episode reward: 107.473, mean reward:  0.403 [ 0.116,  0.478], mean action: 13.914 [0.000, 31.000],  loss: 14.573356, mae: 87.286079, mean_q: 93.321953
 17608/50000: episode: 99, duration: 20.754s, episode steps: 267, steps per second:  13, episode reward: 110.714, mean reward:  0.415 [ 0.116,  0.467], mean action: 10.326 [0.000, 31.000],  loss: 16.778481, mae: 89.099808, mean_q: 95.276649
 17875/50000: episode: 100, duration: 20.728s, episode steps: 267, steps per second:  13, episode reward: 97.403, mean reward:  0.365 [-0.005,  0.481], mean action: 14.487 [0.000, 31.000],  loss: 15.966749, mae: 89.954422, mean_q: 96.018227
 18039/50000: episode: 101, duration: 12.788s, episode steps: 164, steps per second:  13, episode reward: 36.686, mean reward:  0.224 [-0.005,  0.330], mean action: 14.829 [0.000, 31.000],  loss: 11.698410, mae: 90.935570, mean_q: 97.213882
 18306/50000: episode: 102, duration: 20.743s, episode steps: 267, steps per second:  13, episode reward: 104.393, mean reward:  0.391 [-0.005,  0.611], mean action: 14.610 [0.000, 31.000],  loss: 16.522142, mae: 91.853218, mean_q: 98.196480
 18573/50000: episode: 103, duration: 20.729s, episode steps: 267, steps per second:  13, episode reward: 77.382, mean reward:  0.290 [ 0.133,  0.344], mean action: 15.517 [0.000, 31.000],  loss: 17.666010, mae: 93.030167, mean_q: 99.435158
 18840/50000: episode: 104, duration: 20.734s, episode steps: 267, steps per second:  13, episode reward: 159.814, mean reward:  0.599 [ 0.116,  0.639], mean action: 13.820 [0.000, 31.000],  loss: 18.676857, mae: 94.313210, mean_q: 100.918892
 19024/50000: episode: 105, duration: 14.329s, episode steps: 184, steps per second:  13, episode reward: 68.325, mean reward:  0.371 [ 0.087,  0.432], mean action: 13.940 [0.000, 31.000],  loss: 19.412369, mae: 95.196075, mean_q: 101.766624
 19291/50000: episode: 106, duration: 20.761s, episode steps: 267, steps per second:  13, episode reward: 61.372, mean reward:  0.230 [-0.005,  0.305], mean action: 13.539 [0.000, 31.000],  loss: 19.143642, mae: 95.946037, mean_q: 102.629524
 19449/50000: episode: 107, duration: 12.312s, episode steps: 158, steps per second:  13, episode reward: 57.267, mean reward:  0.362 [ 0.137,  0.471], mean action: 15.949 [0.000, 31.000],  loss: 17.456709, mae: 96.913261, mean_q: 103.623184
 19716/50000: episode: 108, duration: 20.760s, episode steps: 267, steps per second:  13, episode reward: 108.407, mean reward:  0.406 [ 0.087,  0.474], mean action: 16.809 [0.000, 31.000],  loss: 16.520493, mae: 97.816116, mean_q: 104.570694
 19983/50000: episode: 109, duration: 20.758s, episode steps: 267, steps per second:  13, episode reward: 60.548, mean reward:  0.227 [-0.005,  0.293], mean action: 13.989 [0.000, 31.000],  loss: 24.101154, mae: 98.565689, mean_q: 105.356285
 20247/50000: episode: 110, duration: 20.542s, episode steps: 264, steps per second:  13, episode reward: 152.104, mean reward:  0.576 [ 0.133,  0.643], mean action: 15.144 [0.000, 31.000],  loss: 18.426050, mae: 99.860641, mean_q: 106.860054
 20514/50000: episode: 111, duration: 20.713s, episode steps: 267, steps per second:  13, episode reward: 142.135, mean reward:  0.532 [ 0.137,  0.649], mean action: 15.801 [0.000, 31.000],  loss: 25.672968, mae: 100.937660, mean_q: 108.056473
 20781/50000: episode: 112, duration: 20.724s, episode steps: 267, steps per second:  13, episode reward: 49.091, mean reward:  0.184 [-0.005,  0.331], mean action: 15.588 [0.000, 31.000],  loss: 24.382849, mae: 101.383820, mean_q: 108.273689
 20946/50000: episode: 113, duration: 12.839s, episode steps: 165, steps per second:  13, episode reward: 25.477, mean reward:  0.154 [-0.005,  0.314], mean action: 15.400 [0.000, 31.000],  loss: 17.695478, mae: 102.354958, mean_q: 109.394257
 21213/50000: episode: 114, duration: 20.727s, episode steps: 267, steps per second:  13, episode reward: 109.822, mean reward:  0.411 [ 0.116,  0.467], mean action: 12.172 [0.000, 31.000],  loss: 21.097054, mae: 102.562607, mean_q: 109.717064
 21480/50000: episode: 115, duration: 20.754s, episode steps: 267, steps per second:  13, episode reward: 102.275, mean reward:  0.383 [ 0.087,  0.441], mean action: 14.809 [0.000, 31.000],  loss: 19.175226, mae: 103.797821, mean_q: 110.918304
 21747/50000: episode: 116, duration: 20.724s, episode steps: 267, steps per second:  13, episode reward: 105.955, mean reward:  0.397 [-0.005,  0.476], mean action: 12.854 [0.000, 31.000],  loss: 25.356190, mae: 104.955391, mean_q: 112.168839
 22014/50000: episode: 117, duration: 20.749s, episode steps: 267, steps per second:  13, episode reward: 81.667, mean reward:  0.306 [-0.005,  0.450], mean action: 14.745 [0.000, 31.000],  loss: 20.488480, mae: 105.988380, mean_q: 113.293404
