Training for 378151 steps ...
    234/378151: episode: 1, duration: 0.794s, episode steps: 234, steps per second: 295, episode reward: 62.300, mean reward:  0.266 [-0.005,  0.415], mean action: 16.073 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   2732/378151: episode: 14, duration: 1.813s, episode steps: 166, steps per second:  92, episode reward: 74.418, mean reward:  0.448 [ 0.086,  0.590], mean action: 15.428 [0.000, 31.000],  loss: 0.268932, mae: 8.158834, mean_q: 9.177304
   2794/378151: episode: 15, duration: 0.748s, episode steps:  62, steps per second:  83, episode reward: 17.001, mean reward:  0.274 [-0.005,  0.363], mean action: 14.161 [0.000, 31.000],  loss: 0.269633, mae: 8.846725, mean_q: 9.949860
   3043/378151: episode: 16, duration: 2.758s, episode steps: 249, steps per second:  90, episode reward: 122.215, mean reward:  0.491 [ 0.086,  0.685], mean action: 15.378 [0.000, 31.000],  loss: 0.339866, mae: 9.946577, mean_q: 11.123384
   3166/378151: episode: 17, duration: 1.351s, episode steps: 123, steps per second:  91, episode reward: 42.900, mean reward:  0.349 [-0.005,  0.528], mean action: 15.488 [0.000, 31.000],  loss: 0.402826, mae: 11.311467, mean_q: 12.658381
   3253/378151: episode: 18, duration: 0.996s, episode steps:  87, steps per second:  87, episode reward: 29.679, mean reward:  0.341 [ 0.136,  0.414], mean action: 15.046 [0.000, 31.000],  loss: 0.600737, mae: 12.076755, mean_q: 13.483228
   3386/378151: episode: 19, duration: 1.474s, episode steps: 133, steps per second:  90, episode reward: 42.427, mean reward:  0.319 [-0.005,  0.507], mean action: 16.639 [0.000, 31.000],  loss: 0.608710, mae: 12.907010, mean_q: 14.382336
   3569/378151: episode: 20, duration: 2.056s, episode steps: 183, steps per second:  89, episode reward: 79.801, mean reward:  0.436 [ 0.136,  0.509], mean action: 14.016 [0.000, 31.000],  loss: 0.595311, mae: 14.144972, mean_q: 15.780970
   3784/378151: episode: 21, duration: 2.424s, episode steps: 215, steps per second:  89, episode reward: 61.577, mean reward:  0.286 [-0.005,  0.467], mean action: 15.498 [0.000, 31.000],  loss: 0.825797, mae: 15.574209, mean_q: 17.321157
   3848/378151: episode: 22, duration: 0.753s, episode steps:  64, steps per second:  85, episode reward: 23.657, mean reward:  0.370 [ 0.086,  0.469], mean action: 14.281 [0.000, 31.000],  loss: 0.829664, mae: 16.757242, mean_q: 18.632214
   3987/378151: episode: 23, duration: 1.505s, episode steps: 139, steps per second:  92, episode reward: 52.248, mean reward:  0.376 [-0.005,  0.586], mean action: 15.626 [0.000, 31.000],  loss: 0.804573, mae: 17.684408, mean_q: 19.648785
   4125/378151: episode: 24, duration: 1.512s, episode steps: 138, steps per second:  91, episode reward: 36.782, mean reward:  0.267 [-0.005,  0.348], mean action: 13.587 [0.000, 31.000],  loss: 1.067178, mae: 18.953846, mean_q: 21.110657
   4184/378151: episode: 25, duration: 0.716s, episode steps:  59, steps per second:  82, episode reward: 17.900, mean reward:  0.303 [ 0.086,  0.430], mean action: 15.339 [2.000, 31.000],  loss: 1.098640, mae: 20.020193, mean_q: 22.389109
   4451/378151: episode: 26, duration: 2.912s, episode steps: 267, steps per second:  92, episode reward: 142.653, mean reward:  0.534 [ 0.086,  0.719], mean action: 15.472 [0.000, 31.000],  loss: 1.302963, mae: 21.604771, mean_q: 23.973089
   4721/378151: episode: 27, duration: 3.095s, episode steps: 270, steps per second:  87, episode reward: 93.783, mean reward:  0.347 [-0.005,  0.648], mean action: 14.970 [0.000, 31.000],  loss: 1.566438, mae: 24.249947, mean_q: 26.746861
   4865/378151: episode: 28, duration: 1.558s, episode steps: 144, steps per second:  92, episode reward: 50.737, mean reward:  0.352 [-0.005,  0.442], mean action: 13.965 [0.000, 31.000],  loss: 1.674192, mae: 26.437763, mean_q: 29.200260
   4929/378151: episode: 29, duration: 0.767s, episode steps:  64, steps per second:  83, episode reward: 25.790, mean reward:  0.403 [ 0.136,  0.490], mean action: 14.422 [1.000, 30.000],  loss: 2.253807, mae: 27.459648, mean_q: 30.333138
   5179/378151: episode: 30, duration: 2.792s, episode steps: 250, steps per second:  90, episode reward: 124.966, mean reward:  0.500 [ 0.086,  0.603], mean action: 15.672 [0.000, 30.000],  loss: 2.443224, mae: 29.046942, mean_q: 32.091427
   5449/378151: episode: 31, duration: 2.976s, episode steps: 270, steps per second:  91, episode reward: 135.909, mean reward:  0.503 [ 0.086,  0.625], mean action: 14.885 [0.000, 30.000],  loss: 3.065646, mae: 31.753664, mean_q: 35.015213
   5560/378151: episode: 32, duration: 1.238s, episode steps: 111, steps per second:  90, episode reward: 47.788, mean reward:  0.431 [ 0.016,  0.601], mean action: 14.568 [0.000, 31.000],  loss: 3.339227, mae: 33.769455, mean_q: 37.100533
   5830/378151: episode: 33, duration: 3.066s, episode steps: 270, steps per second:  88, episode reward: 94.745, mean reward:  0.351 [ 0.086,  0.444], mean action: 14.193 [0.000, 31.000],  loss: 3.553334, mae: 35.938812, mean_q: 39.475868
   5909/378151: episode: 34, duration: 0.933s, episode steps:  79, steps per second:  85, episode reward: 24.890, mean reward:  0.315 [ 0.115,  0.377], mean action: 14.684 [0.000, 31.000],  loss: 4.561193, mae: 37.864849, mean_q: 41.632866
   6089/378151: episode: 35, duration: 1.954s, episode steps: 180, steps per second:  92, episode reward: 82.242, mean reward:  0.457 [ 0.086,  0.569], mean action: 11.706 [0.000, 31.000],  loss: 3.376293, mae: 39.488949, mean_q: 43.326561
   6202/378151: episode: 36, duration: 1.235s, episode steps: 113, steps per second:  92, episode reward: 42.675, mean reward:  0.378 [-0.005,  0.520], mean action: 15.920 [0.000, 31.000],  loss: 4.331997, mae: 40.830109, mean_q: 44.926376
   6410/378151: episode: 37, duration: 2.341s, episode steps: 208, steps per second:  89, episode reward: 72.530, mean reward:  0.349 [-0.005,  0.503], mean action: 15.029 [0.000, 31.000],  loss: 4.222416, mae: 42.570351, mean_q: 46.664814
   6471/378151: episode: 38, duration: 0.724s, episode steps:  61, steps per second:  84, episode reward: 21.299, mean reward:  0.349 [-0.005,  0.513], mean action: 14.213 [0.000, 31.000],  loss: 4.291654, mae: 44.242340, mean_q: 48.415874
   6640/378151: episode: 39, duration: 1.827s, episode steps: 169, steps per second:  92, episode reward: 73.917, mean reward:  0.437 [ 0.086,  0.530], mean action: 15.148 [0.000, 31.000],  loss: 3.689992, mae: 45.292465, mean_q: 49.410023
   6907/378151: episode: 40, duration: 3.055s, episode steps: 267, steps per second:  87, episode reward: 98.990, mean reward:  0.371 [-0.005,  0.446], mean action: 15.461 [0.000, 31.000],  loss: 6.420360, mae: 47.126080, mean_q: 51.341892
   7176/378151: episode: 41, duration: 2.946s, episode steps: 269, steps per second:  91, episode reward: 68.575, mean reward:  0.255 [-0.005,  0.448], mean action: 16.361 [0.000, 31.000],  loss: 5.616812, mae: 49.858612, mean_q: 54.248257
   7443/378151: episode: 42, duration: 3.038s, episode steps: 267, steps per second:  88, episode reward: 71.583, mean reward:  0.268 [-0.005,  0.423], mean action: 15.288 [0.000, 31.000],  loss: 6.209351, mae: 52.284748, mean_q: 56.769444
   7667/378151: episode: 43, duration: 2.466s, episode steps: 224, steps per second:  91, episode reward: 84.098, mean reward:  0.375 [-0.005,  0.484], mean action: 14.875 [0.000, 31.000],  loss: 6.568913, mae: 54.741234, mean_q: 59.382587
   7908/378151: episode: 44, duration: 2.673s, episode steps: 241, steps per second:  90, episode reward: 108.258, mean reward:  0.449 [-0.005,  0.630], mean action: 15.672 [0.000, 31.000],  loss: 7.916113, mae: 56.811245, mean_q: 61.613453
   8064/378151: episode: 45, duration: 1.693s, episode steps: 156, steps per second:  92, episode reward: 54.018, mean reward:  0.346 [ 0.132,  0.498], mean action: 16.103 [0.000, 31.000],  loss: 6.608933, mae: 58.719990, mean_q: 63.574940
   8225/378151: episode: 46, duration: 1.857s, episode steps: 161, steps per second:  87, episode reward: 61.061, mean reward:  0.379 [-0.005,  0.456], mean action: 13.199 [0.000, 31.000],  loss: 5.356448, mae: 60.503712, mean_q: 65.349327
   8354/378151: episode: 47, duration: 1.443s, episode steps: 129, steps per second:  89, episode reward: 42.150, mean reward:  0.327 [ 0.086,  0.532], mean action: 15.388 [0.000, 31.000],  loss: 7.282936, mae: 61.908447, mean_q: 66.886673
   8482/378151: episode: 48, duration: 1.395s, episode steps: 128, steps per second:  92, episode reward: 45.907, mean reward:  0.359 [ 0.086,  0.492], mean action: 12.930 [0.000, 31.000],  loss: 7.626965, mae: 63.153625, mean_q: 68.338249
   8740/378151: episode: 49, duration: 3.002s, episode steps: 258, steps per second:  86, episode reward: 124.581, mean reward:  0.483 [-0.005,  0.645], mean action: 13.233 [0.000, 31.000],  loss: 10.141934, mae: 65.004570, mean_q: 70.314903
   8772/378151: episode: 50, duration: 0.333s, episode steps:  32, steps per second:  96, episode reward: 10.044, mean reward:  0.314 [ 0.086,  0.435], mean action: 14.594 [2.000, 31.000],  loss: 16.020069, mae: 66.349365, mean_q: 71.681290
   8827/378151: episode: 51, duration: 0.561s, episode steps:  55, steps per second:  98, episode reward: 17.410, mean reward:  0.317 [-0.005,  0.449], mean action: 14.309 [2.000, 30.000],  loss: 11.632136, mae: 66.347214, mean_q: 71.852722
   9097/378151: episode: 52, duration: 3.094s, episode steps: 270, steps per second:  87, episode reward: 135.452, mean reward:  0.502 [ 0.136,  0.627], mean action: 14.315 [0.000, 31.000],  loss: 9.779709, mae: 67.916161, mean_q: 73.390182
   9364/378151: episode: 53, duration: 2.921s, episode steps: 267, steps per second:  91, episode reward: 102.515, mean reward:  0.384 [-0.005,  0.588], mean action: 14.356 [0.000, 31.000],  loss: 10.936362, mae: 70.148727, mean_q: 75.709633
   9522/378151: episode: 54, duration: 1.838s, episode steps: 158, steps per second:  86, episode reward: 78.759, mean reward:  0.498 [ 0.115,  0.636], mean action: 13.677 [0.000, 30.000],  loss: 9.257839, mae: 71.984627, mean_q: 77.683319
   9652/378151: episode: 55, duration: 1.416s, episode steps: 130, steps per second:  92, episode reward: 47.447, mean reward:  0.365 [ 0.100,  0.463], mean action: 13.615 [0.000, 31.000],  loss: 9.139419, mae: 73.432716, mean_q: 79.257317
   9700/378151: episode: 56, duration: 0.498s, episode steps:  48, steps per second:  96, episode reward: 18.141, mean reward:  0.378 [ 0.086,  0.461], mean action: 15.000 [0.000, 31.000],  loss: 8.533158, mae: 74.390930, mean_q: 80.164848
   9969/378151: episode: 57, duration: 3.084s, episode steps: 269, steps per second:  87, episode reward: 101.385, mean reward:  0.377 [ 0.125,  0.493], mean action: 15.230 [0.000, 31.000],  loss: 11.979189, mae: 75.693832, mean_q: 81.551430
  10024/378151: episode: 58, duration: 0.587s, episode steps:  55, steps per second:  94, episode reward: 13.590, mean reward:  0.247 [-0.005,  0.382], mean action: 12.382 [0.000, 30.000],  loss: 18.023808, mae: 76.904739, mean_q: 82.905258
  10178/378151: episode: 59, duration: 1.788s, episode steps: 154, steps per second:  86, episode reward: 66.727, mean reward:  0.433 [-0.005,  0.554], mean action: 15.169 [0.000, 31.000],  loss: 11.480864, mae: 77.642448, mean_q: 83.724823
  10356/378151: episode: 60, duration: 2.043s, episode steps: 178, steps per second:  87, episode reward: 72.862, mean reward:  0.409 [ 0.086,  0.574], mean action: 12.354 [0.000, 31.000],  loss: 14.983412, mae: 79.177727, mean_q: 85.350334
  10625/378151: episode: 61, duration: 2.962s, episode steps: 269, steps per second:  91, episode reward: 83.175, mean reward:  0.309 [ 0.120,  0.328], mean action: 11.818 [0.000, 30.000],  loss: 14.751976, mae: 81.132683, mean_q: 87.600601
  10689/378151: episode: 62, duration: 0.769s, episode steps:  64, steps per second:  83, episode reward: 23.153, mean reward:  0.362 [ 0.136,  0.436], mean action: 14.906 [0.000, 30.000],  loss: 22.148441, mae: 82.307388, mean_q: 88.876114
  10926/378151: episode: 63, duration: 2.670s, episode steps: 237, steps per second:  89, episode reward: 73.082, mean reward:  0.308 [-0.005,  0.418], mean action: 14.776 [0.000, 31.000],  loss: 17.464331, mae: 83.363777, mean_q: 89.973274
  11131/378151: episode: 64, duration: 2.299s, episode steps: 205, steps per second:  89, episode reward: 80.603, mean reward:  0.393 [-0.005,  0.617], mean action: 14.780 [0.000, 31.000],  loss: 13.665232, mae: 85.322174, mean_q: 91.967148
  11384/378151: episode: 65, duration: 2.861s, episode steps: 253, steps per second:  88, episode reward: 59.073, mean reward:  0.233 [-0.005,  0.426], mean action: 16.004 [0.000, 31.000],  loss: 14.677173, mae: 86.965324, mean_q: 93.669250
  11421/378151: episode: 66, duration: 0.390s, episode steps:  37, steps per second:  95, episode reward: 10.688, mean reward:  0.289 [ 0.086,  0.391], mean action: 11.946 [0.000, 30.000],  loss: 19.628157, mae: 87.990700, mean_q: 94.983887
  11530/378151: episode: 67, duration: 1.216s, episode steps: 109, steps per second:  90, episode reward: 41.593, mean reward:  0.382 [-0.005,  0.540], mean action: 13.431 [0.000, 31.000],  loss: 16.812796, mae: 88.658417, mean_q: 95.329773
  11797/378151: episode: 68, duration: 3.063s, episode steps: 267, steps per second:  87, episode reward: 81.762, mean reward:  0.306 [-0.005,  0.472], mean action: 13.524 [0.000, 31.000],  loss: 21.962170, mae: 89.526421, mean_q: 96.544090
  11845/378151: episode: 69, duration: 0.498s, episode steps:  48, steps per second:  96, episode reward: 15.033, mean reward:  0.313 [ 0.136,  0.365], mean action: 13.917 [0.000, 30.000],  loss: 11.958415, mae: 91.049896, mean_q: 98.053261
  11998/378151: episode: 70, duration: 1.759s, episode steps: 153, steps per second:  87, episode reward: 44.854, mean reward:  0.293 [-0.005,  0.452], mean action: 12.993 [0.000, 31.000],  loss: 25.333410, mae: 91.238617, mean_q: 98.265129
  12093/378151: episode: 71, duration: 0.990s, episode steps:  95, steps per second:  96, episode reward: 41.931, mean reward:  0.441 [ 0.132,  0.537], mean action: 14.800 [0.000, 31.000],  loss: 14.552743, mae: 91.854645, mean_q: 99.066742
  12239/378151: episode: 72, duration: 1.720s, episode steps: 146, steps per second:  85, episode reward: 57.730, mean reward:  0.395 [ 0.132,  0.545], mean action: 14.829 [0.000, 31.000],  loss: 23.768869, mae: 92.606087, mean_q: 99.688904
  12478/378151: episode: 73, duration: 2.658s, episode steps: 239, steps per second:  90, episode reward: 69.146, mean reward:  0.289 [-0.005,  0.458], mean action: 15.565 [0.000, 31.000],  loss: 20.007956, mae: 94.069969, mean_q: 101.212410
  12697/378151: episode: 74, duration: 2.472s, episode steps: 219, steps per second:  89, episode reward: 87.457, mean reward:  0.399 [ 0.086,  0.498], mean action: 13.699 [0.000, 31.000],  loss: 19.301058, mae: 95.833473, mean_q: 103.147446
  12962/378151: episode: 75, duration: 2.914s, episode steps: 265, steps per second:  91, episode reward: 112.304, mean reward:  0.424 [-0.005,  0.578], mean action: 13.883 [0.000, 31.000],  loss: 22.578640, mae: 97.430481, mean_q: 104.888374
  13054/378151: episode: 76, duration: 1.072s, episode steps:  92, steps per second:  86, episode reward: 28.766, mean reward:  0.313 [ 0.086,  0.390], mean action: 13.630 [0.000, 30.000],  loss: 23.441442, mae: 98.828453, mean_q: 106.376976
  13153/378151: episode: 77, duration: 1.141s, episode steps:  99, steps per second:  87, episode reward: 42.460, mean reward:  0.429 [ 0.136,  0.594], mean action: 15.343 [0.000, 31.000],  loss: 25.393646, mae: 99.420830, mean_q: 107.197472
  13423/378151: episode: 78, duration: 3.084s, episode steps: 270, steps per second:  88, episode reward: 144.002, mean reward:  0.533 [ 0.115,  0.639], mean action: 13.552 [0.000, 31.000],  loss: 22.374247, mae: 100.627686, mean_q: 108.425652
  13566/378151: episode: 79, duration: 1.575s, episode steps: 143, steps per second:  91, episode reward: 43.686, mean reward:  0.305 [-0.005,  0.464], mean action: 14.650 [0.000, 30.000],  loss: 26.259228, mae: 102.016975, mean_q: 109.850349
  13613/378151: episode: 80, duration: 0.511s, episode steps:  47, steps per second:  92, episode reward: 14.539, mean reward:  0.309 [-0.005,  0.444], mean action: 15.043 [0.000, 31.000],  loss: 40.747757, mae: 102.560287, mean_q: 110.356247
  13679/378151: episode: 81, duration: 0.785s, episode steps:  66, steps per second:  84, episode reward: 24.322, mean reward:  0.369 [-0.005,  0.472], mean action: 13.318 [0.000, 31.000],  loss: 24.488520, mae: 103.004005, mean_q: 110.970261
  13948/378151: episode: 82, duration: 2.980s, episode steps: 269, steps per second:  90, episode reward: 98.416, mean reward:  0.366 [ 0.086,  0.456], mean action: 21.929 [0.000, 31.000],  loss: 24.294491, mae: 104.374069, mean_q: 112.375267
  13992/378151: episode: 83, duration: 0.567s, episode steps:  44, steps per second:  78, episode reward: 15.022, mean reward:  0.341 [ 0.132,  0.415], mean action: 10.386 [0.000, 30.000],  loss: 23.164658, mae: 105.941673, mean_q: 113.859055
  14091/378151: episode: 84, duration: 1.131s, episode steps:  99, steps per second:  87, episode reward: 47.417, mean reward:  0.479 [ 0.086,  0.520], mean action: 13.273 [1.000, 31.000],  loss: 24.056692, mae: 106.211479, mean_q: 114.439224
  14166/378151: episode: 85, duration: 0.791s, episode steps:  75, steps per second:  95, episode reward: 27.512, mean reward:  0.367 [ 0.086,  0.541], mean action: 12.893 [0.000, 31.000],  loss: 31.489672, mae: 106.908005, mean_q: 115.166977
  14210/378151: episode: 86, duration: 0.561s, episode steps:  44, steps per second:  78, episode reward: 18.023, mean reward:  0.410 [ 0.136,  0.505], mean action: 12.682 [0.000, 31.000],  loss: 14.616529, mae: 107.922531, mean_q: 116.547005
  14275/378151: episode: 87, duration: 0.693s, episode steps:  65, steps per second:  94, episode reward: 21.808, mean reward:  0.336 [ 0.086,  0.468], mean action: 14.646 [0.000, 31.000],  loss: 18.719711, mae: 108.189819, mean_q: 116.587906
  14545/378151: episode: 88, duration: 3.135s, episode steps: 270, steps per second:  86, episode reward: 137.396, mean reward:  0.509 [-0.005,  0.621], mean action: 17.037 [0.000, 31.000],  loss: 23.738714, mae: 109.146004, mean_q: 117.327866
  14754/378151: episode: 89, duration: 2.347s, episode steps: 209, steps per second:  89, episode reward: 83.231, mean reward:  0.398 [-0.005,  0.603], mean action: 15.722 [0.000, 31.000],  loss: 34.024437, mae: 110.098999, mean_q: 118.530998
  14893/378151: episode: 90, duration: 1.558s, episode steps: 139, steps per second:  89, episode reward: 49.894, mean reward:  0.359 [ 0.086,  0.487], mean action: 14.036 [0.000, 31.000],  loss: 27.568279, mae: 111.100540, mean_q: 119.543106
  14950/378151: episode: 91, duration: 0.698s, episode steps:  57, steps per second:  82, episode reward: 24.360, mean reward:  0.427 [ 0.136,  0.518], mean action: 15.281 [2.000, 31.000],  loss: 31.337482, mae: 112.071213, mean_q: 120.617630
  15021/378151: episode: 92, duration: 0.722s, episode steps:  71, steps per second:  98, episode reward: 23.368, mean reward:  0.329 [ 0.112,  0.381], mean action: 15.535 [0.000, 31.000],  loss: 28.567966, mae: 112.415802, mean_q: 121.015350
  15121/378151: episode: 93, duration: 1.129s, episode steps: 100, steps per second:  89, episode reward: 29.373, mean reward:  0.294 [-0.005,  0.482], mean action: 15.080 [0.000, 31.000],  loss: 36.091038, mae: 112.627579, mean_q: 121.436310
  15388/378151: episode: 94, duration: 3.101s, episode steps: 267, steps per second:  86, episode reward: 94.588, mean reward:  0.354 [-0.005,  0.415], mean action: 13.075 [0.000, 30.000],  loss: 26.692646, mae: 114.096298, mean_q: 122.744324
  15658/378151: episode: 95, duration: 2.980s, episode steps: 270, steps per second:  91, episode reward: 93.823, mean reward:  0.347 [-0.005,  0.435], mean action: 14.478 [0.000, 31.000],  loss: 27.012589, mae: 115.832214, mean_q: 124.727516
  15710/378151: episode: 96, duration: 0.655s, episode steps:  52, steps per second:  79, episode reward: 14.790, mean reward:  0.284 [ 0.086,  0.407], mean action: 12.404 [0.000, 30.000],  loss: 37.973984, mae: 116.830719, mean_q: 125.757393
  15764/378151: episode: 97, duration: 0.560s, episode steps:  54, steps per second:  96, episode reward: 15.682, mean reward:  0.290 [ 0.086,  0.454], mean action: 14.759 [0.000, 30.000],  loss: 28.997671, mae: 117.395683, mean_q: 126.135117
  15813/378151: episode: 98, duration: 0.621s, episode steps:  49, steps per second:  79, episode reward: 14.362, mean reward:  0.293 [ 0.086,  0.404], mean action: 15.000 [3.000, 31.000],  loss: 46.937237, mae: 117.283241, mean_q: 126.479790
  16080/378151: episode: 99, duration: 2.961s, episode steps: 267, steps per second:  90, episode reward: 80.052, mean reward:  0.300 [ 0.131,  0.387], mean action: 16.258 [0.000, 31.000],  loss: 32.803436, mae: 118.377533, mean_q: 127.538391
  16347/378151: episode: 100, duration: 3.081s, episode steps: 267, steps per second:  87, episode reward: 92.541, mean reward:  0.347 [-0.005,  0.430], mean action: 15.461 [0.000, 31.000],  loss: 33.127949, mae: 119.933914, mean_q: 129.224655
  16523/378151: episode: 101, duration: 1.912s, episode steps: 176, steps per second:  92, episode reward: 50.326, mean reward:  0.286 [-0.005,  0.400], mean action: 15.460 [0.000, 31.000],  loss: 29.736284, mae: 121.062202, mean_q: 130.328659
  16762/378151: episode: 102, duration: 2.707s, episode steps: 239, steps per second:  88, episode reward: 81.511, mean reward:  0.341 [-0.005,  0.529], mean action: 15.059 [0.000, 31.000],  loss: 25.032106, mae: 122.455345, mean_q: 131.777481
  17007/378151: episode: 103, duration: 2.836s, episode steps: 245, steps per second:  86, episode reward: 113.658, mean reward:  0.464 [ 0.136,  0.587], mean action: 14.257 [0.000, 31.000],  loss: 32.240135, mae: 123.956299, mean_q: 133.380417
  17158/378151: episode: 104, duration: 1.669s, episode steps: 151, steps per second:  90, episode reward: 74.055, mean reward:  0.490 [ 0.136,  0.622], mean action: 13.662 [0.000, 31.000],  loss: 35.218006, mae: 125.036774, mean_q: 134.509369
  17425/378151: episode: 105, duration: 2.971s, episode steps: 267, steps per second:  90, episode reward: 120.992, mean reward:  0.453 [-0.005,  0.489], mean action: 13.150 [0.000, 31.000],  loss: 37.566307, mae: 125.939346, mean_q: 135.522583
  17692/378151: episode: 106, duration: 3.052s, episode steps: 267, steps per second:  87, episode reward: 99.479, mean reward:  0.373 [-0.005,  0.545], mean action: 11.850 [0.000, 31.000],  loss: 32.664055, mae: 127.422958, mean_q: 137.059250
  17904/378151: episode: 107, duration: 2.409s, episode steps: 212, steps per second:  88, episode reward: 71.775, mean reward:  0.339 [-0.005,  0.524], mean action: 15.099 [0.000, 31.000],  loss: 35.942543, mae: 128.404388, mean_q: 138.197617
  18174/378151: episode: 108, duration: 2.981s, episode steps: 270, steps per second:  91, episode reward: 115.017, mean reward:  0.426 [-0.005,  0.512], mean action: 14.978 [0.000, 31.000],  loss: 34.573994, mae: 129.758530, mean_q: 139.617477
  18269/378151: episode: 109, duration: 1.098s, episode steps:  95, steps per second:  87, episode reward: 30.364, mean reward:  0.320 [-0.005,  0.462], mean action: 13.726 [0.000, 31.000],  loss: 30.161844, mae: 130.031418, mean_q: 140.153458
  18536/378151: episode: 110, duration: 3.077s, episode steps: 267, steps per second:  87, episode reward: 80.433, mean reward:  0.301 [-0.005,  0.358], mean action: 10.978 [0.000, 30.000],  loss: 47.544952, mae: 130.641525, mean_q: 140.707306
  18806/378151: episode: 111, duration: 3.030s, episode steps: 270, steps per second:  89, episode reward: 110.274, mean reward:  0.408 [-0.005,  0.469], mean action: 14.789 [0.000, 31.000],  loss: 37.648769, mae: 131.981018, mean_q: 142.055359
  18988/378151: episode: 112, duration: 2.103s, episode steps: 182, steps per second:  87, episode reward: 70.430, mean reward:  0.387 [-0.005,  0.491], mean action: 16.330 [0.000, 31.000],  loss: 51.618893, mae: 132.419144, mean_q: 142.764069
  19255/378151: episode: 113, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 95.064, mean reward:  0.356 [ 0.086,  0.443], mean action: 13.644 [0.000, 30.000],  loss: 40.134335, mae: 133.458008, mean_q: 143.670364
  19309/378151: episode: 114, duration: 0.681s, episode steps:  54, steps per second:  79, episode reward: 18.076, mean reward:  0.335 [ 0.132,  0.378], mean action: 15.593 [0.000, 30.000],  loss: 36.199924, mae: 134.518051, mean_q: 144.549210
  19576/378151: episode: 115, duration: 2.993s, episode steps: 267, steps per second:  89, episode reward: 80.131, mean reward:  0.300 [-0.005,  0.400], mean action: 15.449 [0.000, 31.000],  loss: 39.648216, mae: 134.627380, mean_q: 144.759583
  19763/378151: episode: 116, duration: 2.185s, episode steps: 187, steps per second:  86, episode reward: 68.606, mean reward:  0.367 [ 0.086,  0.472], mean action: 12.305 [0.000, 31.000],  loss: 38.479374, mae: 135.593307, mean_q: 145.921066
  20033/378151: episode: 117, duration: 3.019s, episode steps: 270, steps per second:  89, episode reward: 51.532, mean reward:  0.191 [-0.005,  0.391], mean action: 17.459 [0.000, 31.000],  loss: 43.820290, mae: 136.437637, mean_q: 146.882675
