Training for 378151 steps ...
    269/378151: episode: 1, duration: 0.699s, episode steps: 269, steps per second: 385, episode reward: 60.485, mean reward:  0.225 [-0.005,  0.396], mean action: 15.472 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   2911/378151: episode: 12, duration: 2.910s, episode steps: 267, steps per second:  92, episode reward: 102.630, mean reward:  0.384 [-0.005,  0.565], mean action: 15.742 [0.000, 31.000],  loss: 0.165515, mae: 9.064439, mean_q: 9.956260
   3160/378151: episode: 13, duration: 2.628s, episode steps: 249, steps per second:  95, episode reward: 91.147, mean reward:  0.366 [-0.005,  0.609], mean action: 15.695 [0.000, 31.000],  loss: 0.235840, mae: 10.571008, mean_q: 11.636499
   3409/378151: episode: 14, duration: 2.674s, episode steps: 249, steps per second:  93, episode reward: 94.451, mean reward:  0.379 [-0.005,  0.602], mean action: 15.847 [0.000, 31.000],  loss: 0.309043, mae: 12.095354, mean_q: 13.290661
   3589/378151: episode: 15, duration: 1.949s, episode steps: 180, steps per second:  92, episode reward: 84.180, mean reward:  0.468 [ 0.052,  0.602], mean action: 14.511 [0.000, 31.000],  loss: 0.467404, mae: 13.274744, mean_q: 14.478934
   3754/378151: episode: 16, duration: 1.815s, episode steps: 165, steps per second:  91, episode reward: 68.198, mean reward:  0.413 [ 0.132,  0.556], mean action: 14.836 [0.000, 31.000],  loss: 0.433683, mae: 14.379010, mean_q: 15.720239
   3816/378151: episode: 17, duration: 0.634s, episode steps:  62, steps per second:  98, episode reward: 18.483, mean reward:  0.298 [ 0.086,  0.444], mean action: 15.323 [0.000, 31.000],  loss: 0.442921, mae: 15.064989, mean_q: 16.426899
   4085/378151: episode: 18, duration: 2.890s, episode steps: 269, steps per second:  93, episode reward: 105.271, mean reward:  0.391 [ 0.086,  0.555], mean action: 14.435 [0.000, 31.000],  loss: 0.533051, mae: 16.127605, mean_q: 17.536934
   4352/378151: episode: 19, duration: 2.863s, episode steps: 267, steps per second:  93, episode reward: 93.822, mean reward:  0.351 [-0.005,  0.431], mean action: 15.270 [0.000, 31.000],  loss: 0.588170, mae: 17.888157, mean_q: 19.419888
   4514/378151: episode: 20, duration: 1.702s, episode steps: 162, steps per second:  95, episode reward: 52.233, mean reward:  0.322 [ 0.086,  0.480], mean action: 13.932 [0.000, 31.000],  loss: 0.749895, mae: 19.295206, mean_q: 20.927547
   4783/378151: episode: 21, duration: 2.922s, episode steps: 269, steps per second:  92, episode reward: 139.818, mean reward:  0.520 [ 0.132,  0.666], mean action: 15.509 [0.000, 31.000],  loss: 0.778113, mae: 20.574240, mean_q: 22.263981
   4932/378151: episode: 22, duration: 1.569s, episode steps: 149, steps per second:  95, episode reward: 60.324, mean reward:  0.405 [-0.005,  0.570], mean action: 14.866 [0.000, 31.000],  loss: 0.962605, mae: 21.866344, mean_q: 23.638996
   5199/378151: episode: 23, duration: 2.874s, episode steps: 267, steps per second:  93, episode reward: 102.941, mean reward:  0.386 [-0.005,  0.530], mean action: 15.655 [0.000, 31.000],  loss: 1.042779, mae: 23.298147, mean_q: 25.234840
   5301/378151: episode: 24, duration: 1.118s, episode steps: 102, steps per second:  91, episode reward: 29.364, mean reward:  0.288 [-0.005,  0.492], mean action: 15.304 [0.000, 31.000],  loss: 0.917079, mae: 24.558096, mean_q: 26.556450
   5350/378151: episode: 25, duration: 0.503s, episode steps:  49, steps per second:  97, episode reward: 14.848, mean reward:  0.303 [ 0.086,  0.377], mean action: 16.694 [0.000, 31.000],  loss: 1.039081, mae: 25.053843, mean_q: 27.127785
   5413/378151: episode: 26, duration: 0.689s, episode steps:  63, steps per second:  91, episode reward: 20.419, mean reward:  0.324 [-0.005,  0.428], mean action: 16.175 [0.000, 31.000],  loss: 1.584115, mae: 25.445917, mean_q: 27.530432
   5522/378151: episode: 27, duration: 1.176s, episode steps: 109, steps per second:  93, episode reward: 37.319, mean reward:  0.342 [ 0.115,  0.443], mean action: 14.972 [0.000, 31.000],  loss: 1.348944, mae: 26.048990, mean_q: 28.176092
   5635/378151: episode: 28, duration: 1.210s, episode steps: 113, steps per second:  93, episode reward: 19.605, mean reward:  0.173 [-0.005,  0.356], mean action: 15.310 [0.000, 31.000],  loss: 1.429287, mae: 26.772320, mean_q: 28.933949
   5730/378151: episode: 29, duration: 1.046s, episode steps:  95, steps per second:  91, episode reward: 31.201, mean reward:  0.328 [ 0.086,  0.483], mean action: 16.021 [0.000, 31.000],  loss: 1.873634, mae: 27.314037, mean_q: 29.622633
   5999/378151: episode: 30, duration: 2.799s, episode steps: 269, steps per second:  96, episode reward: 64.152, mean reward:  0.238 [-0.005,  0.385], mean action: 15.019 [0.000, 31.000],  loss: 1.578023, mae: 28.660152, mean_q: 30.980265
   6137/378151: episode: 31, duration: 1.458s, episode steps: 138, steps per second:  95, episode reward: 49.995, mean reward:  0.362 [-0.005,  0.498], mean action: 17.109 [0.000, 30.000],  loss: 2.152764, mae: 29.993231, mean_q: 32.419628
   6165/378151: episode: 32, duration: 0.380s, episode steps:  28, steps per second:  74, episode reward:  8.461, mean reward:  0.302 [ 0.086,  0.391], mean action: 19.179 [0.000, 31.000],  loss: 1.498120, mae: 30.684925, mean_q: 33.195675
   6435/378151: episode: 33, duration: 2.823s, episode steps: 270, steps per second:  96, episode reward: 125.305, mean reward:  0.464 [ 0.132,  0.646], mean action: 15.711 [0.000, 31.000],  loss: 1.975632, mae: 31.690340, mean_q: 34.273155
   6606/378151: episode: 34, duration: 1.861s, episode steps: 171, steps per second:  92, episode reward: 69.596, mean reward:  0.407 [-0.005,  0.577], mean action: 16.409 [0.000, 31.000],  loss: 2.154264, mae: 33.277485, mean_q: 35.964211
   6699/378151: episode: 35, duration: 1.026s, episode steps:  93, steps per second:  91, episode reward: 37.768, mean reward:  0.406 [-0.005,  0.547], mean action: 14.602 [0.000, 31.000],  loss: 2.143196, mae: 34.501537, mean_q: 37.250202
   6825/378151: episode: 36, duration: 1.334s, episode steps: 126, steps per second:  94, episode reward: 49.191, mean reward:  0.390 [ 0.016,  0.515], mean action: 16.325 [0.000, 31.000],  loss: 2.444922, mae: 35.394417, mean_q: 38.153244
   7055/378151: episode: 37, duration: 2.480s, episode steps: 230, steps per second:  93, episode reward: 111.470, mean reward:  0.485 [-0.005,  0.632], mean action: 16.635 [0.000, 31.000],  loss: 3.383884, mae: 36.712963, mean_q: 39.681107
   7190/378151: episode: 38, duration: 1.429s, episode steps: 135, steps per second:  94, episode reward: 55.575, mean reward:  0.412 [-0.005,  0.548], mean action: 14.385 [0.000, 31.000],  loss: 3.012938, mae: 38.349270, mean_q: 41.305096
   7393/378151: episode: 39, duration: 2.183s, episode steps: 203, steps per second:  93, episode reward: 69.230, mean reward:  0.341 [-0.005,  0.502], mean action: 14.310 [0.000, 31.000],  loss: 2.932278, mae: 39.546040, mean_q: 42.541470
   7480/378151: episode: 40, duration: 0.975s, episode steps:  87, steps per second:  89, episode reward: 33.264, mean reward:  0.382 [-0.005,  0.544], mean action: 15.828 [0.000, 31.000],  loss: 3.891508, mae: 40.637489, mean_q: 43.746346
   7584/378151: episode: 41, duration: 1.147s, episode steps: 104, steps per second:  91, episode reward: 43.766, mean reward:  0.421 [ 0.086,  0.589], mean action: 16.413 [0.000, 31.000],  loss: 5.554189, mae: 41.110588, mean_q: 44.290279
   7680/378151: episode: 42, duration: 1.025s, episode steps:  96, steps per second:  94, episode reward: 30.565, mean reward:  0.318 [-0.005,  0.495], mean action: 15.854 [0.000, 31.000],  loss: 3.575938, mae: 42.015163, mean_q: 45.264919
   7932/378151: episode: 43, duration: 2.663s, episode steps: 252, steps per second:  95, episode reward: 93.651, mean reward:  0.372 [-0.005,  0.600], mean action: 13.738 [0.000, 31.000],  loss: 3.258435, mae: 43.350616, mean_q: 46.690071
   8199/378151: episode: 44, duration: 2.819s, episode steps: 267, steps per second:  95, episode reward: 117.255, mean reward:  0.439 [ 0.136,  0.568], mean action: 14.884 [0.000, 31.000],  loss: 4.555244, mae: 45.484554, mean_q: 48.981419
   8469/378151: episode: 45, duration: 2.917s, episode steps: 270, steps per second:  93, episode reward: 118.447, mean reward:  0.439 [ 0.086,  0.611], mean action: 14.959 [0.000, 31.000],  loss: 3.617897, mae: 47.456459, mean_q: 51.008522
   8532/378151: episode: 46, duration: 0.650s, episode steps:  63, steps per second:  97, episode reward: 21.513, mean reward:  0.341 [ 0.136,  0.407], mean action: 12.889 [0.000, 29.000],  loss: 4.917125, mae: 48.689949, mean_q: 52.254383
   8665/378151: episode: 47, duration: 1.473s, episode steps: 133, steps per second:  90, episode reward: 53.753, mean reward:  0.404 [-0.005,  0.637], mean action: 14.895 [0.000, 31.000],  loss: 4.893691, mae: 49.213844, mean_q: 52.835976
   8762/378151: episode: 48, duration: 1.055s, episode steps:  97, steps per second:  92, episode reward: 25.384, mean reward:  0.262 [-0.005,  0.426], mean action: 15.794 [0.000, 31.000],  loss: 5.227748, mae: 49.869804, mean_q: 53.579311
   8847/378151: episode: 49, duration: 0.852s, episode steps:  85, steps per second: 100, episode reward: 31.750, mean reward:  0.374 [ 0.115,  0.518], mean action: 15.906 [0.000, 31.000],  loss: 3.840257, mae: 50.596634, mean_q: 54.392567
   8900/378151: episode: 50, duration: 0.623s, episode steps:  53, steps per second:  85, episode reward: 17.600, mean reward:  0.332 [ 0.086,  0.384], mean action: 13.245 [0.000, 31.000],  loss: 7.002778, mae: 50.829414, mean_q: 54.554024
   9048/378151: episode: 51, duration: 1.563s, episode steps: 148, steps per second:  95, episode reward: 42.454, mean reward:  0.287 [-0.005,  0.539], mean action: 13.912 [0.000, 31.000],  loss: 6.760213, mae: 51.402119, mean_q: 55.241314
   9108/378151: episode: 52, duration: 0.677s, episode steps:  60, steps per second:  89, episode reward: 16.622, mean reward:  0.277 [ 0.086,  0.357], mean action: 16.283 [0.000, 30.000],  loss: 7.464023, mae: 51.988895, mean_q: 56.027946
   9378/378151: episode: 53, duration: 2.855s, episode steps: 270, steps per second:  95, episode reward: 145.319, mean reward:  0.538 [ 0.086,  0.738], mean action: 16.026 [0.000, 31.000],  loss: 7.550544, mae: 53.109764, mean_q: 57.234665
   9647/378151: episode: 54, duration: 2.924s, episode steps: 269, steps per second:  92, episode reward: 152.608, mean reward:  0.567 [ 0.016,  0.742], mean action: 16.368 [0.000, 31.000],  loss: 5.853276, mae: 55.301655, mean_q: 59.437614
   9768/378151: episode: 55, duration: 1.313s, episode steps: 121, steps per second:  92, episode reward: 38.723, mean reward:  0.320 [-0.005,  0.441], mean action: 14.091 [0.000, 31.000],  loss: 4.681601, mae: 57.018929, mean_q: 61.408371
   9886/378151: episode: 56, duration: 1.266s, episode steps: 118, steps per second:  93, episode reward: 51.136, mean reward:  0.433 [ 0.016,  0.606], mean action: 14.008 [0.000, 30.000],  loss: 6.960165, mae: 58.173290, mean_q: 62.604458
   9974/378151: episode: 57, duration: 0.968s, episode steps:  88, steps per second:  91, episode reward: 30.851, mean reward:  0.351 [ 0.132,  0.456], mean action: 14.568 [0.000, 30.000],  loss: 11.103477, mae: 58.606983, mean_q: 63.264023
  10098/378151: episode: 58, duration: 1.318s, episode steps: 124, steps per second:  94, episode reward: 57.435, mean reward:  0.463 [ 0.086,  0.585], mean action: 17.290 [0.000, 31.000],  loss: 9.090527, mae: 59.456940, mean_q: 63.881275
  10365/378151: episode: 59, duration: 2.788s, episode steps: 267, steps per second:  96, episode reward: 100.228, mean reward:  0.375 [-0.005,  0.493], mean action: 14.779 [0.000, 31.000],  loss: 10.271945, mae: 60.608547, mean_q: 65.160492
  10598/378151: episode: 60, duration: 2.468s, episode steps: 233, steps per second:  94, episode reward: 82.015, mean reward:  0.352 [-0.005,  0.548], mean action: 14.464 [0.000, 31.000],  loss: 9.531048, mae: 62.357510, mean_q: 67.074371
  10817/378151: episode: 61, duration: 2.368s, episode steps: 219, steps per second:  92, episode reward: 85.129, mean reward:  0.389 [ 0.132,  0.433], mean action: 14.082 [0.000, 31.000],  loss: 8.521615, mae: 64.454697, mean_q: 69.323334
  10979/378151: episode: 62, duration: 1.757s, episode steps: 162, steps per second:  92, episode reward: 72.397, mean reward:  0.447 [ 0.086,  0.594], mean action: 14.648 [0.000, 30.000],  loss: 10.863541, mae: 65.719269, mean_q: 70.742935
  11089/378151: episode: 63, duration: 1.186s, episode steps: 110, steps per second:  93, episode reward: 44.092, mean reward:  0.401 [ 0.016,  0.445], mean action: 12.000 [0.000, 30.000],  loss: 8.180693, mae: 66.863342, mean_q: 72.067970
  11165/378151: episode: 64, duration: 0.842s, episode steps:  76, steps per second:  90, episode reward: 27.351, mean reward:  0.360 [-0.005,  0.474], mean action: 16.645 [0.000, 31.000],  loss: 9.308288, mae: 67.760986, mean_q: 72.883064
  11272/378151: episode: 65, duration: 1.152s, episode steps: 107, steps per second:  93, episode reward: 37.456, mean reward:  0.350 [ 0.132,  0.449], mean action: 15.000 [0.000, 31.000],  loss: 10.824275, mae: 68.396782, mean_q: 73.557564
  11369/378151: episode: 66, duration: 0.967s, episode steps:  97, steps per second: 100, episode reward: 34.546, mean reward:  0.356 [-0.005,  0.552], mean action: 15.897 [0.000, 31.000],  loss: 13.057000, mae: 68.871933, mean_q: 74.130409
  11402/378151: episode: 67, duration: 0.408s, episode steps:  33, steps per second:  81, episode reward: 10.388, mean reward:  0.315 [ 0.086,  0.399], mean action: 13.636 [0.000, 30.000],  loss: 11.746017, mae: 69.562752, mean_q: 75.011627
  11672/378151: episode: 68, duration: 2.879s, episode steps: 270, steps per second:  94, episode reward: 119.159, mean reward:  0.441 [ 0.115,  0.609], mean action: 14.804 [0.000, 31.000],  loss: 11.267241, mae: 70.472206, mean_q: 75.808464
  11807/378151: episode: 69, duration: 1.449s, episode steps: 135, steps per second:  93, episode reward: 56.400, mean reward:  0.418 [ 0.115,  0.530], mean action: 14.511 [0.000, 30.000],  loss: 9.265292, mae: 72.096413, mean_q: 77.538368
  11933/378151: episode: 70, duration: 1.342s, episode steps: 126, steps per second:  94, episode reward: 37.189, mean reward:  0.295 [ 0.082,  0.402], mean action: 14.619 [0.000, 31.000],  loss: 14.100988, mae: 73.212410, mean_q: 78.766174
  12000/378151: episode: 71, duration: 0.747s, episode steps:  67, steps per second:  90, episode reward: 24.410, mean reward:  0.364 [ 0.088,  0.458], mean action: 16.746 [0.000, 31.000],  loss: 10.761145, mae: 73.820396, mean_q: 79.467209
  12102/378151: episode: 72, duration: 1.113s, episode steps: 102, steps per second:  92, episode reward: 32.843, mean reward:  0.322 [-0.005,  0.435], mean action: 12.843 [0.000, 31.000],  loss: 15.695721, mae: 74.323112, mean_q: 79.880867
  12180/378151: episode: 73, duration: 0.870s, episode steps:  78, steps per second:  90, episode reward: 27.048, mean reward:  0.347 [ 0.086,  0.456], mean action: 14.474 [0.000, 31.000],  loss: 14.868732, mae: 74.920982, mean_q: 80.600578
  12239/378151: episode: 74, duration: 0.597s, episode steps:  59, steps per second:  99, episode reward: 21.523, mean reward:  0.365 [ 0.115,  0.458], mean action: 14.254 [0.000, 30.000],  loss: 19.949293, mae: 75.305267, mean_q: 80.896950
  12289/378151: episode: 75, duration: 0.581s, episode steps:  50, steps per second:  86, episode reward: 13.610, mean reward:  0.272 [-0.005,  0.427], mean action: 17.140 [0.000, 31.000],  loss: 11.587024, mae: 75.890358, mean_q: 81.720207
  12314/378151: episode: 76, duration: 0.265s, episode steps:  25, steps per second:  94, episode reward:  8.485, mean reward:  0.339 [ 0.115,  0.444], mean action: 16.400 [2.000, 31.000],  loss: 12.060229, mae: 75.966072, mean_q: 81.596260
  12358/378151: episode: 77, duration: 0.446s, episode steps:  44, steps per second:  99, episode reward: 14.217, mean reward:  0.323 [-0.005,  0.462], mean action: 11.773 [0.000, 30.000],  loss: 9.942889, mae: 76.527199, mean_q: 82.358307
  12620/378151: episode: 78, duration: 2.892s, episode steps: 262, steps per second:  91, episode reward: 125.203, mean reward:  0.478 [ 0.086,  0.665], mean action: 14.943 [0.000, 31.000],  loss: 18.895958, mae: 77.272850, mean_q: 83.122955
  12708/378151: episode: 79, duration: 0.972s, episode steps:  88, steps per second:  91, episode reward: 26.983, mean reward:  0.307 [-0.005,  0.429], mean action: 15.420 [0.000, 31.000],  loss: 20.680515, mae: 78.445602, mean_q: 84.346428
  12977/378151: episode: 80, duration: 2.806s, episode steps: 269, steps per second:  96, episode reward: 104.546, mean reward:  0.389 [-0.005,  0.595], mean action: 15.082 [0.000, 31.000],  loss: 13.404340, mae: 79.626915, mean_q: 85.379868
  13121/378151: episode: 81, duration: 1.546s, episode steps: 144, steps per second:  93, episode reward: 53.234, mean reward:  0.370 [ 0.086,  0.447], mean action: 13.938 [0.000, 31.000],  loss: 18.300316, mae: 80.769951, mean_q: 86.685402
  13239/378151: episode: 82, duration: 1.267s, episode steps: 118, steps per second:  93, episode reward: 50.017, mean reward:  0.424 [-0.005,  0.611], mean action: 14.347 [0.000, 31.000],  loss: 14.869284, mae: 81.694786, mean_q: 87.755821
  13381/378151: episode: 83, duration: 1.582s, episode steps: 142, steps per second:  90, episode reward: 40.510, mean reward:  0.285 [-0.005,  0.392], mean action: 15.268 [0.000, 31.000],  loss: 12.869188, mae: 82.545731, mean_q: 88.586639
  13427/378151: episode: 84, duration: 0.470s, episode steps:  46, steps per second:  98, episode reward: 14.608, mean reward:  0.318 [-0.005,  0.439], mean action: 17.348 [0.000, 31.000],  loss: 13.022460, mae: 83.333839, mean_q: 89.488686
  13633/378151: episode: 85, duration: 2.227s, episode steps: 206, steps per second:  92, episode reward: 93.197, mean reward:  0.452 [-0.005,  0.530], mean action: 13.777 [0.000, 31.000],  loss: 16.641678, mae: 84.082703, mean_q: 90.303871
  13736/378151: episode: 86, duration: 1.101s, episode steps: 103, steps per second:  94, episode reward: 27.323, mean reward:  0.265 [-0.005,  0.459], mean action: 15.136 [0.000, 31.000],  loss: 23.059807, mae: 84.888519, mean_q: 91.224403
  13876/378151: episode: 87, duration: 1.474s, episode steps: 140, steps per second:  95, episode reward: 59.474, mean reward:  0.425 [ 0.016,  0.585], mean action: 16.514 [1.000, 31.000],  loss: 15.461367, mae: 85.802483, mean_q: 91.992424
  14146/378151: episode: 88, duration: 2.961s, episode steps: 270, steps per second:  91, episode reward: 113.256, mean reward:  0.419 [ 0.086,  0.554], mean action: 16.567 [0.000, 31.000],  loss: 20.014595, mae: 86.744705, mean_q: 93.167923
  14413/378151: episode: 89, duration: 2.819s, episode steps: 267, steps per second:  95, episode reward: 91.529, mean reward:  0.343 [ 0.086,  0.423], mean action: 13.996 [0.000, 31.000],  loss: 18.684443, mae: 88.412323, mean_q: 94.944160
  14679/378151: episode: 90, duration: 2.903s, episode steps: 266, steps per second:  92, episode reward: 89.549, mean reward:  0.337 [-0.005,  0.643], mean action: 17.312 [0.000, 31.000],  loss: 24.506777, mae: 90.130112, mean_q: 96.940819
  14760/378151: episode: 91, duration: 0.805s, episode steps:  81, steps per second: 101, episode reward: 24.713, mean reward:  0.305 [-0.005,  0.407], mean action: 14.185 [1.000, 30.000],  loss: 15.298773, mae: 91.588799, mean_q: 98.347557
  15027/378151: episode: 92, duration: 2.944s, episode steps: 267, steps per second:  91, episode reward: 66.258, mean reward:  0.248 [-0.005,  0.352], mean action: 15.989 [0.000, 31.000],  loss: 21.626579, mae: 92.459290, mean_q: 99.328217
  15054/378151: episode: 93, duration: 0.274s, episode steps:  27, steps per second:  99, episode reward:  7.074, mean reward:  0.262 [ 0.086,  0.324], mean action: 15.815 [3.000, 31.000],  loss: 24.877514, mae: 93.361465, mean_q: 100.137955
  15324/378151: episode: 94, duration: 2.951s, episode steps: 270, steps per second:  92, episode reward: 74.629, mean reward:  0.276 [-0.005,  0.510], mean action: 16.315 [0.000, 31.000],  loss: 22.477716, mae: 94.565598, mean_q: 101.477303
  15431/378151: episode: 95, duration: 1.188s, episode steps: 107, steps per second:  90, episode reward: 31.449, mean reward:  0.294 [-0.005,  0.543], mean action: 16.981 [0.000, 31.000],  loss: 19.180567, mae: 95.786972, mean_q: 102.735245
  15469/378151: episode: 96, duration: 0.400s, episode steps:  38, steps per second:  95, episode reward: 10.722, mean reward:  0.282 [ 0.086,  0.351], mean action: 15.658 [2.000, 31.000],  loss: 19.261879, mae: 96.400993, mean_q: 103.531685
  15688/378151: episode: 97, duration: 2.344s, episode steps: 219, steps per second:  93, episode reward: 78.817, mean reward:  0.360 [-0.005,  0.550], mean action: 15.274 [0.000, 31.000],  loss: 26.656330, mae: 96.582916, mean_q: 103.672516
  15945/378151: episode: 98, duration: 2.778s, episode steps: 257, steps per second:  92, episode reward: 139.327, mean reward:  0.542 [ 0.115,  0.688], mean action: 15.097 [0.000, 31.000],  loss: 27.901497, mae: 98.169319, mean_q: 105.470688
  16214/378151: episode: 99, duration: 2.959s, episode steps: 269, steps per second:  91, episode reward: 70.182, mean reward:  0.261 [-0.005,  0.328], mean action: 14.175 [0.000, 31.000],  loss: 25.188799, mae: 99.793358, mean_q: 106.999725
  16343/378151: episode: 100, duration: 1.392s, episode steps: 129, steps per second:  93, episode reward: 47.304, mean reward:  0.367 [-0.005,  0.576], mean action: 17.233 [0.000, 31.000],  loss: 27.610836, mae: 100.711433, mean_q: 108.097664
  16548/378151: episode: 101, duration: 2.236s, episode steps: 205, steps per second:  92, episode reward: 84.650, mean reward:  0.413 [ 0.086,  0.588], mean action: 15.937 [0.000, 31.000],  loss: 27.969341, mae: 101.786797, mean_q: 109.321793
  16619/378151: episode: 102, duration: 0.817s, episode steps:  71, steps per second:  87, episode reward: 16.390, mean reward:  0.231 [-0.005,  0.366], mean action: 13.930 [0.000, 30.000],  loss: 27.250933, mae: 102.735497, mean_q: 110.283585
  16772/378151: episode: 103, duration: 1.619s, episode steps: 153, steps per second:  94, episode reward: 63.685, mean reward:  0.416 [ 0.115,  0.539], mean action: 17.000 [0.000, 31.000],  loss: 22.709534, mae: 103.493408, mean_q: 110.975060
  16912/378151: episode: 104, duration: 1.515s, episode steps: 140, steps per second:  92, episode reward: 54.210, mean reward:  0.387 [-0.005,  0.490], mean action: 15.479 [0.000, 31.000],  loss: 35.896637, mae: 103.943993, mean_q: 111.547546
  16977/378151: episode: 105, duration: 0.734s, episode steps:  65, steps per second:  89, episode reward: 20.189, mean reward:  0.311 [-0.005,  0.414], mean action: 17.892 [0.000, 30.000],  loss: 32.342957, mae: 104.526985, mean_q: 112.204620
  17211/378151: episode: 106, duration: 2.507s, episode steps: 234, steps per second:  93, episode reward: 84.545, mean reward:  0.361 [-0.005,  0.544], mean action: 17.372 [0.000, 31.000],  loss: 30.844952, mae: 105.680946, mean_q: 113.390701
  17481/378151: episode: 107, duration: 2.911s, episode steps: 270, steps per second:  93, episode reward: 121.128, mean reward:  0.449 [-0.005,  0.581], mean action: 14.585 [0.000, 31.000],  loss: 25.186646, mae: 107.205109, mean_q: 114.873741
  17637/378151: episode: 108, duration: 1.736s, episode steps: 156, steps per second:  90, episode reward: 35.717, mean reward:  0.229 [-0.005,  0.385], mean action: 13.814 [0.000, 31.000],  loss: 28.752193, mae: 108.441879, mean_q: 116.275688
  17791/378151: episode: 109, duration: 1.648s, episode steps: 154, steps per second:  93, episode reward: 61.697, mean reward:  0.401 [-0.005,  0.578], mean action: 13.877 [0.000, 31.000],  loss: 26.427048, mae: 109.554840, mean_q: 117.581078
  17946/378151: episode: 110, duration: 1.737s, episode steps: 155, steps per second:  89, episode reward: 60.552, mean reward:  0.391 [-0.005,  0.602], mean action: 14.968 [0.000, 31.000],  loss: 25.941130, mae: 110.582962, mean_q: 118.385460
  18045/378151: episode: 111, duration: 1.085s, episode steps:  99, steps per second:  91, episode reward: 36.797, mean reward:  0.372 [ 0.136,  0.477], mean action: 15.303 [0.000, 31.000],  loss: 23.523876, mae: 111.482445, mean_q: 119.366165
  18167/378151: episode: 112, duration: 1.310s, episode steps: 122, steps per second:  93, episode reward: 51.951, mean reward:  0.426 [-0.005,  0.596], mean action: 12.680 [0.000, 30.000],  loss: 27.554897, mae: 112.009224, mean_q: 120.076469
  18434/378151: episode: 113, duration: 2.876s, episode steps: 267, steps per second:  93, episode reward: 94.011, mean reward:  0.352 [-0.005,  0.507], mean action: 16.150 [0.000, 31.000],  loss: 29.157503, mae: 112.952469, mean_q: 121.082352
  18703/378151: episode: 114, duration: 2.958s, episode steps: 269, steps per second:  91, episode reward: 97.992, mean reward:  0.364 [-0.005,  0.619], mean action: 13.424 [0.000, 31.000],  loss: 27.345831, mae: 114.190315, mean_q: 122.246513
  18883/378151: episode: 115, duration: 1.877s, episode steps: 180, steps per second:  96, episode reward: 71.524, mean reward:  0.397 [-0.005,  0.578], mean action: 15.017 [0.000, 31.000],  loss: 30.339144, mae: 115.298653, mean_q: 123.370682
  18970/378151: episode: 116, duration: 0.972s, episode steps:  87, steps per second:  89, episode reward: 30.264, mean reward:  0.348 [ 0.086,  0.436], mean action: 13.253 [0.000, 30.000],  loss: 34.945786, mae: 115.756691, mean_q: 124.235741
  19237/378151: episode: 117, duration: 2.937s, episode steps: 267, steps per second:  91, episode reward: 123.957, mean reward:  0.464 [ 0.136,  0.553], mean action: 12.506 [0.000, 31.000],  loss: 36.323563, mae: 116.524025, mean_q: 124.827904
