Training for 378151 steps ...
    267/378151: episode: 1, duration: 0.997s, episode steps: 267, steps per second: 268, episode reward: 59.582, mean reward:  0.223 [-0.005,  0.357], mean action: 15.472 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   5561/378151: episode: 39, duration: 1.361s, episode steps: 114, steps per second:  84, episode reward: 36.076, mean reward:  0.316 [ 0.072,  0.479], mean action: 15.570 [0.000, 31.000],  loss: 3.341890, mae: 32.776199, mean_q: 35.643867
   5749/378151: episode: 40, duration: 2.298s, episode steps: 188, steps per second:  82, episode reward: 87.400, mean reward:  0.465 [ 0.086,  0.617], mean action: 15.553 [0.000, 31.000],  loss: 2.032230, mae: 33.973896, mean_q: 36.848392
   6014/378151: episode: 41, duration: 3.158s, episode steps: 265, steps per second:  84, episode reward: 102.294, mean reward:  0.386 [-0.005,  0.574], mean action: 15.887 [0.000, 31.000],  loss: 2.813962, mae: 35.629913, mean_q: 38.658241
   6190/378151: episode: 42, duration: 2.165s, episode steps: 176, steps per second:  81, episode reward: 84.429, mean reward:  0.480 [-0.005,  0.690], mean action: 15.841 [0.000, 31.000],  loss: 3.098375, mae: 37.221436, mean_q: 40.361996
   6397/378151: episode: 43, duration: 2.519s, episode steps: 207, steps per second:  82, episode reward: 81.488, mean reward:  0.394 [ 0.115,  0.509], mean action: 15.860 [0.000, 31.000],  loss: 2.834984, mae: 38.615242, mean_q: 41.789806
   6555/378151: episode: 44, duration: 1.846s, episode steps: 158, steps per second:  86, episode reward: 64.997, mean reward:  0.411 [ 0.086,  0.572], mean action: 16.911 [0.000, 31.000],  loss: 3.325347, mae: 39.814987, mean_q: 43.053970
   6700/378151: episode: 45, duration: 1.831s, episode steps: 145, steps per second:  79, episode reward: 46.201, mean reward:  0.319 [-0.005,  0.447], mean action: 16.531 [0.000, 31.000],  loss: 2.937783, mae: 40.923302, mean_q: 44.216358
   6906/378151: episode: 46, duration: 2.408s, episode steps: 206, steps per second:  86, episode reward: 80.040, mean reward:  0.389 [-0.005,  0.562], mean action: 15.597 [0.000, 31.000],  loss: 4.487734, mae: 42.024906, mean_q: 45.527363
   7092/378151: episode: 47, duration: 2.275s, episode steps: 186, steps per second:  82, episode reward: 87.434, mean reward:  0.470 [ 0.086,  0.595], mean action: 15.263 [0.000, 31.000],  loss: 4.434769, mae: 43.342426, mean_q: 46.911427
   7359/378151: episode: 48, duration: 3.267s, episode steps: 267, steps per second:  82, episode reward: 78.645, mean reward:  0.295 [-0.005,  0.416], mean action: 15.390 [0.000, 31.000],  loss: 4.401236, mae: 44.953968, mean_q: 48.585529
   7517/378151: episode: 49, duration: 1.857s, episode steps: 158, steps per second:  85, episode reward: 40.933, mean reward:  0.259 [-0.005,  0.450], mean action: 16.424 [0.000, 31.000],  loss: 4.791862, mae: 46.571156, mean_q: 50.363422
   7592/378151: episode: 50, duration: 0.939s, episode steps:  75, steps per second:  80, episode reward: 23.232, mean reward:  0.310 [-0.005,  0.361], mean action: 16.293 [0.000, 31.000],  loss: 3.283778, mae: 47.581951, mean_q: 51.371666
   7703/378151: episode: 51, duration: 1.347s, episode steps: 111, steps per second:  82, episode reward: 46.410, mean reward:  0.418 [ 0.115,  0.560], mean action: 14.712 [0.000, 31.000],  loss: 5.023267, mae: 48.267799, mean_q: 52.104832
   7970/378151: episode: 52, duration: 3.188s, episode steps: 267, steps per second:  84, episode reward: 93.426, mean reward:  0.350 [-0.005,  0.420], mean action: 14.554 [0.000, 31.000],  loss: 5.243335, mae: 49.723866, mean_q: 53.748997
   8114/378151: episode: 53, duration: 1.811s, episode steps: 144, steps per second:  80, episode reward: 59.854, mean reward:  0.416 [ 0.136,  0.570], mean action: 16.431 [0.000, 31.000],  loss: 4.591208, mae: 51.248516, mean_q: 55.346088
   8384/378151: episode: 54, duration: 3.216s, episode steps: 270, steps per second:  84, episode reward: 148.646, mean reward:  0.551 [-0.005,  0.655], mean action: 17.407 [0.000, 31.000],  loss: 6.765417, mae: 52.685116, mean_q: 56.934155
   8653/378151: episode: 55, duration: 3.270s, episode steps: 269, steps per second:  82, episode reward: 109.089, mean reward:  0.406 [ 0.086,  0.528], mean action: 13.230 [0.000, 31.000],  loss: 7.418384, mae: 54.638187, mean_q: 59.059929
   8920/378151: episode: 56, duration: 3.194s, episode steps: 267, steps per second:  84, episode reward: 97.369, mean reward:  0.365 [-0.005,  0.550], mean action: 12.861 [0.000, 31.000],  loss: 5.679235, mae: 56.668224, mean_q: 61.222897
   9015/378151: episode: 57, duration: 1.156s, episode steps:  95, steps per second:  82, episode reward: 33.099, mean reward:  0.348 [-0.005,  0.508], mean action: 14.432 [0.000, 31.000],  loss: 9.705667, mae: 57.878391, mean_q: 62.511406
   9066/378151: episode: 58, duration: 0.571s, episode steps:  51, steps per second:  89, episode reward: 12.535, mean reward:  0.246 [-0.005,  0.338], mean action: 12.588 [0.000, 31.000],  loss: 6.402737, mae: 58.437889, mean_q: 63.119099
   9316/378151: episode: 59, duration: 3.103s, episode steps: 250, steps per second:  81, episode reward: 139.572, mean reward:  0.558 [-0.005,  0.699], mean action: 14.676 [0.000, 31.000],  loss: 6.886385, mae: 59.666931, mean_q: 64.432449
   9461/378151: episode: 60, duration: 1.714s, episode steps: 145, steps per second:  85, episode reward: 52.369, mean reward:  0.361 [-0.005,  0.476], mean action: 16.531 [0.000, 31.000],  loss: 9.429360, mae: 61.171497, mean_q: 65.997726
   9530/378151: episode: 61, duration: 0.885s, episode steps:  69, steps per second:  78, episode reward: 27.156, mean reward:  0.394 [ 0.132,  0.475], mean action: 15.174 [0.000, 30.000],  loss: 7.977939, mae: 62.134350, mean_q: 67.198402
   9568/378151: episode: 62, duration: 0.441s, episode steps:  38, steps per second:  86, episode reward: 12.843, mean reward:  0.338 [ 0.115,  0.422], mean action: 15.632 [2.000, 30.000],  loss: 2.849695, mae: 62.919689, mean_q: 67.928040
   9639/378151: episode: 63, duration: 0.911s, episode steps:  71, steps per second:  78, episode reward: 20.855, mean reward:  0.294 [-0.005,  0.426], mean action: 16.451 [0.000, 31.000],  loss: 10.541055, mae: 63.026211, mean_q: 67.891769
   9731/378151: episode: 64, duration: 1.041s, episode steps:  92, steps per second:  88, episode reward: 35.843, mean reward:  0.390 [ 0.086,  0.589], mean action: 16.011 [0.000, 31.000],  loss: 10.786921, mae: 63.363880, mean_q: 68.430023
   9920/378151: episode: 65, duration: 2.313s, episode steps: 189, steps per second:  82, episode reward: 90.010, mean reward:  0.476 [-0.005,  0.674], mean action: 15.730 [0.000, 31.000],  loss: 11.439318, mae: 64.360313, mean_q: 69.538155
  10045/378151: episode: 66, duration: 1.498s, episode steps: 125, steps per second:  83, episode reward: 50.528, mean reward:  0.404 [-0.005,  0.629], mean action: 17.584 [0.000, 31.000],  loss: 9.308390, mae: 65.477600, mean_q: 70.704910
  10177/378151: episode: 67, duration: 1.682s, episode steps: 132, steps per second:  78, episode reward: 56.098, mean reward:  0.425 [ 0.115,  0.587], mean action: 16.091 [0.000, 31.000],  loss: 8.899840, mae: 66.639534, mean_q: 72.023361
  10422/378151: episode: 68, duration: 2.959s, episode steps: 245, steps per second:  83, episode reward: 146.346, mean reward:  0.597 [ 0.086,  0.797], mean action: 16.269 [0.000, 31.000],  loss: 10.701220, mae: 67.861115, mean_q: 73.265945
  10530/378151: episode: 69, duration: 1.311s, episode steps: 108, steps per second:  82, episode reward: 31.341, mean reward:  0.290 [ 0.054,  0.494], mean action: 16.324 [0.000, 31.000],  loss: 14.110992, mae: 68.823326, mean_q: 74.247139
  10706/378151: episode: 70, duration: 2.042s, episode steps: 176, steps per second:  86, episode reward: 64.097, mean reward:  0.364 [-0.005,  0.591], mean action: 16.744 [0.000, 31.000],  loss: 9.817563, mae: 69.976265, mean_q: 75.453346
  10867/378151: episode: 71, duration: 2.030s, episode steps: 161, steps per second:  79, episode reward: 76.103, mean reward:  0.473 [ 0.086,  0.618], mean action: 16.646 [0.000, 31.000],  loss: 10.034500, mae: 71.189621, mean_q: 76.726456
  11064/378151: episode: 72, duration: 2.372s, episode steps: 197, steps per second:  83, episode reward: 111.209, mean reward:  0.565 [ 0.086,  0.751], mean action: 15.995 [0.000, 31.000],  loss: 14.709923, mae: 72.478050, mean_q: 78.159447
  11314/378151: episode: 73, duration: 2.994s, episode steps: 250, steps per second:  83, episode reward: 124.626, mean reward:  0.499 [ 0.115,  0.689], mean action: 15.348 [0.000, 31.000],  loss: 14.571609, mae: 73.874062, mean_q: 79.712280
  11584/378151: episode: 74, duration: 3.319s, episode steps: 270, steps per second:  81, episode reward: 119.389, mean reward:  0.442 [-0.005,  0.527], mean action: 15.041 [0.000, 31.000],  loss: 12.654525, mae: 76.041328, mean_q: 82.137672
  11854/378151: episode: 75, duration: 3.197s, episode steps: 270, steps per second:  84, episode reward: 142.854, mean reward:  0.529 [ 0.136,  0.726], mean action: 16.033 [0.000, 31.000],  loss: 16.670477, mae: 77.856422, mean_q: 84.015869
  12121/378151: episode: 76, duration: 3.283s, episode steps: 267, steps per second:  81, episode reward: 135.533, mean reward:  0.508 [ 0.086,  0.627], mean action: 16.142 [0.000, 31.000],  loss: 14.486694, mae: 80.151344, mean_q: 86.398323
  12309/378151: episode: 77, duration: 2.195s, episode steps: 188, steps per second:  86, episode reward: 70.989, mean reward:  0.378 [ 0.086,  0.600], mean action: 15.824 [0.000, 31.000],  loss: 16.294846, mae: 82.116920, mean_q: 88.644882
  12506/378151: episode: 78, duration: 2.413s, episode steps: 197, steps per second:  82, episode reward: 44.333, mean reward:  0.225 [-0.005,  0.423], mean action: 16.376 [0.000, 31.000],  loss: 17.557220, mae: 83.404785, mean_q: 89.900810
  12557/378151: episode: 79, duration: 0.684s, episode steps:  51, steps per second:  75, episode reward: 11.762, mean reward:  0.231 [-0.005,  0.338], mean action: 15.235 [0.000, 31.000],  loss: 17.594982, mae: 84.163025, mean_q: 90.902306
  12705/378151: episode: 80, duration: 1.765s, episode steps: 148, steps per second:  84, episode reward: 70.550, mean reward:  0.477 [ 0.086,  0.656], mean action: 16.000 [0.000, 31.000],  loss: 18.070507, mae: 84.804779, mean_q: 91.568123
  12775/378151: episode: 81, duration: 0.885s, episode steps:  70, steps per second:  79, episode reward: 31.763, mean reward:  0.454 [ 0.086,  0.577], mean action: 15.814 [0.000, 31.000],  loss: 18.042198, mae: 85.602058, mean_q: 92.258812
  13001/378151: episode: 82, duration: 2.734s, episode steps: 226, steps per second:  83, episode reward: 111.920, mean reward:  0.495 [ 0.086,  0.744], mean action: 16.642 [0.000, 31.000],  loss: 14.729487, mae: 86.797394, mean_q: 93.473366
  13058/378151: episode: 83, duration: 0.638s, episode steps:  57, steps per second:  89, episode reward: 20.548, mean reward:  0.360 [-0.005,  0.503], mean action: 15.754 [0.000, 30.000],  loss: 27.014641, mae: 87.423943, mean_q: 94.265152
  13217/378151: episode: 84, duration: 1.988s, episode steps: 159, steps per second:  80, episode reward: 47.972, mean reward:  0.302 [-0.005,  0.451], mean action: 17.346 [1.000, 31.000],  loss: 18.792421, mae: 88.057442, mean_q: 95.008415
  13322/378151: episode: 85, duration: 1.302s, episode steps: 105, steps per second:  81, episode reward: 35.492, mean reward:  0.338 [ 0.132,  0.434], mean action: 15.457 [0.000, 31.000],  loss: 17.420994, mae: 88.695213, mean_q: 95.754768
  13548/378151: episode: 86, duration: 2.747s, episode steps: 226, steps per second:  82, episode reward: 82.530, mean reward:  0.365 [-0.005,  0.556], mean action: 15.810 [0.000, 31.000],  loss: 21.012970, mae: 90.400284, mean_q: 97.450638
  13818/378151: episode: 87, duration: 3.223s, episode steps: 270, steps per second:  84, episode reward: 104.396, mean reward:  0.387 [-0.005,  0.650], mean action: 15.348 [0.000, 31.000],  loss: 19.341700, mae: 92.151703, mean_q: 99.303329
  14072/378151: episode: 88, duration: 3.134s, episode steps: 254, steps per second:  81, episode reward: 133.942, mean reward:  0.527 [ 0.106,  0.741], mean action: 15.657 [0.000, 31.000],  loss: 20.488297, mae: 94.077774, mean_q: 101.236900
  14259/378151: episode: 89, duration: 2.225s, episode steps: 187, steps per second:  84, episode reward: 78.492, mean reward:  0.420 [ 0.115,  0.525], mean action: 13.342 [0.000, 31.000],  loss: 24.990141, mae: 95.625023, mean_q: 102.975311
  14374/378151: episode: 90, duration: 1.394s, episode steps: 115, steps per second:  82, episode reward: 46.207, mean reward:  0.402 [ 0.086,  0.509], mean action: 16.278 [0.000, 31.000],  loss: 21.119806, mae: 96.876160, mean_q: 104.285294
  14430/378151: episode: 91, duration: 0.738s, episode steps:  56, steps per second:  76, episode reward: 16.163, mean reward:  0.289 [ 0.086,  0.384], mean action: 15.446 [1.000, 30.000],  loss: 21.829556, mae: 97.422646, mean_q: 105.049110
  14554/378151: episode: 92, duration: 1.500s, episode steps: 124, steps per second:  83, episode reward: 54.763, mean reward:  0.442 [ 0.086,  0.600], mean action: 16.258 [0.000, 30.000],  loss: 23.618851, mae: 97.995819, mean_q: 105.541618
  14646/378151: episode: 93, duration: 1.145s, episode steps:  92, steps per second:  80, episode reward: 34.009, mean reward:  0.370 [ 0.136,  0.447], mean action: 14.424 [0.000, 31.000],  loss: 27.139099, mae: 98.383842, mean_q: 106.008110
  14913/378151: episode: 94, duration: 3.205s, episode steps: 267, steps per second:  83, episode reward: 84.679, mean reward:  0.317 [-0.005,  0.443], mean action: 17.262 [0.000, 31.000],  loss: 25.454124, mae: 99.426788, mean_q: 107.056084
  14982/378151: episode: 95, duration: 0.860s, episode steps:  69, steps per second:  80, episode reward: 15.543, mean reward:  0.225 [-0.005,  0.422], mean action: 15.072 [0.000, 31.000],  loss: 16.511944, mae: 100.866173, mean_q: 108.468529
  15023/378151: episode: 96, duration: 0.471s, episode steps:  41, steps per second:  87, episode reward: 12.625, mean reward:  0.308 [ 0.086,  0.418], mean action: 16.683 [0.000, 31.000],  loss: 27.849382, mae: 100.804283, mean_q: 108.616341
  15158/378151: episode: 97, duration: 1.735s, episode steps: 135, steps per second:  78, episode reward: 49.582, mean reward:  0.367 [-0.005,  0.492], mean action: 15.096 [0.000, 31.000],  loss: 25.501204, mae: 101.537498, mean_q: 109.433693
  15313/378151: episode: 98, duration: 1.840s, episode steps: 155, steps per second:  84, episode reward: 54.001, mean reward:  0.348 [-0.005,  0.440], mean action: 15.368 [0.000, 31.000],  loss: 25.296761, mae: 102.504623, mean_q: 110.534843
  15580/378151: episode: 99, duration: 3.153s, episode steps: 267, steps per second:  85, episode reward: 80.703, mean reward:  0.302 [ 0.027,  0.426], mean action: 15.225 [0.000, 31.000],  loss: 26.387880, mae: 103.783295, mean_q: 111.684845
  15769/378151: episode: 100, duration: 2.305s, episode steps: 189, steps per second:  82, episode reward: 61.599, mean reward:  0.326 [ 0.097,  0.454], mean action: 14.810 [0.000, 31.000],  loss: 26.896639, mae: 105.290871, mean_q: 113.346252
  15988/378151: episode: 101, duration: 2.642s, episode steps: 219, steps per second:  83, episode reward: 80.371, mean reward:  0.367 [ 0.086,  0.439], mean action: 15.110 [0.000, 31.000],  loss: 28.292812, mae: 106.790504, mean_q: 115.094948
  16255/378151: episode: 102, duration: 3.289s, episode steps: 267, steps per second:  81, episode reward: 65.471, mean reward:  0.245 [-0.005,  0.401], mean action: 14.670 [1.000, 31.000],  loss: 31.572489, mae: 108.378090, mean_q: 116.705902
  16449/378151: episode: 103, duration: 2.280s, episode steps: 194, steps per second:  85, episode reward: 54.278, mean reward:  0.280 [-0.005,  0.540], mean action: 15.392 [0.000, 31.000],  loss: 29.856649, mae: 109.886032, mean_q: 118.285561
  16716/378151: episode: 104, duration: 3.317s, episode steps: 267, steps per second:  80, episode reward: 83.169, mean reward:  0.311 [-0.005,  0.454], mean action: 16.742 [0.000, 31.000],  loss: 30.305998, mae: 111.087296, mean_q: 119.555717
  16849/378151: episode: 105, duration: 1.594s, episode steps: 133, steps per second:  83, episode reward: 39.065, mean reward:  0.294 [-0.005,  0.436], mean action: 14.707 [0.000, 31.000],  loss: 23.237602, mae: 112.401237, mean_q: 120.922371
  17102/378151: episode: 106, duration: 3.045s, episode steps: 253, steps per second:  83, episode reward: 123.516, mean reward:  0.488 [ 0.086,  0.613], mean action: 15.617 [0.000, 31.000],  loss: 29.455305, mae: 113.528122, mean_q: 122.333176
  17185/378151: episode: 107, duration: 1.039s, episode steps:  83, steps per second:  80, episode reward: 34.891, mean reward:  0.420 [ 0.086,  0.545], mean action: 16.277 [1.000, 31.000],  loss: 27.726727, mae: 114.751389, mean_q: 123.429420
  17377/378151: episode: 108, duration: 2.357s, episode steps: 192, steps per second:  81, episode reward: 76.795, mean reward:  0.400 [-0.005,  0.616], mean action: 15.385 [0.000, 31.000],  loss: 36.485329, mae: 115.398827, mean_q: 124.432434
  17476/378151: episode: 109, duration: 1.222s, episode steps:  99, steps per second:  81, episode reward: 39.301, mean reward:  0.397 [ 0.086,  0.552], mean action: 16.657 [0.000, 31.000],  loss: 28.233776, mae: 116.639717, mean_q: 125.646866
  17590/378151: episode: 110, duration: 1.414s, episode steps: 114, steps per second:  81, episode reward: 40.465, mean reward:  0.355 [-0.005,  0.509], mean action: 15.561 [0.000, 31.000],  loss: 28.793207, mae: 117.354340, mean_q: 126.512695
  17724/378151: episode: 111, duration: 1.605s, episode steps: 134, steps per second:  83, episode reward: 60.469, mean reward:  0.451 [-0.005,  0.653], mean action: 14.313 [0.000, 31.000],  loss: 33.903534, mae: 118.252930, mean_q: 127.473007
  17991/378151: episode: 112, duration: 3.313s, episode steps: 267, steps per second:  81, episode reward: 110.041, mean reward:  0.412 [-0.005,  0.488], mean action: 14.431 [0.000, 31.000],  loss: 32.658329, mae: 119.937843, mean_q: 129.103104
  18108/378151: episode: 113, duration: 1.415s, episode steps: 117, steps per second:  83, episode reward: 36.519, mean reward:  0.312 [ 0.086,  0.361], mean action: 12.838 [0.000, 31.000],  loss: 26.584246, mae: 121.372475, mean_q: 130.590302
  18187/378151: episode: 114, duration: 0.891s, episode steps:  79, steps per second:  89, episode reward: 22.486, mean reward:  0.285 [ 0.086,  0.433], mean action: 16.165 [0.000, 31.000],  loss: 46.786083, mae: 121.460815, mean_q: 130.832397
  18334/378151: episode: 115, duration: 1.851s, episode steps: 147, steps per second:  79, episode reward: 59.622, mean reward:  0.406 [ 0.086,  0.503], mean action: 16.177 [0.000, 31.000],  loss: 38.284657, mae: 122.194809, mean_q: 131.524841
  18421/378151: episode: 116, duration: 1.085s, episode steps:  87, steps per second:  80, episode reward: 33.507, mean reward:  0.385 [ 0.086,  0.524], mean action: 19.943 [0.000, 31.000],  loss: 41.825722, mae: 122.723473, mean_q: 132.193237
  18556/378151: episode: 117, duration: 1.624s, episode steps: 135, steps per second:  83, episode reward: 48.555, mean reward:  0.360 [ 0.016,  0.444], mean action: 15.000 [0.000, 31.000],  loss: 30.276209, mae: 123.175636, mean_q: 132.534729
