Training for 378151 steps ...
    267/378151: episode: 1, duration: 0.871s, episode steps: 267, steps per second: 307, episode reward: 64.269, mean reward:  0.241 [-0.005,  0.384], mean action: 14.566 [0.000, 31.000],  loss: --, mae: --, mean_q: --
   3663/378151: episode: 19, duration: 0.890s, episode steps:  79, steps per second:  89, episode reward: 28.138, mean reward:  0.356 [ 0.086,  0.477], mean action: 16.215 [0.000, 31.000],  loss: 0.514177, mae: 13.639750, mean_q: 15.015330
   3933/378151: episode: 20, duration: 2.852s, episode steps: 270, steps per second:  95, episode reward: 64.828, mean reward:  0.240 [-0.005,  0.381], mean action: 14.830 [0.000, 31.000],  loss: 0.651774, mae: 14.636211, mean_q: 16.023224
   4009/378151: episode: 21, duration: 0.859s, episode steps:  76, steps per second:  89, episode reward: 21.966, mean reward:  0.289 [ 0.086,  0.478], mean action: 14.026 [0.000, 31.000],  loss: 0.650994, mae: 15.720318, mean_q: 17.254490
   4279/378151: episode: 22, duration: 2.974s, episode steps: 270, steps per second:  91, episode reward: 65.611, mean reward:  0.243 [-0.005,  0.369], mean action: 14.930 [0.000, 31.000],  loss: 0.797378, mae: 16.924150, mean_q: 18.479094
   4549/378151: episode: 23, duration: 2.884s, episode steps: 270, steps per second:  94, episode reward: 80.099, mean reward:  0.297 [-0.005,  0.521], mean action: 15.541 [0.000, 31.000],  loss: 0.678393, mae: 18.728556, mean_q: 20.352863
   4819/378151: episode: 24, duration: 2.966s, episode steps: 270, steps per second:  91, episode reward: 121.501, mean reward:  0.450 [ 0.136,  0.588], mean action: 14.807 [0.000, 31.000],  loss: 0.895120, mae: 20.686155, mean_q: 22.420321
   4844/378151: episode: 25, duration: 0.389s, episode steps:  25, steps per second:  64, episode reward:  8.206, mean reward:  0.328 [ 0.115,  0.428], mean action: 14.760 [1.000, 31.000],  loss: 0.754295, mae: 21.874353, mean_q: 23.875782
   4906/378151: episode: 26, duration: 0.643s, episode steps:  62, steps per second:  96, episode reward: 16.175, mean reward:  0.261 [-0.005,  0.382], mean action: 16.677 [0.000, 31.000],  loss: 1.402618, mae: 22.132881, mean_q: 24.043871
   5144/378151: episode: 27, duration: 2.621s, episode steps: 238, steps per second:  91, episode reward: 127.936, mean reward:  0.538 [ 0.136,  0.739], mean action: 15.433 [0.000, 31.000],  loss: 1.236076, mae: 23.079346, mean_q: 25.007584
   5200/378151: episode: 28, duration: 0.660s, episode steps:  56, steps per second:  85, episode reward: 16.143, mean reward:  0.288 [-0.005,  0.422], mean action: 14.143 [0.000, 30.000],  loss: 0.906942, mae: 24.212795, mean_q: 26.153482
   5295/378151: episode: 29, duration: 1.083s, episode steps:  95, steps per second:  88, episode reward: 37.764, mean reward:  0.398 [-0.005,  0.498], mean action: 15.400 [0.000, 31.000],  loss: 1.560037, mae: 24.485506, mean_q: 26.537634
   5489/378151: episode: 30, duration: 2.242s, episode steps: 194, steps per second:  87, episode reward: 80.505, mean reward:  0.415 [ 0.125,  0.596], mean action: 14.948 [0.000, 31.000],  loss: 1.736766, mae: 25.599373, mean_q: 27.769026
   5590/378151: episode: 31, duration: 1.122s, episode steps: 101, steps per second:  90, episode reward: 46.580, mean reward:  0.461 [ 0.086,  0.562], mean action: 15.921 [0.000, 31.000],  loss: 1.806175, mae: 26.726482, mean_q: 28.969484
   5780/378151: episode: 32, duration: 2.026s, episode steps: 190, steps per second:  94, episode reward: 82.699, mean reward:  0.435 [ 0.086,  0.564], mean action: 14.579 [0.000, 31.000],  loss: 2.000738, mae: 27.790350, mean_q: 30.112043
   5877/378151: episode: 33, duration: 1.076s, episode steps:  97, steps per second:  90, episode reward: 26.796, mean reward:  0.276 [-0.005,  0.452], mean action: 15.216 [0.000, 31.000],  loss: 1.587131, mae: 29.017635, mean_q: 31.384773
   5992/378151: episode: 34, duration: 1.278s, episode steps: 115, steps per second:  90, episode reward: 43.967, mean reward:  0.382 [-0.005,  0.583], mean action: 14.687 [0.000, 31.000],  loss: 2.389454, mae: 29.783060, mean_q: 32.213970
   6214/378151: episode: 35, duration: 2.464s, episode steps: 222, steps per second:  90, episode reward: 89.990, mean reward:  0.405 [-0.005,  0.632], mean action: 14.572 [0.000, 31.000],  loss: 2.031138, mae: 31.188017, mean_q: 33.732704
   6481/378151: episode: 36, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 112.838, mean reward:  0.423 [-0.005,  0.567], mean action: 15.749 [0.000, 31.000],  loss: 2.301603, mae: 33.046463, mean_q: 35.716621
   6604/378151: episode: 37, duration: 1.363s, episode steps: 123, steps per second:  90, episode reward: 56.575, mean reward:  0.460 [ 0.086,  0.600], mean action: 15.415 [0.000, 31.000],  loss: 3.148601, mae: 34.560421, mean_q: 37.367867
   6691/378151: episode: 38, duration: 1.014s, episode steps:  87, steps per second:  86, episode reward: 18.952, mean reward:  0.218 [-0.005,  0.375], mean action: 14.805 [0.000, 31.000],  loss: 4.334663, mae: 35.251751, mean_q: 38.103268
   6813/378151: episode: 39, duration: 1.369s, episode steps: 122, steps per second:  89, episode reward: 27.231, mean reward:  0.223 [-0.005,  0.396], mean action: 16.197 [0.000, 31.000],  loss: 3.128625, mae: 36.164940, mean_q: 39.047024
   6959/378151: episode: 40, duration: 1.645s, episode steps: 146, steps per second:  89, episode reward: 61.487, mean reward:  0.421 [ 0.057,  0.550], mean action: 14.534 [0.000, 31.000],  loss: 2.832452, mae: 37.050076, mean_q: 39.932034
   6991/378151: episode: 41, duration: 0.336s, episode steps:  32, steps per second:  95, episode reward: 10.729, mean reward:  0.335 [ 0.086,  0.425], mean action: 13.031 [0.000, 31.000],  loss: 2.466419, mae: 37.909264, mean_q: 40.941162
   7260/378151: episode: 42, duration: 3.052s, episode steps: 269, steps per second:  88, episode reward: 113.194, mean reward:  0.421 [-0.005,  0.504], mean action: 15.892 [0.000, 31.000],  loss: 3.686727, mae: 38.927200, mean_q: 42.049316
   7370/378151: episode: 43, duration: 1.229s, episode steps: 110, steps per second:  89, episode reward: 35.918, mean reward:  0.327 [ 0.132,  0.437], mean action: 15.655 [0.000, 31.000],  loss: 4.555069, mae: 40.525238, mean_q: 43.808781
   7575/378151: episode: 44, duration: 2.237s, episode steps: 205, steps per second:  92, episode reward: 56.921, mean reward:  0.278 [-0.005,  0.436], mean action: 16.498 [0.000, 31.000],  loss: 4.156086, mae: 41.805954, mean_q: 45.071991
   7637/378151: episode: 45, duration: 0.633s, episode steps:  62, steps per second:  98, episode reward: 20.660, mean reward:  0.333 [-0.005,  0.452], mean action: 15.290 [0.000, 31.000],  loss: 4.446867, mae: 43.001968, mean_q: 46.451862
   7791/378151: episode: 46, duration: 1.733s, episode steps: 154, steps per second:  89, episode reward: 60.967, mean reward:  0.396 [ 0.016,  0.535], mean action: 15.065 [0.000, 31.000],  loss: 5.310538, mae: 43.640827, mean_q: 47.019405
   8027/378151: episode: 47, duration: 2.580s, episode steps: 236, steps per second:  91, episode reward: 82.257, mean reward:  0.349 [-0.005,  0.456], mean action: 12.411 [0.000, 30.000],  loss: 4.884306, mae: 45.220100, mean_q: 48.759346
   8099/378151: episode: 48, duration: 0.834s, episode steps:  72, steps per second:  86, episode reward: 31.950, mean reward:  0.444 [-0.005,  0.596], mean action: 14.333 [0.000, 30.000],  loss: 4.466795, mae: 46.519661, mean_q: 50.173721
   8369/378151: episode: 49, duration: 2.941s, episode steps: 270, steps per second:  92, episode reward: 96.637, mean reward:  0.358 [ 0.016,  0.455], mean action: 15.833 [0.000, 31.000],  loss: 5.921906, mae: 47.690639, mean_q: 51.365101
   8638/378151: episode: 50, duration: 2.979s, episode steps: 269, steps per second:  90, episode reward: 59.306, mean reward:  0.220 [-0.005,  0.422], mean action: 15.007 [0.000, 31.000],  loss: 5.663802, mae: 49.760490, mean_q: 53.500008
   8908/378151: episode: 51, duration: 2.960s, episode steps: 270, steps per second:  91, episode reward: 111.493, mean reward:  0.413 [ 0.132,  0.443], mean action: 12.019 [0.000, 31.000],  loss: 7.403545, mae: 51.662197, mean_q: 55.561020
   9064/378151: episode: 52, duration: 1.775s, episode steps: 156, steps per second:  88, episode reward: 46.113, mean reward:  0.296 [-0.005,  0.436], mean action: 16.372 [0.000, 31.000],  loss: 8.513658, mae: 53.337864, mean_q: 57.498772
   9334/378151: episode: 53, duration: 3.038s, episode steps: 270, steps per second:  89, episode reward: 106.083, mean reward:  0.393 [-0.005,  0.622], mean action: 16.970 [0.000, 31.000],  loss: 6.323518, mae: 55.110367, mean_q: 59.332531
   9492/378151: episode: 54, duration: 1.800s, episode steps: 158, steps per second:  88, episode reward: 53.720, mean reward:  0.340 [ 0.115,  0.518], mean action: 15.785 [0.000, 31.000],  loss: 5.613348, mae: 56.722618, mean_q: 60.900253
   9761/378151: episode: 55, duration: 3.015s, episode steps: 269, steps per second:  89, episode reward: 123.854, mean reward:  0.460 [ 0.115,  0.604], mean action: 16.067 [0.000, 31.000],  loss: 6.697240, mae: 58.194614, mean_q: 62.522987
   9880/378151: episode: 56, duration: 1.309s, episode steps: 119, steps per second:  91, episode reward: 40.056, mean reward:  0.337 [ 0.136,  0.433], mean action: 15.756 [0.000, 31.000],  loss: 5.677558, mae: 59.831676, mean_q: 64.162918
  10149/378151: episode: 57, duration: 2.987s, episode steps: 269, steps per second:  90, episode reward: 89.539, mean reward:  0.333 [ 0.115,  0.348], mean action: 13.528 [1.000, 26.000],  loss: 8.001622, mae: 61.134396, mean_q: 65.757332
  10418/378151: episode: 58, duration: 2.912s, episode steps: 269, steps per second:  92, episode reward: 60.924, mean reward:  0.226 [-0.005,  0.406], mean action: 16.037 [0.000, 31.000],  loss: 7.605928, mae: 63.093414, mean_q: 67.684074
  10665/378151: episode: 59, duration: 2.740s, episode steps: 247, steps per second:  90, episode reward: 74.898, mean reward:  0.303 [-0.005,  0.547], mean action: 16.575 [0.000, 31.000],  loss: 8.962292, mae: 64.648827, mean_q: 69.380470
  10746/378151: episode: 60, duration: 0.938s, episode steps:  81, steps per second:  86, episode reward: 17.315, mean reward:  0.214 [-0.005,  0.399], mean action: 14.593 [0.000, 29.000],  loss: 6.475805, mae: 65.836845, mean_q: 70.622734
  11015/378151: episode: 61, duration: 3.069s, episode steps: 269, steps per second:  88, episode reward: 74.900, mean reward:  0.278 [-0.005,  0.429], mean action: 15.048 [0.000, 31.000],  loss: 8.838008, mae: 66.998688, mean_q: 71.802109
  11282/378151: episode: 62, duration: 3.267s, episode steps: 267, steps per second:  82, episode reward: 51.795, mean reward:  0.194 [-0.005,  0.399], mean action: 15.996 [0.000, 31.000],  loss: 11.671853, mae: 68.702728, mean_q: 73.621605
  11551/378151: episode: 63, duration: 3.030s, episode steps: 269, steps per second:  89, episode reward: 95.194, mean reward:  0.354 [-0.005,  0.460], mean action: 16.186 [0.000, 31.000],  loss: 8.808137, mae: 70.524658, mean_q: 75.413475
  11639/378151: episode: 64, duration: 1.083s, episode steps:  88, steps per second:  81, episode reward: 23.611, mean reward:  0.268 [-0.005,  0.459], mean action: 16.625 [0.000, 31.000],  loss: 12.894408, mae: 71.234367, mean_q: 76.233833
  11907/378151: episode: 65, duration: 3.088s, episode steps: 268, steps per second:  87, episode reward: 112.391, mean reward:  0.419 [-0.005,  0.599], mean action: 14.616 [0.000, 31.000],  loss: 9.492927, mae: 72.704918, mean_q: 77.822647
  12055/378151: episode: 66, duration: 1.661s, episode steps: 148, steps per second:  89, episode reward: 47.456, mean reward:  0.321 [-0.005,  0.469], mean action: 14.054 [0.000, 31.000],  loss: 11.580030, mae: 73.964775, mean_q: 79.124969
  12115/378151: episode: 67, duration: 0.720s, episode steps:  60, steps per second:  83, episode reward: 23.028, mean reward:  0.384 [ 0.136,  0.509], mean action: 16.650 [0.000, 31.000],  loss: 10.272637, mae: 74.634811, mean_q: 79.987785
  12215/378151: episode: 68, duration: 1.037s, episode steps: 100, steps per second:  96, episode reward: 20.308, mean reward:  0.203 [-0.005,  0.338], mean action: 17.220 [0.000, 31.000],  loss: 15.928074, mae: 74.905151, mean_q: 80.291374
  12420/378151: episode: 69, duration: 2.381s, episode steps: 205, steps per second:  86, episode reward: 63.445, mean reward:  0.309 [-0.005,  0.460], mean action: 15.234 [0.000, 31.000],  loss: 13.987777, mae: 75.935196, mean_q: 81.350761
  12581/378151: episode: 70, duration: 1.861s, episode steps: 161, steps per second:  87, episode reward: 68.877, mean reward:  0.428 [ 0.132,  0.651], mean action: 14.224 [0.000, 31.000],  loss: 8.895053, mae: 76.953842, mean_q: 82.228264
  12804/378151: episode: 71, duration: 2.441s, episode steps: 223, steps per second:  91, episode reward: 99.713, mean reward:  0.447 [-0.005,  0.590], mean action: 14.193 [0.000, 31.000],  loss: 13.379320, mae: 78.210777, mean_q: 83.690178
  12883/378151: episode: 72, duration: 0.885s, episode steps:  79, steps per second:  89, episode reward: 31.501, mean reward:  0.399 [ 0.086,  0.525], mean action: 17.190 [2.000, 31.000],  loss: 18.154097, mae: 79.288635, mean_q: 85.000191
  13123/378151: episode: 73, duration: 2.643s, episode steps: 240, steps per second:  91, episode reward: 115.613, mean reward:  0.482 [ 0.086,  0.648], mean action: 14.658 [0.000, 31.000],  loss: 11.207973, mae: 80.762840, mean_q: 86.320541
  13172/378151: episode: 74, duration: 0.499s, episode steps:  49, steps per second:  98, episode reward: 18.739, mean reward:  0.382 [-0.005,  0.518], mean action: 13.571 [1.000, 31.000],  loss: 17.160450, mae: 81.608917, mean_q: 87.409241
  13303/378151: episode: 75, duration: 1.508s, episode steps: 131, steps per second:  87, episode reward: 33.461, mean reward:  0.255 [-0.005,  0.534], mean action: 16.298 [0.000, 31.000],  loss: 11.821412, mae: 82.154877, mean_q: 87.872658
  13570/378151: episode: 76, duration: 2.915s, episode steps: 267, steps per second:  92, episode reward: 98.782, mean reward:  0.370 [-0.005,  0.612], mean action: 14.629 [0.000, 31.000],  loss: 14.320324, mae: 83.401428, mean_q: 89.305229
  13770/378151: episode: 77, duration: 2.293s, episode steps: 200, steps per second:  87, episode reward: 69.211, mean reward:  0.346 [ 0.086,  0.466], mean action: 16.195 [0.000, 31.000],  loss: 12.641453, mae: 85.054176, mean_q: 91.051659
  13861/378151: episode: 78, duration: 1.037s, episode steps:  91, steps per second:  88, episode reward: 36.722, mean reward:  0.404 [ 0.132,  0.504], mean action: 15.791 [0.000, 31.000],  loss: 20.957134, mae: 85.892159, mean_q: 91.916412
  13976/378151: episode: 79, duration: 1.339s, episode steps: 115, steps per second:  86, episode reward: 47.009, mean reward:  0.409 [-0.005,  0.587], mean action: 14.574 [0.000, 31.000],  loss: 14.505611, mae: 86.228844, mean_q: 92.238968
  14039/378151: episode: 80, duration: 0.699s, episode steps:  63, steps per second:  90, episode reward: 21.197, mean reward:  0.336 [ 0.016,  0.393], mean action: 13.333 [1.000, 30.000],  loss: 21.583454, mae: 86.732315, mean_q: 93.030167
  14126/378151: episode: 81, duration: 0.975s, episode steps:  87, steps per second:  89, episode reward: 36.603, mean reward:  0.421 [ 0.136,  0.519], mean action: 15.103 [0.000, 31.000],  loss: 20.065720, mae: 87.110519, mean_q: 93.361938
  14211/378151: episode: 82, duration: 0.940s, episode steps:  85, steps per second:  90, episode reward: 29.557, mean reward:  0.348 [-0.005,  0.495], mean action: 14.071 [0.000, 31.000],  loss: 17.034576, mae: 87.895828, mean_q: 94.081413
  14295/378151: episode: 83, duration: 0.951s, episode steps:  84, steps per second:  88, episode reward: 23.200, mean reward:  0.276 [-0.005,  0.462], mean action: 16.060 [0.000, 31.000],  loss: 12.480980, mae: 88.392540, mean_q: 94.657753
  14354/378151: episode: 84, duration: 0.621s, episode steps:  59, steps per second:  95, episode reward: 14.706, mean reward:  0.249 [-0.005,  0.366], mean action: 17.271 [0.000, 31.000],  loss: 17.513742, mae: 88.751175, mean_q: 94.881020
  14452/378151: episode: 85, duration: 1.106s, episode steps:  98, steps per second:  89, episode reward: 39.488, mean reward:  0.403 [ 0.132,  0.517], mean action: 15.041 [0.000, 31.000],  loss: 14.845157, mae: 89.391075, mean_q: 95.566666
  14630/378151: episode: 86, duration: 1.994s, episode steps: 178, steps per second:  89, episode reward: 83.664, mean reward:  0.470 [ 0.136,  0.594], mean action: 14.753 [0.000, 31.000],  loss: 16.224823, mae: 90.224609, mean_q: 96.497604
  14766/378151: episode: 87, duration: 1.483s, episode steps: 136, steps per second:  92, episode reward: 57.311, mean reward:  0.421 [-0.005,  0.532], mean action: 14.574 [0.000, 31.000],  loss: 19.197495, mae: 91.048004, mean_q: 97.300438
  15033/378151: episode: 88, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 77.150, mean reward:  0.289 [-0.005,  0.421], mean action: 15.498 [0.000, 31.000],  loss: 24.680700, mae: 91.893875, mean_q: 98.357460
  15112/378151: episode: 89, duration: 0.808s, episode steps:  79, steps per second:  98, episode reward: 26.220, mean reward:  0.332 [ 0.086,  0.414], mean action: 14.570 [0.000, 31.000],  loss: 23.140429, mae: 92.232376, mean_q: 98.947609
  15196/378151: episode: 90, duration: 0.956s, episode steps:  84, steps per second:  88, episode reward: 34.329, mean reward:  0.409 [ 0.136,  0.474], mean action: 13.679 [0.000, 31.000],  loss: 14.894185, mae: 93.135429, mean_q: 99.567604
  15229/378151: episode: 91, duration: 0.356s, episode steps:  33, steps per second:  93, episode reward: 11.067, mean reward:  0.335 [ 0.136,  0.407], mean action: 16.424 [0.000, 30.000],  loss: 17.875702, mae: 93.427277, mean_q: 99.822426
  15496/378151: episode: 92, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 99.980, mean reward:  0.374 [-0.005,  0.429], mean action: 12.813 [0.000, 31.000],  loss: 21.652788, mae: 93.988762, mean_q: 100.491821
  15675/378151: episode: 93, duration: 2.027s, episode steps: 179, steps per second:  88, episode reward: 71.440, mean reward:  0.399 [-0.005,  0.600], mean action: 16.559 [0.000, 31.000],  loss: 14.792062, mae: 95.499237, mean_q: 102.175781
  15801/378151: episode: 94, duration: 1.395s, episode steps: 126, steps per second:  90, episode reward: 39.925, mean reward:  0.317 [ 0.088,  0.495], mean action: 14.778 [0.000, 31.000],  loss: 21.177559, mae: 96.286148, mean_q: 102.889778
  15981/378151: episode: 95, duration: 1.965s, episode steps: 180, steps per second:  92, episode reward: 57.941, mean reward:  0.322 [ 0.132,  0.451], mean action: 16.528 [0.000, 31.000],  loss: 25.721489, mae: 96.641731, mean_q: 103.459114
  16076/378151: episode: 96, duration: 1.490s, episode steps:  95, steps per second:  64, episode reward: 25.841, mean reward:  0.272 [-0.005,  0.348], mean action: 16.684 [0.000, 31.000],  loss: 18.052336, mae: 97.624023, mean_q: 104.420013
  16095/378151: episode: 97, duration: 0.201s, episode steps:  19, steps per second:  94, episode reward:  4.579, mean reward:  0.241 [ 0.115,  0.300], mean action: 12.316 [0.000, 29.000],  loss: 33.038342, mae: 97.758377, mean_q: 104.419540
  16365/378151: episode: 98, duration: 3.217s, episode steps: 270, steps per second:  84, episode reward: 93.806, mean reward:  0.347 [-0.005,  0.456], mean action: 14.811 [0.000, 31.000],  loss: 18.625509, mae: 98.562584, mean_q: 105.316101
  16634/378151: episode: 99, duration: 3.018s, episode steps: 269, steps per second:  89, episode reward: 70.155, mean reward:  0.261 [-0.005,  0.407], mean action: 15.145 [0.000, 31.000],  loss: 26.102783, mae: 99.655861, mean_q: 106.771591
  16887/378151: episode: 100, duration: 2.962s, episode steps: 253, steps per second:  85, episode reward: 85.055, mean reward:  0.336 [ 0.086,  0.449], mean action: 15.403 [0.000, 31.000],  loss: 26.879498, mae: 101.164871, mean_q: 108.180695
  17154/378151: episode: 101, duration: 3.002s, episode steps: 267, steps per second:  89, episode reward: 96.786, mean reward:  0.362 [ 0.136,  0.522], mean action: 14.858 [0.000, 31.000],  loss: 24.715082, mae: 102.572464, mean_q: 109.700661
  17423/378151: episode: 102, duration: 3.266s, episode steps: 269, steps per second:  82, episode reward: 74.789, mean reward:  0.278 [-0.005,  0.451], mean action: 14.758 [0.000, 31.000],  loss: 23.033110, mae: 104.011574, mean_q: 111.306625
  17522/378151: episode: 103, duration: 1.189s, episode steps:  99, steps per second:  83, episode reward: 31.139, mean reward:  0.315 [ 0.115,  0.391], mean action: 13.778 [0.000, 31.000],  loss: 27.300564, mae: 105.028664, mean_q: 112.258690
  17789/378151: episode: 104, duration: 3.078s, episode steps: 267, steps per second:  87, episode reward: 52.890, mean reward:  0.198 [-0.005,  0.382], mean action: 16.622 [0.000, 31.000],  loss: 30.967928, mae: 105.444160, mean_q: 112.876801
  17859/378151: episode: 105, duration: 0.875s, episode steps:  70, steps per second:  80, episode reward: 24.986, mean reward:  0.357 [ 0.136,  0.415], mean action: 15.514 [1.000, 31.000],  loss: 25.392717, mae: 106.200569, mean_q: 113.557007
  18122/378151: episode: 106, duration: 2.917s, episode steps: 263, steps per second:  90, episode reward: 109.020, mean reward:  0.415 [ 0.122,  0.545], mean action: 15.224 [0.000, 31.000],  loss: 29.533607, mae: 107.201149, mean_q: 114.549316
  18233/378151: episode: 107, duration: 1.255s, episode steps: 111, steps per second:  88, episode reward: 43.648, mean reward:  0.393 [-0.005,  0.541], mean action: 15.108 [0.000, 31.000],  loss: 35.743633, mae: 107.692078, mean_q: 115.336777
  18334/378151: episode: 108, duration: 1.170s, episode steps: 101, steps per second:  86, episode reward: 34.885, mean reward:  0.345 [-0.005,  0.433], mean action: 15.792 [0.000, 30.000],  loss: 20.398880, mae: 108.481056, mean_q: 116.019852
  18487/378151: episode: 109, duration: 1.703s, episode steps: 153, steps per second:  90, episode reward: 56.087, mean reward:  0.367 [-0.005,  0.548], mean action: 12.758 [0.000, 30.000],  loss: 21.223717, mae: 109.215660, mean_q: 116.728691
  18698/378151: episode: 110, duration: 2.468s, episode steps: 211, steps per second:  85, episode reward: 78.957, mean reward:  0.374 [ 0.086,  0.547], mean action: 14.194 [0.000, 31.000],  loss: 26.788086, mae: 109.934669, mean_q: 117.537140
  18905/378151: episode: 111, duration: 2.354s, episode steps: 207, steps per second:  88, episode reward: 64.260, mean reward:  0.310 [-0.005,  0.454], mean action: 16.164 [0.000, 31.000],  loss: 33.214169, mae: 110.882797, mean_q: 118.699348
  19054/378151: episode: 112, duration: 1.775s, episode steps: 149, steps per second:  84, episode reward: 48.986, mean reward:  0.329 [-0.005,  0.475], mean action: 13.389 [0.000, 31.000],  loss: 20.117306, mae: 111.959427, mean_q: 119.665794
  19143/378151: episode: 113, duration: 1.024s, episode steps:  89, steps per second:  87, episode reward: 33.970, mean reward:  0.382 [ 0.132,  0.445], mean action: 15.584 [0.000, 31.000],  loss: 36.458645, mae: 112.007286, mean_q: 120.066788
  19342/378151: episode: 114, duration: 2.339s, episode steps: 199, steps per second:  85, episode reward: 62.103, mean reward:  0.312 [-0.005,  0.375], mean action: 8.372 [0.000, 30.000],  loss: 30.332870, mae: 113.067429, mean_q: 121.040436
  19552/378151: episode: 115, duration: 2.390s, episode steps: 210, steps per second:  88, episode reward: 71.850, mean reward:  0.342 [-0.005,  0.469], mean action: 15.167 [0.000, 31.000],  loss: 30.358925, mae: 114.118988, mean_q: 121.976562
  19671/378151: episode: 116, duration: 1.375s, episode steps: 119, steps per second:  87, episode reward: 53.095, mean reward:  0.446 [ 0.136,  0.540], mean action: 15.429 [0.000, 31.000],  loss: 24.580969, mae: 114.879707, mean_q: 122.995720
  19840/378151: episode: 117, duration: 1.972s, episode steps: 169, steps per second:  86, episode reward: 62.386, mean reward:  0.369 [-0.005,  0.516], mean action: 14.219 [0.000, 31.000],  loss: 29.129433, mae: 115.675415, mean_q: 123.823822
