Training for 50000 steps ...
   168/50000: episode: 1, duration: 12.278s, episode steps: 168, steps per second:  14, episode reward: 32.223, mean reward:  0.192 [-0.005,  0.353], mean action: 16.357 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  3911/50000: episode: 28, duration: 7.451s, episode steps:  91, steps per second:  12, episode reward: 37.623, mean reward:  0.413 [-0.005,  0.511], mean action: 15.165 [0.000, 31.000],  loss: 0.121941, mae: 10.991362, mean_q: 11.875392
  4178/50000: episode: 29, duration: 21.748s, episode steps: 267, steps per second:  12, episode reward: 76.296, mean reward:  0.286 [-0.005,  0.490], mean action: 15.543 [0.000, 31.000],  loss: 0.197678, mae: 11.618487, mean_q: 12.547650
  4257/50000: episode: 30, duration: 6.256s, episode steps:  79, steps per second:  13, episode reward: 31.777, mean reward:  0.402 [ 0.116,  0.508], mean action: 16.063 [1.000, 31.000],  loss: 0.210738, mae: 12.266422, mean_q: 13.213643
  4478/50000: episode: 31, duration: 17.548s, episode steps: 221, steps per second:  13, episode reward: 88.453, mean reward:  0.400 [-0.005,  0.501], mean action: 14.593 [0.000, 31.000],  loss: 0.206663, mae: 12.929579, mean_q: 13.944900
  4683/50000: episode: 32, duration: 16.250s, episode steps: 205, steps per second:  13, episode reward: 71.411, mean reward:  0.348 [-0.005,  0.475], mean action: 16.137 [0.000, 31.000],  loss: 0.314179, mae: 13.652886, mean_q: 14.732691
  4698/50000: episode: 33, duration: 1.308s, episode steps:  15, steps per second:  11, episode reward:  2.280, mean reward:  0.152 [-0.005,  0.306], mean action: 14.933 [3.000, 29.000],  loss: 0.154934, mae: 14.222515, mean_q: 15.348069
  4937/50000: episode: 34, duration: 18.960s, episode steps: 239, steps per second:  13, episode reward: 92.296, mean reward:  0.386 [ 0.087,  0.493], mean action: 15.297 [0.000, 31.000],  loss: 0.336523, mae: 14.680713, mean_q: 15.887765
  5048/50000: episode: 35, duration: 8.776s, episode steps: 111, steps per second:  13, episode reward: 25.058, mean reward:  0.226 [-0.005,  0.303], mean action: 16.928 [0.000, 30.000],  loss: 0.276909, mae: 15.539597, mean_q: 16.803326
  5315/50000: episode: 36, duration: 21.196s, episode steps: 267, steps per second:  13, episode reward: 111.365, mean reward:  0.417 [ 0.137,  0.482], mean action: 15.187 [0.000, 31.000],  loss: 0.336209, mae: 16.474522, mean_q: 17.846888
  5497/50000: episode: 37, duration: 14.214s, episode steps: 182, steps per second:  13, episode reward: 37.545, mean reward:  0.206 [-0.005,  0.307], mean action: 15.374 [0.000, 31.000],  loss: 0.437135, mae: 17.631662, mean_q: 19.129839
  5764/50000: episode: 38, duration: 20.757s, episode steps: 267, steps per second:  13, episode reward: 104.591, mean reward:  0.392 [-0.005,  0.598], mean action: 16.228 [0.000, 31.000],  loss: 0.602718, mae: 18.760544, mean_q: 20.348152
  6031/50000: episode: 39, duration: 20.908s, episode steps: 267, steps per second:  13, episode reward: 107.855, mean reward:  0.404 [-0.005,  0.497], mean action: 14.749 [0.000, 31.000],  loss: 0.786946, mae: 20.326422, mean_q: 22.023611
  6055/50000: episode: 40, duration: 1.950s, episode steps:  24, steps per second:  12, episode reward:  3.568, mean reward:  0.149 [-0.005,  0.320], mean action: 18.833 [2.000, 31.000],  loss: 0.953218, mae: 21.220865, mean_q: 23.001448
  6238/50000: episode: 41, duration: 14.753s, episode steps: 183, steps per second:  12, episode reward: 98.604, mean reward:  0.539 [ 0.087,  0.651], mean action: 17.180 [0.000, 31.000],  loss: 0.795138, mae: 21.834789, mean_q: 23.588808
  6505/50000: episode: 42, duration: 22.302s, episode steps: 267, steps per second:  12, episode reward: 94.084, mean reward:  0.352 [-0.005,  0.456], mean action: 16.071 [0.000, 31.000],  loss: 0.788397, mae: 23.098909, mean_q: 24.892057
  6772/50000: episode: 43, duration: 21.852s, episode steps: 267, steps per second:  12, episode reward: 108.600, mean reward:  0.407 [ 0.133,  0.495], mean action: 15.333 [0.000, 31.000],  loss: 0.906588, mae: 24.577841, mean_q: 26.544796
  6909/50000: episode: 44, duration: 10.968s, episode steps: 137, steps per second:  12, episode reward: 47.361, mean reward:  0.346 [ 0.087,  0.506], mean action: 16.285 [0.000, 30.000],  loss: 1.002279, mae: 25.736626, mean_q: 27.800962
  7178/50000: episode: 45, duration: 21.473s, episode steps: 269, steps per second:  13, episode reward: 109.189, mean reward:  0.406 [-0.005,  0.591], mean action: 16.063 [0.000, 31.000],  loss: 0.979138, mae: 26.892044, mean_q: 29.042290
  7445/50000: episode: 46, duration: 21.022s, episode steps: 267, steps per second:  13, episode reward: 121.153, mean reward:  0.454 [-0.005,  0.650], mean action: 14.513 [0.000, 31.000],  loss: 1.460855, mae: 28.469774, mean_q: 30.787790
  7463/50000: episode: 47, duration: 1.517s, episode steps:  18, steps per second:  12, episode reward:  4.395, mean reward:  0.244 [ 0.087,  0.303], mean action: 16.222 [1.000, 26.000],  loss: 1.540882, mae: 29.458178, mean_q: 31.714687
  7514/50000: episode: 48, duration: 4.150s, episode steps:  51, steps per second:  12, episode reward: 15.573, mean reward:  0.305 [ 0.087,  0.406], mean action: 15.176 [2.000, 31.000],  loss: 2.110650, mae: 29.599100, mean_q: 31.910925
  7781/50000: episode: 49, duration: 21.535s, episode steps: 267, steps per second:  12, episode reward: 91.140, mean reward:  0.341 [-0.005,  0.653], mean action: 15.431 [0.000, 31.000],  loss: 1.713958, mae: 30.439035, mean_q: 32.862789
  7838/50000: episode: 50, duration: 4.531s, episode steps:  57, steps per second:  13, episode reward: 14.492, mean reward:  0.254 [-0.005,  0.412], mean action: 14.789 [0.000, 31.000],  loss: 1.821678, mae: 31.205421, mean_q: 33.772301
  8105/50000: episode: 51, duration: 21.386s, episode steps: 267, steps per second:  12, episode reward: 113.435, mean reward:  0.425 [ 0.087,  0.494], mean action: 15.348 [0.000, 31.000],  loss: 1.627991, mae: 32.500755, mean_q: 35.089077
  8210/50000: episode: 52, duration: 8.320s, episode steps: 105, steps per second:  13, episode reward: 29.744, mean reward:  0.283 [-0.005,  0.473], mean action: 16.019 [0.000, 31.000],  loss: 1.652831, mae: 33.751011, mean_q: 36.327053
  8264/50000: episode: 53, duration: 4.259s, episode steps:  54, steps per second:  13, episode reward: 20.388, mean reward:  0.378 [ 0.102,  0.481], mean action: 16.870 [0.000, 30.000],  loss: 2.350179, mae: 34.374378, mean_q: 37.046329
  8533/50000: episode: 54, duration: 21.653s, episode steps: 269, steps per second:  12, episode reward: 106.857, mean reward:  0.397 [-0.005,  0.469], mean action: 14.019 [0.000, 30.000],  loss: 2.015374, mae: 35.622074, mean_q: 38.375305
  8769/50000: episode: 55, duration: 19.340s, episode steps: 236, steps per second:  12, episode reward: 84.006, mean reward:  0.356 [-0.005,  0.509], mean action: 16.102 [0.000, 31.000],  loss: 2.526735, mae: 37.305340, mean_q: 40.226837
  8963/50000: episode: 56, duration: 15.852s, episode steps: 194, steps per second:  12, episode reward: 79.613, mean reward:  0.410 [ 0.117,  0.480], mean action: 14.149 [0.000, 31.000],  loss: 3.266380, mae: 38.887203, mean_q: 41.947693
  9087/50000: episode: 57, duration: 9.702s, episode steps: 124, steps per second:  13, episode reward: 48.016, mean reward:  0.387 [-0.005,  0.474], mean action: 15.274 [1.000, 31.000],  loss: 3.775216, mae: 40.054920, mean_q: 43.285954
  9354/50000: episode: 58, duration: 21.345s, episode steps: 267, steps per second:  13, episode reward: 113.242, mean reward:  0.424 [ 0.087,  0.471], mean action: 17.599 [0.000, 31.000],  loss: 3.445239, mae: 41.352848, mean_q: 44.565552
  9488/50000: episode: 59, duration: 10.637s, episode steps: 134, steps per second:  13, episode reward: 43.905, mean reward:  0.328 [-0.005,  0.456], mean action: 15.604 [0.000, 31.000],  loss: 4.471527, mae: 42.947250, mean_q: 46.267220
  9755/50000: episode: 60, duration: 21.082s, episode steps: 267, steps per second:  13, episode reward: 106.886, mean reward:  0.400 [-0.005,  0.490], mean action: 15.712 [0.000, 31.000],  loss: 4.371156, mae: 43.879082, mean_q: 47.309986
 10022/50000: episode: 61, duration: 21.028s, episode steps: 267, steps per second:  13, episode reward: 96.389, mean reward:  0.361 [ 0.087,  0.489], mean action: 14.262 [0.000, 31.000],  loss: 4.898340, mae: 45.631897, mean_q: 49.173344
 10289/50000: episode: 62, duration: 21.327s, episode steps: 267, steps per second:  13, episode reward: 106.386, mean reward:  0.398 [ 0.079,  0.442], mean action: 15.311 [0.000, 31.000],  loss: 4.136920, mae: 47.708538, mean_q: 51.382515
 10556/50000: episode: 63, duration: 21.933s, episode steps: 267, steps per second:  12, episode reward: 159.631, mean reward:  0.598 [ 0.087,  0.653], mean action: 14.262 [0.000, 31.000],  loss: 4.278691, mae: 49.499157, mean_q: 53.345001
 10782/50000: episode: 64, duration: 18.478s, episode steps: 226, steps per second:  12, episode reward: 86.138, mean reward:  0.381 [-0.005,  0.492], mean action: 15.513 [0.000, 31.000],  loss: 4.369182, mae: 51.283016, mean_q: 55.295727
 11049/50000: episode: 65, duration: 21.569s, episode steps: 267, steps per second:  12, episode reward: 96.885, mean reward:  0.363 [ 0.087,  0.485], mean action: 15.195 [0.000, 31.000],  loss: 5.147839, mae: 52.807533, mean_q: 56.731529
 11316/50000: episode: 66, duration: 22.472s, episode steps: 267, steps per second:  12, episode reward: 131.463, mean reward:  0.492 [-0.005,  0.654], mean action: 17.026 [0.000, 31.000],  loss: 6.509143, mae: 54.355423, mean_q: 58.447330
 11583/50000: episode: 67, duration: 22.055s, episode steps: 267, steps per second:  12, episode reward: 116.791, mean reward:  0.437 [ 0.087,  0.485], mean action: 14.075 [0.000, 31.000],  loss: 6.518753, mae: 56.031578, mean_q: 60.236675
 11638/50000: episode: 68, duration: 4.354s, episode steps:  55, steps per second:  13, episode reward: 14.487, mean reward:  0.263 [-0.005,  0.395], mean action: 14.473 [1.000, 31.000],  loss: 6.713289, mae: 56.814774, mean_q: 60.804638
 11905/50000: episode: 69, duration: 22.020s, episode steps: 267, steps per second:  12, episode reward: 103.503, mean reward:  0.388 [-0.005,  0.475], mean action: 15.816 [0.000, 31.000],  loss: 6.799809, mae: 57.971828, mean_q: 62.390945
 12172/50000: episode: 70, duration: 21.484s, episode steps: 267, steps per second:  12, episode reward: 123.660, mean reward:  0.463 [ 0.116,  0.649], mean action: 14.929 [0.000, 31.000],  loss: 5.901423, mae: 59.910755, mean_q: 64.332901
 12401/50000: episode: 71, duration: 18.057s, episode steps: 229, steps per second:  13, episode reward: 95.921, mean reward:  0.419 [-0.005,  0.642], mean action: 16.000 [0.000, 31.000],  loss: 6.729405, mae: 60.925129, mean_q: 65.362778
 12568/50000: episode: 72, duration: 13.229s, episode steps: 167, steps per second:  13, episode reward: 65.547, mean reward:  0.392 [ 0.087,  0.500], mean action: 13.647 [0.000, 31.000],  loss: 5.468935, mae: 62.555016, mean_q: 67.103989
 12835/50000: episode: 73, duration: 21.020s, episode steps: 267, steps per second:  13, episode reward: 111.428, mean reward:  0.417 [-0.005,  0.488], mean action: 17.139 [0.000, 31.000],  loss: 6.326383, mae: 63.860310, mean_q: 68.550972
 13060/50000: episode: 74, duration: 18.085s, episode steps: 225, steps per second:  12, episode reward: 92.111, mean reward:  0.409 [ 0.078,  0.478], mean action: 12.520 [0.000, 31.000],  loss: 6.245549, mae: 65.451767, mean_q: 70.212395
 13327/50000: episode: 75, duration: 21.347s, episode steps: 267, steps per second:  13, episode reward: 103.724, mean reward:  0.388 [ 0.049,  0.488], mean action: 15.217 [0.000, 31.000],  loss: 5.874996, mae: 67.075752, mean_q: 71.891258
 13594/50000: episode: 76, duration: 21.240s, episode steps: 267, steps per second:  13, episode reward: 113.607, mean reward:  0.425 [-0.005,  0.498], mean action: 16.757 [0.000, 31.000],  loss: 6.767404, mae: 68.852379, mean_q: 73.807259
 13861/50000: episode: 77, duration: 21.260s, episode steps: 267, steps per second:  13, episode reward: 121.285, mean reward:  0.454 [-0.005,  0.650], mean action: 16.341 [0.000, 31.000],  loss: 5.950104, mae: 70.520584, mean_q: 75.454567
 14128/50000: episode: 78, duration: 21.497s, episode steps: 267, steps per second:  12, episode reward: 108.725, mean reward:  0.407 [ 0.087,  0.466], mean action: 16.266 [0.000, 31.000],  loss: 7.897099, mae: 71.817291, mean_q: 76.866699
 14219/50000: episode: 79, duration: 7.494s, episode steps:  91, steps per second:  12, episode reward: 16.984, mean reward:  0.187 [-0.005,  0.361], mean action: 16.813 [0.000, 31.000],  loss: 13.341058, mae: 73.002892, mean_q: 78.228447
 14486/50000: episode: 80, duration: 21.418s, episode steps: 267, steps per second:  12, episode reward: 112.134, mean reward:  0.420 [ 0.137,  0.493], mean action: 16.610 [0.000, 31.000],  loss: 10.763766, mae: 73.814598, mean_q: 79.128174
 14640/50000: episode: 81, duration: 12.608s, episode steps: 154, steps per second:  12, episode reward: 81.260, mean reward:  0.528 [-0.005,  0.655], mean action: 15.078 [0.000, 31.000],  loss: 8.392968, mae: 74.936279, mean_q: 80.206131
 14907/50000: episode: 82, duration: 21.807s, episode steps: 267, steps per second:  12, episode reward: 116.933, mean reward:  0.438 [ 0.087,  0.484], mean action: 13.918 [0.000, 31.000],  loss: 9.894757, mae: 75.965942, mean_q: 81.351547
 15174/50000: episode: 83, duration: 21.090s, episode steps: 267, steps per second:  13, episode reward: 72.051, mean reward:  0.270 [ 0.116,  0.303], mean action: 15.449 [0.000, 30.000],  loss: 10.800436, mae: 77.777374, mean_q: 83.396614
 15441/50000: episode: 84, duration: 20.834s, episode steps: 267, steps per second:  13, episode reward: 151.986, mean reward:  0.569 [-0.005,  0.653], mean action: 14.712 [0.000, 31.000],  loss: 10.248399, mae: 79.377693, mean_q: 85.118195
 15638/50000: episode: 85, duration: 15.733s, episode steps: 197, steps per second:  13, episode reward: 53.488, mean reward:  0.272 [-0.005,  0.498], mean action: 16.086 [0.000, 31.000],  loss: 10.706245, mae: 80.359039, mean_q: 86.141739
 15677/50000: episode: 86, duration: 3.107s, episode steps:  39, steps per second:  13, episode reward: 10.198, mean reward:  0.261 [-0.005,  0.469], mean action: 18.487 [5.000, 31.000],  loss: 19.730852, mae: 80.419090, mean_q: 86.228287
 15944/50000: episode: 87, duration: 20.759s, episode steps: 267, steps per second:  13, episode reward: 114.231, mean reward:  0.428 [ 0.133,  0.480], mean action: 17.180 [0.000, 31.000],  loss: 14.629661, mae: 81.488884, mean_q: 87.495064
 16211/50000: episode: 88, duration: 21.122s, episode steps: 267, steps per second:  13, episode reward: 100.341, mean reward:  0.376 [-0.005,  0.465], mean action: 17.517 [0.000, 31.000],  loss: 10.597429, mae: 83.140121, mean_q: 89.064369
 16478/50000: episode: 89, duration: 21.405s, episode steps: 267, steps per second:  12, episode reward: 108.022, mean reward:  0.405 [ 0.137,  0.486], mean action: 14.682 [0.000, 31.000],  loss: 14.264618, mae: 84.473724, mean_q: 90.613289
 16495/50000: episode: 90, duration: 1.465s, episode steps:  17, steps per second:  12, episode reward:  3.594, mean reward:  0.211 [ 0.017,  0.338], mean action: 17.118 [1.000, 30.000],  loss: 16.947718, mae: 85.527039, mean_q: 91.622406
 16762/50000: episode: 91, duration: 21.159s, episode steps: 267, steps per second:  13, episode reward: 101.408, mean reward:  0.380 [ 0.017,  0.466], mean action: 17.142 [1.000, 31.000],  loss: 14.387912, mae: 86.108910, mean_q: 92.405785
 17029/50000: episode: 92, duration: 20.779s, episode steps: 267, steps per second:  13, episode reward: 100.502, mean reward:  0.376 [-0.005,  0.465], mean action: 16.659 [0.000, 31.000],  loss: 15.553661, mae: 87.402252, mean_q: 93.741234
 17296/50000: episode: 93, duration: 20.799s, episode steps: 267, steps per second:  13, episode reward: 124.723, mean reward:  0.467 [-0.005,  0.646], mean action: 15.052 [1.000, 31.000],  loss: 12.143204, mae: 88.932625, mean_q: 95.240288
 17386/50000: episode: 94, duration: 7.117s, episode steps:  90, steps per second:  13, episode reward: 21.033, mean reward:  0.234 [-0.005,  0.308], mean action: 14.656 [0.000, 31.000],  loss: 13.407204, mae: 89.770653, mean_q: 96.109329
 17653/50000: episode: 95, duration: 20.699s, episode steps: 267, steps per second:  13, episode reward: 106.378, mean reward:  0.398 [ 0.133,  0.466], mean action: 15.251 [0.000, 31.000],  loss: 10.861712, mae: 90.690880, mean_q: 97.191788
 17920/50000: episode: 96, duration: 20.677s, episode steps: 267, steps per second:  13, episode reward: 86.212, mean reward:  0.323 [-0.005,  0.482], mean action: 14.479 [0.000, 31.000],  loss: 16.781073, mae: 91.914520, mean_q: 98.370049
 18103/50000: episode: 97, duration: 14.429s, episode steps: 183, steps per second:  13, episode reward: 73.278, mean reward:  0.400 [-0.005,  0.485], mean action: 13.951 [0.000, 31.000],  loss: 12.740598, mae: 93.043076, mean_q: 99.437080
 18372/50000: episode: 98, duration: 21.057s, episode steps: 269, steps per second:  13, episode reward: 118.050, mean reward:  0.439 [ 0.087,  0.495], mean action: 16.152 [0.000, 31.000],  loss: 24.257671, mae: 93.292511, mean_q: 100.077080
 18639/50000: episode: 99, duration: 20.852s, episode steps: 267, steps per second:  13, episode reward: 104.838, mean reward:  0.393 [ 0.087,  0.440], mean action: 16.506 [0.000, 31.000],  loss: 20.132322, mae: 94.505760, mean_q: 101.422218
 18906/50000: episode: 100, duration: 21.048s, episode steps: 267, steps per second:  13, episode reward: 109.245, mean reward:  0.409 [ 0.087,  0.459], mean action: 16.524 [0.000, 31.000],  loss: 19.557705, mae: 96.038475, mean_q: 102.886848
 18920/50000: episode: 101, duration: 1.162s, episode steps:  14, steps per second:  12, episode reward:  2.946, mean reward:  0.210 [ 0.116,  0.304], mean action: 13.929 [0.000, 30.000],  loss: 8.157044, mae: 96.664688, mean_q: 103.486832
 19067/50000: episode: 102, duration: 11.509s, episode steps: 147, steps per second:  13, episode reward: 63.456, mean reward:  0.432 [-0.005,  0.490], mean action: 14.932 [0.000, 31.000],  loss: 12.703253, mae: 97.280647, mean_q: 104.207741
 19334/50000: episode: 103, duration: 21.140s, episode steps: 267, steps per second:  13, episode reward: 105.010, mean reward:  0.393 [-0.005,  0.458], mean action: 16.434 [0.000, 31.000],  loss: 18.549614, mae: 98.031807, mean_q: 105.026566
 19601/50000: episode: 104, duration: 21.276s, episode steps: 267, steps per second:  13, episode reward: 117.162, mean reward:  0.439 [ 0.116,  0.479], mean action: 15.963 [0.000, 31.000],  loss: 19.750259, mae: 99.200439, mean_q: 106.338043
 19639/50000: episode: 105, duration: 3.054s, episode steps:  38, steps per second:  12, episode reward:  5.611, mean reward:  0.148 [-0.005,  0.305], mean action: 19.158 [2.000, 31.000],  loss: 15.426929, mae: 99.518311, mean_q: 106.649857
 19906/50000: episode: 106, duration: 21.884s, episode steps: 267, steps per second:  12, episode reward: 116.108, mean reward:  0.435 [ 0.137,  0.484], mean action: 15.371 [1.000, 31.000],  loss: 21.834951, mae: 100.454384, mean_q: 107.607933
 20173/50000: episode: 107, duration: 20.795s, episode steps: 267, steps per second:  13, episode reward: 120.930, mean reward:  0.453 [ 0.087,  0.484], mean action: 15.652 [0.000, 31.000],  loss: 22.624126, mae: 101.253761, mean_q: 108.522156
 20440/50000: episode: 108, duration: 21.121s, episode steps: 267, steps per second:  13, episode reward: 103.382, mean reward:  0.387 [-0.005,  0.479], mean action: 15.566 [1.000, 31.000],  loss: 19.267271, mae: 102.347336, mean_q: 109.741852
 20707/50000: episode: 109, duration: 22.152s, episode steps: 267, steps per second:  12, episode reward: 149.014, mean reward:  0.558 [-0.005,  0.653], mean action: 14.539 [0.000, 31.000],  loss: 16.339039, mae: 103.636650, mean_q: 111.053734
 20974/50000: episode: 110, duration: 21.397s, episode steps: 267, steps per second:  12, episode reward: 66.647, mean reward:  0.250 [-0.005,  0.354], mean action: 17.536 [0.000, 31.000],  loss: 18.184980, mae: 104.854073, mean_q: 112.176422
 21197/50000: episode: 111, duration: 17.967s, episode steps: 223, steps per second:  12, episode reward: 92.262, mean reward:  0.414 [ 0.094,  0.642], mean action: 16.027 [0.000, 31.000],  loss: 20.232803, mae: 105.929688, mean_q: 113.494476
 21265/50000: episode: 112, duration: 5.591s, episode steps:  68, steps per second:  12, episode reward: 22.735, mean reward:  0.334 [ 0.087,  0.424], mean action: 15.500 [0.000, 31.000],  loss: 15.845343, mae: 106.566391, mean_q: 113.957886
 21534/50000: episode: 113, duration: 21.927s, episode steps: 269, steps per second:  12, episode reward: 132.183, mean reward:  0.491 [ 0.087,  0.650], mean action: 15.045 [0.000, 31.000],  loss: 19.317112, mae: 107.100983, mean_q: 114.460625
 21801/50000: episode: 114, duration: 21.756s, episode steps: 267, steps per second:  12, episode reward: 133.908, mean reward:  0.502 [-0.005,  0.650], mean action: 16.704 [0.000, 31.000],  loss: 24.825777, mae: 107.911781, mean_q: 115.416374
 22068/50000: episode: 115, duration: 21.381s, episode steps: 267, steps per second:  12, episode reward: 112.032, mean reward:  0.420 [-0.005,  0.487], mean action: 16.899 [0.000, 31.000],  loss: 24.073698, mae: 108.557060, mean_q: 116.125160
 22335/50000: episode: 116, duration: 20.954s, episode steps: 267, steps per second:  13, episode reward: 61.400, mean reward:  0.230 [-0.005,  0.347], mean action: 16.315 [0.000, 31.000],  loss: 19.003284, mae: 109.449837, mean_q: 117.018196
 22602/50000: episode: 117, duration: 21.177s, episode steps: 267, steps per second:  13, episode reward: 81.381, mean reward:  0.305 [-0.005,  0.487], mean action: 15.251 [0.000, 31.000],  loss: 20.640198, mae: 110.363098, mean_q: 117.955894
